stress_axis,stress_level,method,task_success,task_success_ci95,tracking_error,tracking_error_ci95,safety_violation,safety_violation_ci95,asymmetry_error,asymmetry_error_ci95,actuator_energy,actuator_energy_ci95,robust_utility,robust_utility_ci95
deadzone_saturation,0.6,robust_l1_adaptive_control,0.08667,0.01360,0.77125,0.01171,0.39610,0.01862,0.39525,0.01906,0.98188,0.01228,-0.62879,0.02556
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,0.10083,0.01797,0.73338,0.00766,0.35161,0.01444,0.36714,0.01954,1.15174,0.01151,-0.58120,0.02538
deadzone_saturation,0.6,oracle_asymmetry_state,0.15250,0.01169,0.71198,0.00925,0.33539,0.01727,0.36103,0.01827,1.25170,0.00943,-0.51429,0.01656
deadzone_saturation,0.8,domain_randomized_policy,0.04583,0.01383,0.78319,0.01452,0.40497,0.02574,0.68949,0.02033,0.86814,0.01877,-0.75675,0.02139
deadzone_saturation,0.8,online_system_id,0.08500,0.00905,0.74494,0.01068,0.36375,0.01970,0.43497,0.02083,1.17953,0.01707,-0.62690,0.01216
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,0.06250,0.01248,0.81041,0.01207,0.44970,0.01710,0.43937,0.02168,0.91150,0.01344,-0.70927,0.02099
deadzone_saturation,0.8,unscented_kalman_fault_observer,0.07333,0.01394,0.75237,0.01615,0.37330,0.02596,0.42836,0.02024,1.23343,0.01501,-0.64673,0.02775
deadzone_saturation,0.8,robust_l1_adaptive_control,0.06667,0.01481,0.78720,0.01559,0.40613,0.02298,0.42089,0.02134,1.05627,0.01450,-0.67188,0.02949
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,0.10000,0.01217,0.74533,0.00987,0.36295,0.01183,0.37815,0.01792,1.24296,0.00934,-0.60253,0.01785
deadzone_saturation,0.8,oracle_asymmetry_state,0.14833,0.02371,0.72630,0.01890,0.34628,0.02301,0.37653,0.01883,1.36597,0.01126,-0.54213,0.03470
deadzone_saturation,1.0,domain_randomized_policy,0.03667,0.00850,0.81133,0.00893,0.44369,0.01457,0.69722,0.01936,0.89607,0.01202,-0.80783,0.01711
deadzone_saturation,1.0,online_system_id,0.06750,0.01829,0.76333,0.01787,0.37274,0.02710,0.45763,0.01770,1.24425,0.01950,-0.66656,0.03788
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,0.04667,0.01246,0.83110,0.01438,0.48000,0.01887,0.45442,0.01715,0.94298,0.00665,-0.75787,0.02329
deadzone_saturation,1.0,unscented_kalman_fault_observer,0.08084,0.02067,0.75747,0.01487,0.37833,0.02318,0.44788,0.02175,1.29666,0.01158,-0.65244,0.03555
deadzone_saturation,1.0,robust_l1_adaptive_control,0.06250,0.01425,0.80184,0.01319,0.43164,0.01913,0.43921,0.01620,1.10093,0.00754,-0.70275,0.02412
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,0.10167,0.02432,0.75646,0.01109,0.38815,0.01678,0.39672,0.01750,1.30533,0.00931,-0.62738,0.03466
deadzone_saturation,1.0,oracle_asymmetry_state,0.12500,0.01217,0.72992,0.01377,0.35720,0.02015,0.39486,0.01684,1.44441,0.00823,-0.58184,0.02422
latency,0.0,domain_randomized_policy,0.06333,0.01316,0.72916,0.00944,0.33259,0.01488,0.70942,0.01960,0.80943,0.01331,-0.66355,0.02100
latency,0.0,online_system_id,0.09750,0.01807,0.70661,0.00855,0.29562,0.01435,0.40807,0.01593,1.03178,0.01646,-0.54295,0.01873
latency,0.0,control_barrier_fault_tolerant_mpc,0.09000,0.01163,0.76050,0.01171,0.38036,0.01715,0.41781,0.01838,0.81341,0.01401,-0.60728,0.02308
latency,0.0,unscented_kalman_fault_observer,0.11917,0.02589,0.69346,0.01138,0.30137,0.01128,0.39402,0.01529,1.05597,0.01674,-0.51518,0.03261
latency,0.0,robust_l1_adaptive_control,0.07750,0.01194,0.73656,0.00848,0.34670,0.01374,0.38899,0.01692,0.92521,0.01325,-0.59019,0.01931
latency,0.0,latent_asymmetry_belief_policy_v5,0.14417,0.02219,0.70110,0.01103,0.30896,0.01763,0.37115,0.01681,1.06923,0.01119,-0.49458,0.02918
latency,0.0,oracle_asymmetry_state,0.19250,0.03141,0.68644,0.01177,0.29949,0.01791,0.36033,0.01644,1.16136,0.01281,-0.43588,0.03684
latency,0.2,domain_randomized_policy,0.06083,0.01290,0.75144,0.01787,0.35408,0.03066,0.69790,0.01431,0.82936,0.02150,-0.68697,0.03385
latency,0.2,online_system_id,0.09333,0.01718,0.72101,0.01460,0.31854,0.02097,0.39461,0.00974,1.04820,0.02025,-0.56558,0.03060
latency,0.2,control_barrier_fault_tolerant_mpc,0.06917,0.01266,0.77798,0.01522,0.40253,0.02713,0.41081,0.00972,0.82369,0.01283,-0.64754,0.03071
latency,0.2,unscented_kalman_fault_observer,0.10750,0.01659,0.71265,0.01495,0.32461,0.02050,0.38789,0.01288,1.07144,0.01447,-0.54879,0.02587
latency,0.2,robust_l1_adaptive_control,0.07917,0.02426,0.75800,0.01476,0.37908,0.02463,0.38314,0.00806,0.94239,0.01244,-0.61632,0.03613
latency,0.2,latent_asymmetry_belief_policy_v5,0.11750,0.01641,0.71846,0.01300,0.33241,0.02168,0.35973,0.01247,1.08859,0.01163,-0.54144,0.03000
latency,0.2,oracle_asymmetry_state,0.17583,0.02366,0.70715,0.01540,0.32765,0.02039,0.35235,0.00960,1.16917,0.01139,-0.47669,0.03651
latency,0.4,domain_randomized_policy,0.06333,0.01424,0.75098,0.01497,0.35705,0.02011,0.70518,0.01795,0.82880,0.01875,-0.68722,0.03059
latency,0.4,online_system_id,0.09167,0.01420,0.73013,0.00939,0.32295,0.01158,0.39392,0.01163,1.04561,0.00855,-0.57271,0.02076
latency,0.4,control_barrier_fault_tolerant_mpc,0.06917,0.01243,0.79366,0.01450,0.43235,0.02055,0.41244,0.01173,0.81833,0.01075,-0.67062,0.02483
latency,0.4,unscented_kalman_fault_observer,0.10750,0.02464,0.72405,0.01855,0.33887,0.02182,0.38326,0.01154,1.06869,0.01237,-0.56029,0.04052
latency,0.4,robust_l1_adaptive_control,0.06416,0.02123,0.77820,0.01150,0.39848,0.01146,0.37507,0.01042,0.93462,0.00867,-0.64849,0.02911
latency,0.4,latent_asymmetry_belief_policy_v5,0.12167,0.02167,0.73018,0.01079,0.34839,0.01783,0.35296,0.01187,1.08404,0.00787,-0.54986,0.02103
latency,0.4,oracle_asymmetry_state,0.14167,0.02178,0.72436,0.01772,0.34554,0.02169,0.33861,0.01137,1.18143,0.01087,-0.52661,0.03700
latency,0.6,domain_randomized_policy,0.06917,0.01090,0.74899,0.01688,0.36137,0.02803,0.70623,0.01684,0.82891,0.01912,-0.68266,0.02936
latency,0.6,online_system_id,0.09583,0.01601,0.72252,0.00953,0.32006,0.01646,0.39834,0.01083,1.05242,0.01529,-0.56498,0.02628
latency,0.6,control_barrier_fault_tolerant_mpc,0.06417,0.00975,0.79275,0.01515,0.42851,0.02928,0.41262,0.01404,0.82631,0.01052,-0.67395,0.03112
latency,0.6,unscented_kalman_fault_observer,0.08917,0.01400,0.72876,0.01327,0.34432,0.02369,0.38976,0.01049,1.08343,0.01258,-0.58588,0.03118
latency,0.6,robust_l1_adaptive_control,0.07917,0.01638,0.76790,0.01353,0.39699,0.02222,0.37593,0.01355,0.94785,0.01124,-0.62994,0.03163
latency,0.6,latent_asymmetry_belief_policy_v5,0.14417,0.02323,0.72815,0.01316,0.35310,0.02073,0.35299,0.00917,1.09655,0.00969,-0.52983,0.03459
latency,0.6,oracle_asymmetry_state,0.15750,0.00957,0.71770,0.01202,0.33988,0.02188,0.34072,0.01071,1.18935,0.01014,-0.50581,0.02262
latency,0.8,domain_randomized_policy,0.07000,0.01465,0.75665,0.01548,0.36768,0.02156,0.70067,0.01496,0.83841,0.02498,-0.68843,0.03151
latency,0.8,online_system_id,0.09917,0.01909,0.73215,0.00896,0.34161,0.01200,0.39258,0.01048,1.05933,0.01577,-0.57793,0.02465
latency,0.8,control_barrier_fault_tolerant_mpc,0.08250,0.01695,0.78963,0.01388,0.43152,0.02060,0.40540,0.01018,0.82658,0.01344,-0.65581,0.02529
latency,0.8,unscented_kalman_fault_observer,0.09583,0.01148,0.73145,0.01082,0.34319,0.01678,0.38376,0.01174,1.09674,0.01421,-0.58006,0.02068
latency,0.8,robust_l1_adaptive_control,0.08417,0.01017,0.76743,0.01280,0.39077,0.02037,0.36628,0.00869,0.94555,0.01169,-0.61937,0.02091
latency,0.8,latent_asymmetry_belief_policy_v5,0.12750,0.02448,0.73047,0.01608,0.34193,0.02318,0.34299,0.01189,1.10348,0.00908,-0.53986,0.03769
latency,0.8,oracle_asymmetry_state,0.15667,0.03097,0.72349,0.01479,0.35208,0.01425,0.33222,0.00998,1.19948,0.00888,-0.51580,0.04052
latency,1.0,domain_randomized_policy,0.05750,0.01046,0.76680,0.01487,0.38158,0.02324,0.69914,0.01305,0.84549,0.01524,-0.71233,0.01965
latency,1.0,online_system_id,0.09500,0.01793,0.73693,0.00883,0.34619,0.01372,0.38784,0.00880,1.05237,0.01029,-0.58519,0.02601
latency,1.0,control_barrier_fault_tolerant_mpc,0.06500,0.01735,0.80076,0.01094,0.43875,0.01579,0.39817,0.01180,0.82830,0.00797,-0.68069,0.01748
latency,1.0,unscented_kalman_fault_observer,0.09083,0.02115,0.74305,0.01268,0.36197,0.01893,0.37251,0.00737,1.09137,0.01253,-0.59791,0.03311
latency,1.0,robust_l1_adaptive_control,0.08750,0.01601,0.77313,0.01333,0.39902,0.02617,0.35761,0.01035,0.93630,0.00888,-0.62060,0.02781
latency,1.0,latent_asymmetry_belief_policy_v5,0.11167,0.01673,0.74032,0.01629,0.36521,0.02457,0.33596,0.00548,1.10324,0.00998,-0.57150,0.02681
latency,1.0,oracle_asymmetry_state,0.14083,0.02129,0.73247,0.01488,0.36497,0.02011,0.32055,0.00513,1.19867,0.00798,-0.54025,0.02723
thermal_drift,0.0,domain_randomized_policy,0.07417,0.01568,0.74936,0.00918,0.35920,0.01626,0.69736,0.00803,0.84016,0.01060,-0.67652,0.02469
thermal_drift,0.0,online_system_id,0.10167,0.02134,0.72469,0.01049,0.32494,0.01743,0.35302,0.01052,1.06471,0.01207,-0.55585,0.02676
thermal_drift,0.0,control_barrier_fault_tolerant_mpc,0.07000,0.01173,0.77647,0.01269,0.39583,0.02688,0.36454,0.00707,0.84088,0.00943,-0.63658,0.02734
thermal_drift,0.0,unscented_kalman_fault_observer,0.10167,0.02120,0.72270,0.01091,0.34274,0.01916,0.33380,0.01167,1.10086,0.01066,-0.56107,0.02867
thermal_drift,0.0,robust_l1_adaptive_control,0.07916,0.01223,0.76798,0.00971,0.39521,0.02191,0.31762,0.01018,0.95827,0.01114,-0.61872,0.01956
thermal_drift,0.0,latent_asymmetry_belief_policy_v5,0.12333,0.02120,0.72189,0.00799,0.32810,0.01348,0.29463,0.01070,1.11359,0.00787,-0.52499,0.02533
thermal_drift,0.0,oracle_asymmetry_state,0.17250,0.02178,0.70378,0.01163,0.32750,0.01941,0.29251,0.01266,1.20381,0.00516,-0.47082,0.02605
thermal_drift,0.2,domain_randomized_policy,0.07000,0.00850,0.75477,0.01188,0.37417,0.01632,0.68870,0.00711,0.83070,0.01057,-0.68902,0.01541
thermal_drift,0.2,online_system_id,0.08333,0.01615,0.72870,0.01335,0.33714,0.02562,0.35012,0.00899,1.04828,0.01159,-0.58045,0.02939
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,0.06750,0.01074,0.77888,0.01873,0.41318,0.02811,0.36335,0.01071,0.82500,0.00923,-0.64774,0.02996
thermal_drift,0.2,unscented_kalman_fault_observer,0.09667,0.01505,0.73019,0.01425,0.34818,0.02276,0.33432,0.01144,1.09132,0.00815,-0.57227,0.02189
thermal_drift,0.2,robust_l1_adaptive_control,0.07750,0.01774,0.76984,0.01810,0.39494,0.02637,0.32196,0.00992,0.94270,0.00955,-0.62071,0.03000
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,0.12167,0.01293,0.72786,0.01392,0.34268,0.02322,0.29996,0.01113,1.09694,0.00804,-0.53709,0.02818
thermal_drift,0.2,oracle_asymmetry_state,0.14833,0.02148,0.71690,0.01591,0.34155,0.01979,0.29737,0.01205,1.19448,0.01032,-0.50844,0.03473
thermal_drift,0.4,domain_randomized_policy,0.06833,0.02175,0.74962,0.01301,0.37202,0.01890,0.70120,0.00698,0.84014,0.02151,-0.69010,0.03506
thermal_drift,0.4,online_system_id,0.08833,0.01655,0.72601,0.01335,0.33610,0.02195,0.37735,0.01143,1.06390,0.01958,-0.57994,0.02998
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,0.06333,0.01094,0.77821,0.00970,0.40798,0.01514,0.39240,0.00850,0.83447,0.01356,-0.65418,0.01954
thermal_drift,0.4,unscented_kalman_fault_observer,0.09750,0.01839,0.72403,0.01321,0.33688,0.02036,0.36897,0.01004,1.09976,0.01362,-0.56877,0.02856
thermal_drift,0.4,robust_l1_adaptive_control,0.07750,0.01194,0.75784,0.01043,0.38768,0.01703,0.35914,0.01186,0.94816,0.01172,-0.61879,0.02318
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,0.12000,0.01708,0.72301,0.01322,0.34574,0.01541,0.33242,0.01144,1.10564,0.01186,-0.54453,0.02470
thermal_drift,0.4,oracle_asymmetry_state,0.16333,0.02658,0.71407,0.01490,0.33824,0.01829,0.32586,0.00980,1.19558,0.01233,-0.49491,0.04031
thermal_drift,0.6,domain_randomized_policy,0.06167,0.01360,0.75192,0.01283,0.35982,0.02055,0.71256,0.01608,0.82919,0.01455,-0.69213,0.02479
thermal_drift,0.6,online_system_id,0.08583,0.00913,0.73019,0.01078,0.33929,0.01989,0.40447,0.01002,1.04891,0.01183,-0.59001,0.02081
thermal_drift,0.6,control_barrier_fault_tolerant_mpc,0.07083,0.01361,0.79022,0.01412,0.42589,0.01811,0.41911,0.01110,0.82293,0.00887,-0.66573,0.02789
thermal_drift,0.6,unscented_kalman_fault_observer,0.09917,0.01797,0.73451,0.01367,0.34232,0.01827,0.39502,0.00866,1.08240,0.00923,-0.57789,0.02755
thermal_drift,0.6,robust_l1_adaptive_control,0.08583,0.01290,0.76517,0.01557,0.38542,0.02314,0.38400,0.01208,0.93198,0.00752,-0.61581,0.02969
thermal_drift,0.6,latent_asymmetry_belief_policy_v5,0.10833,0.01242,0.72880,0.01456,0.34087,0.01932,0.36257,0.00690,1.08706,0.00628,-0.55986,0.02110
thermal_drift,0.6,oracle_asymmetry_state,0.15250,0.02798,0.71795,0.01706,0.33994,0.02347,0.34961,0.00833,1.18095,0.01065,-0.51196,0.04462
thermal_drift,0.8,domain_randomized_policy,0.06083,0.01979,0.75359,0.01222,0.36822,0.02289,0.72071,0.02462,0.82715,0.01527,-0.69946,0.03005
thermal_drift,0.8,online_system_id,0.08417,0.01893,0.73095,0.01344,0.33804,0.01987,0.43756,0.01907,1.05113,0.01839,-0.59736,0.02944
thermal_drift,0.8,control_barrier_fault_tolerant_mpc,0.07333,0.01990,0.78952,0.01374,0.42455,0.02316,0.46133,0.01869,0.82191,0.00811,-0.66955,0.03386
thermal_drift,0.8,unscented_kalman_fault_observer,0.11000,0.01914,0.72781,0.01176,0.34833,0.02049,0.42929,0.01606,1.07432,0.01617,-0.57330,0.02563
thermal_drift,0.8,robust_l1_adaptive_control,0.09583,0.02168,0.76701,0.01126,0.39420,0.01880,0.42338,0.01647,0.93114,0.01152,-0.61806,0.03125
thermal_drift,0.8,latent_asymmetry_belief_policy_v5,0.11833,0.02504,0.72773,0.01770,0.35119,0.03086,0.40148,0.01471,1.08700,0.01206,-0.56219,0.03851
thermal_drift,0.8,oracle_asymmetry_state,0.15833,0.01288,0.71969,0.01318,0.35378,0.02092,0.38441,0.01432,1.17475,0.01085,-0.52021,0.02451
thermal_drift,1.0,domain_randomized_policy,0.06583,0.01101,0.74859,0.01361,0.36461,0.01781,0.78203,0.02148,0.83926,0.01826,-0.70140,0.02050
