stress_axis,stress_level,method,metric,mean,ci95,seeds,rows_per_seed
deadzone_saturation,0.2,robust_l1_adaptive_control,tracking_error,0.74298,0.01294,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,safety_violation,0.36113,0.01882,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,asymmetry_error,0.27840,0.00910,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,actuator_energy,0.83756,0.01324,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,adaptation_regret,0.20803,0.00362,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,calibration_error,0.12287,0.01055,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,constraint_margin,0.11202,0.01294,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,recovery_time,0.90444,0.01442,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,control_smoothness,0.08873,0.00159,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,state_uncertainty,0.11054,0.00236,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,risk_score,0.34519,0.01137,10,120
deadzone_saturation,0.2,robust_l1_adaptive_control,robust_utility,-0.57325,0.02445,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,task_success,0.10167,0.02396,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,tracking_error,0.70849,0.01413,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,safety_violation,0.31786,0.02094,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,asymmetry_error,0.28178,0.00834,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,actuator_energy,0.95010,0.01094,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,adaptation_regret,0.19838,0.00396,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,calibration_error,0.15183,0.01280,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,constraint_margin,0.14651,0.01413,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,recovery_time,0.88393,0.01308,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,control_smoothness,0.10942,0.00149,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,state_uncertainty,0.10180,0.00122,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,risk_score,0.31717,0.01281,10,120
deadzone_saturation,0.2,unscented_kalman_fault_observer,robust_utility,-0.52002,0.03548,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,task_success,0.09417,0.01598,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,tracking_error,0.77311,0.01963,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,safety_violation,0.40027,0.02813,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,asymmetry_error,0.39039,0.01154,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,actuator_energy,0.81346,0.01060,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,adaptation_regret,0.21647,0.00550,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,calibration_error,0.12522,0.01188,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,constraint_margin,0.08189,0.01963,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,recovery_time,0.91077,0.01482,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,control_smoothness,0.07913,0.00130,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,state_uncertainty,0.19994,0.00480,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,risk_score,0.38465,0.01697,10,120
deadzone_saturation,0.4,control_barrier_fault_tolerant_mpc,robust_utility,-0.61449,0.03162,10,120
deadzone_saturation,0.4,domain_randomized_policy,task_success,0.06167,0.01293,10,120
deadzone_saturation,0.4,domain_randomized_policy,tracking_error,0.74284,0.01145,10,120
deadzone_saturation,0.4,domain_randomized_policy,safety_violation,0.34539,0.00898,10,120
deadzone_saturation,0.4,domain_randomized_policy,asymmetry_error,0.69460,0.01487,10,120
deadzone_saturation,0.4,domain_randomized_policy,actuator_energy,0.83049,0.01401,10,120
deadzone_saturation,0.4,domain_randomized_policy,adaptation_regret,0.20799,0.00321,10,120
deadzone_saturation,0.4,domain_randomized_policy,calibration_error,0.11073,0.01050,10,120
deadzone_saturation,0.4,domain_randomized_policy,constraint_margin,0.11216,0.01145,10,120
deadzone_saturation,0.4,domain_randomized_policy,recovery_time,0.91048,0.01467,10,120
deadzone_saturation,0.4,domain_randomized_policy,control_smoothness,0.09683,0.00071,10,120
deadzone_saturation,0.4,domain_randomized_policy,state_uncertainty,0.44812,0.00662,10,120
deadzone_saturation,0.4,domain_randomized_policy,risk_score,0.38964,0.00584,10,120
deadzone_saturation,0.4,domain_randomized_policy,robust_utility,-0.67413,0.01546,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,task_success,0.13000,0.01600,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,tracking_error,0.72460,0.01104,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,safety_violation,0.34086,0.01696,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,asymmetry_error,0.32460,0.01300,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,actuator_energy,1.06087,0.00865,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,adaptation_regret,0.20289,0.00309,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,calibration_error,0.16259,0.01511,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,constraint_margin,0.13040,0.01104,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,recovery_time,0.88917,0.01026,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,control_smoothness,0.11239,0.00213,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,state_uncertainty,0.11787,0.00308,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,risk_score,0.33402,0.00994,10,120
deadzone_saturation,0.4,latent_asymmetry_belief_policy_v5,robust_utility,-0.52814,0.02690,10,120
deadzone_saturation,0.4,online_system_id,task_success,0.09250,0.01862,10,120
deadzone_saturation,0.4,online_system_id,tracking_error,0.72370,0.00907,10,120
deadzone_saturation,0.4,online_system_id,safety_violation,0.32628,0.01245,10,120
deadzone_saturation,0.4,online_system_id,asymmetry_error,0.37198,0.01095,10,120
deadzone_saturation,0.4,online_system_id,actuator_energy,1.03445,0.01259,10,120
deadzone_saturation,0.4,online_system_id,adaptation_regret,0.20264,0.00254,10,120
deadzone_saturation,0.4,online_system_id,calibration_error,0.13384,0.00913,10,120
deadzone_saturation,0.4,online_system_id,constraint_margin,0.13130,0.00907,10,120
deadzone_saturation,0.4,online_system_id,recovery_time,0.90220,0.01434,10,120
deadzone_saturation,0.4,online_system_id,control_smoothness,0.11667,0.00119,10,120
deadzone_saturation,0.4,online_system_id,state_uncertainty,0.15957,0.00282,10,120
deadzone_saturation,0.4,online_system_id,risk_score,0.33188,0.00739,10,120
deadzone_saturation,0.4,online_system_id,robust_utility,-0.56644,0.01503,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,task_success,0.16167,0.01951,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,tracking_error,0.71177,0.01213,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,safety_violation,0.34137,0.01487,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,asymmetry_error,0.31803,0.01041,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,actuator_energy,1.13800,0.00990,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,adaptation_regret,0.27047,0.00461,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,calibration_error,0.19474,0.01394,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,constraint_margin,0.14323,0.01213,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,recovery_time,0.85277,0.00856,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,control_smoothness,0.12699,0.00201,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,state_uncertainty,0.07543,0.00131,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,risk_score,0.32828,0.00909,10,120
deadzone_saturation,0.4,oracle_asymmetry_state,robust_utility,-0.49169,0.02588,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,task_success,0.08917,0.00945,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,tracking_error,0.75617,0.01403,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,safety_violation,0.38015,0.02020,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,asymmetry_error,0.35188,0.01078,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,actuator_energy,0.91837,0.00959,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,adaptation_regret,0.21173,0.00393,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,calibration_error,0.12815,0.00821,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,constraint_margin,0.09883,0.01403,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,recovery_time,0.90470,0.01264,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,control_smoothness,0.09402,0.00135,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,state_uncertainty,0.13614,0.00319,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,risk_score,0.36151,0.01224,10,120
deadzone_saturation,0.4,robust_l1_adaptive_control,robust_utility,-0.59848,0.02239,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,task_success,0.10000,0.02123,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,tracking_error,0.72383,0.00949,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,safety_violation,0.33896,0.01140,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,asymmetry_error,0.35490,0.01377,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,actuator_energy,1.05770,0.01243,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,adaptation_regret,0.20267,0.00266,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,calibration_error,0.14876,0.01284,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,constraint_margin,0.13117,0.00949,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,recovery_time,0.88670,0.01285,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,control_smoothness,0.11529,0.00161,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,state_uncertainty,0.12504,0.00273,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,risk_score,0.33376,0.00682,10,120
deadzone_saturation,0.4,unscented_kalman_fault_observer,robust_utility,-0.56178,0.02813,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,task_success,0.05583,0.01090,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,tracking_error,0.79489,0.00975,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,safety_violation,0.42970,0.01473,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,asymmetry_error,0.41722,0.01846,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,actuator_energy,0.85742,0.00875,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,adaptation_regret,0.22257,0.00273,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,calibration_error,0.09818,0.00652,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,constraint_margin,0.06011,0.00975,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,recovery_time,0.92101,0.01191,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,control_smoothness,0.08092,0.00137,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,state_uncertainty,0.23062,0.00344,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,risk_score,0.40825,0.00940,10,120
deadzone_saturation,0.6,control_barrier_fault_tolerant_mpc,robust_utility,-0.68861,0.01633,10,120
deadzone_saturation,0.6,domain_randomized_policy,task_success,0.04917,0.01154,10,120
deadzone_saturation,0.6,domain_randomized_policy,tracking_error,0.76882,0.00884,10,120
deadzone_saturation,0.6,domain_randomized_policy,safety_violation,0.38676,0.01671,10,120
deadzone_saturation,0.6,domain_randomized_policy,asymmetry_error,0.69480,0.02782,10,120
deadzone_saturation,0.6,domain_randomized_policy,actuator_energy,0.84362,0.01207,10,120
deadzone_saturation,0.6,domain_randomized_policy,adaptation_regret,0.21527,0.00247,10,120
deadzone_saturation,0.6,domain_randomized_policy,calibration_error,0.09042,0.00966,10,120
deadzone_saturation,0.6,domain_randomized_policy,constraint_margin,0.08618,0.00884,10,120
deadzone_saturation,0.6,domain_randomized_policy,recovery_time,0.92009,0.01016,10,120
deadzone_saturation,0.6,domain_randomized_policy,control_smoothness,0.09587,0.00056,10,120
deadzone_saturation,0.6,domain_randomized_policy,state_uncertainty,0.54745,0.00866,10,120
deadzone_saturation,0.6,domain_randomized_policy,risk_score,0.43117,0.00988,10,120
deadzone_saturation,0.6,domain_randomized_policy,robust_utility,-0.72958,0.02184,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,task_success,0.10083,0.01797,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,tracking_error,0.73338,0.00766,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,safety_violation,0.35161,0.01444,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,asymmetry_error,0.36714,0.01954,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,actuator_energy,1.15174,0.01151,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,adaptation_regret,0.20534,0.00214,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,calibration_error,0.15446,0.00679,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,constraint_margin,0.12162,0.00766,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,recovery_time,0.88863,0.01311,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,control_smoothness,0.11932,0.00260,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,state_uncertainty,0.12356,0.00214,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,risk_score,0.34209,0.00867,10,120
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,robust_utility,-0.58120,0.02538,10,120
deadzone_saturation,0.6,online_system_id,task_success,0.08333,0.01265,10,120
deadzone_saturation,0.6,online_system_id,tracking_error,0.73664,0.01209,10,120
deadzone_saturation,0.6,online_system_id,safety_violation,0.34265,0.02198,10,120
deadzone_saturation,0.6,online_system_id,asymmetry_error,0.41521,0.01793,10,120
deadzone_saturation,0.6,online_system_id,actuator_energy,1.09688,0.01352,10,120
deadzone_saturation,0.6,online_system_id,adaptation_regret,0.20626,0.00339,10,120
deadzone_saturation,0.6,online_system_id,calibration_error,0.13057,0.00841,10,120
deadzone_saturation,0.6,online_system_id,constraint_margin,0.11836,0.01209,10,120
deadzone_saturation,0.6,online_system_id,recovery_time,0.90417,0.01167,10,120
deadzone_saturation,0.6,online_system_id,control_smoothness,0.12301,0.00239,10,120
deadzone_saturation,0.6,online_system_id,state_uncertainty,0.17648,0.00278,10,120
deadzone_saturation,0.6,online_system_id,risk_score,0.34471,0.01342,10,120
deadzone_saturation,0.6,online_system_id,robust_utility,-0.60315,0.02097,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,task_success,0.15250,0.01169,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,tracking_error,0.71198,0.00925,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,safety_violation,0.33539,0.01727,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,asymmetry_error,0.36103,0.01827,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,actuator_energy,1.25170,0.00943,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,adaptation_regret,0.27055,0.00352,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,calibration_error,0.18864,0.01093,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,constraint_margin,0.14302,0.00925,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,recovery_time,0.86184,0.01061,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,control_smoothness,0.13823,0.00242,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,state_uncertainty,0.07926,0.00121,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,risk_score,0.32493,0.01065,10,120
deadzone_saturation,0.6,oracle_asymmetry_state,robust_utility,-0.51429,0.01656,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,task_success,0.08667,0.01360,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,tracking_error,0.77125,0.01171,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,safety_violation,0.39610,0.01862,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,asymmetry_error,0.39525,0.01906,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,actuator_energy,0.98188,0.01228,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,adaptation_regret,0.21595,0.00328,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,calibration_error,0.11590,0.00786,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,constraint_margin,0.08375,0.01171,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,recovery_time,0.90830,0.01043,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,control_smoothness,0.10040,0.00226,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,state_uncertainty,0.14732,0.00231,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,risk_score,0.37358,0.01111,10,120
deadzone_saturation,0.6,robust_l1_adaptive_control,robust_utility,-0.62879,0.02556,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,task_success,0.09083,0.02224,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,tracking_error,0.73370,0.01646,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,safety_violation,0.35741,0.02061,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,asymmetry_error,0.40668,0.01961,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,actuator_energy,1.13318,0.01506,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,adaptation_regret,0.20543,0.00461,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,calibration_error,0.14116,0.01317,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,constraint_margin,0.12130,0.01646,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,recovery_time,0.88795,0.01109,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,control_smoothness,0.12560,0.00219,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,state_uncertainty,0.13557,0.00298,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,risk_score,0.34723,0.01257,10,120
deadzone_saturation,0.6,unscented_kalman_fault_observer,robust_utility,-0.60044,0.03283,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,task_success,0.06250,0.01248,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,tracking_error,0.81041,0.01207,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,safety_violation,0.44970,0.01710,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,asymmetry_error,0.43937,0.02168,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,actuator_energy,0.91150,0.01344,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,adaptation_regret,0.22692,0.00338,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,calibration_error,0.09495,0.00813,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,constraint_margin,0.04459,0.01207,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,recovery_time,0.92884,0.01357,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,control_smoothness,0.08063,0.00103,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,state_uncertainty,0.25307,0.00704,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,risk_score,0.42419,0.01022,10,120
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,robust_utility,-0.70927,0.02099,10,120
deadzone_saturation,0.8,domain_randomized_policy,task_success,0.04583,0.01383,10,120
deadzone_saturation,0.8,domain_randomized_policy,tracking_error,0.78319,0.01452,10,120
deadzone_saturation,0.8,domain_randomized_policy,safety_violation,0.40497,0.02574,10,120
deadzone_saturation,0.8,domain_randomized_policy,asymmetry_error,0.68949,0.02033,10,120
deadzone_saturation,0.8,domain_randomized_policy,actuator_energy,0.86814,0.01877,10,120
deadzone_saturation,0.8,domain_randomized_policy,adaptation_regret,0.21930,0.00407,10,120
deadzone_saturation,0.8,domain_randomized_policy,calibration_error,0.08553,0.00867,10,120
deadzone_saturation,0.8,domain_randomized_policy,constraint_margin,0.07181,0.01452,10,120
deadzone_saturation,0.8,domain_randomized_policy,recovery_time,0.92851,0.00991,10,120
deadzone_saturation,0.8,domain_randomized_policy,control_smoothness,0.09506,0.00053,10,120
deadzone_saturation,0.8,domain_randomized_policy,state_uncertainty,0.62832,0.00850,10,120
deadzone_saturation,0.8,domain_randomized_policy,risk_score,0.45556,0.01552,10,120
deadzone_saturation,0.8,domain_randomized_policy,robust_utility,-0.75675,0.02139,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,task_success,0.10000,0.01217,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,tracking_error,0.74533,0.00987,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,safety_violation,0.36295,0.01183,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,asymmetry_error,0.37815,0.01792,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,actuator_energy,1.24296,0.00934,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,adaptation_regret,0.20869,0.00276,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,calibration_error,0.14749,0.01214,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,constraint_margin,0.10967,0.00987,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,recovery_time,0.89994,0.00747,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,control_smoothness,0.11675,0.00312,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,state_uncertainty,0.12212,0.00215,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,risk_score,0.34864,0.00724,10,120
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,robust_utility,-0.60253,0.01785,10,120
deadzone_saturation,0.8,online_system_id,task_success,0.08500,0.00905,10,120
deadzone_saturation,0.8,online_system_id,tracking_error,0.74494,0.01068,10,120
deadzone_saturation,0.8,online_system_id,safety_violation,0.36375,0.01970,10,120
deadzone_saturation,0.8,online_system_id,asymmetry_error,0.43497,0.02083,10,120
deadzone_saturation,0.8,online_system_id,actuator_energy,1.17953,0.01707,10,120
deadzone_saturation,0.8,online_system_id,adaptation_regret,0.20858,0.00299,10,120
deadzone_saturation,0.8,online_system_id,calibration_error,0.12915,0.00570,10,120
deadzone_saturation,0.8,online_system_id,constraint_margin,0.11006,0.01068,10,120
deadzone_saturation,0.8,online_system_id,recovery_time,0.90491,0.00996,10,120
deadzone_saturation,0.8,online_system_id,control_smoothness,0.12525,0.00172,10,120
deadzone_saturation,0.8,online_system_id,state_uncertainty,0.18125,0.00470,10,120
deadzone_saturation,0.8,online_system_id,risk_score,0.35802,0.01178,10,120
deadzone_saturation,0.8,online_system_id,robust_utility,-0.62690,0.01216,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,task_success,0.14833,0.02371,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,tracking_error,0.72630,0.01890,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,safety_violation,0.34628,0.02301,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,asymmetry_error,0.37653,0.01883,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,actuator_energy,1.36597,0.01126,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,adaptation_regret,0.27599,0.00718,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,calibration_error,0.18137,0.01023,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,constraint_margin,0.12870,0.01890,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,recovery_time,0.87824,0.01658,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,control_smoothness,0.13839,0.00304,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,state_uncertainty,0.07424,0.00143,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,risk_score,0.33118,0.01406,10,120
deadzone_saturation,0.8,oracle_asymmetry_state,robust_utility,-0.54213,0.03470,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,task_success,0.06667,0.01481,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,tracking_error,0.78720,0.01559,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,safety_violation,0.40613,0.02298,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,asymmetry_error,0.42089,0.02134,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,actuator_energy,1.05627,0.01450,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,adaptation_regret,0.22041,0.00437,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,calibration_error,0.10232,0.01040,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,constraint_margin,0.06780,0.01559,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,recovery_time,0.92896,0.01095,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,control_smoothness,0.10027,0.00149,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,state_uncertainty,0.15016,0.00380,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,risk_score,0.38051,0.01373,10,120
deadzone_saturation,0.8,robust_l1_adaptive_control,robust_utility,-0.67188,0.02949,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,task_success,0.07333,0.01394,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,tracking_error,0.75237,0.01615,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,safety_violation,0.37330,0.02596,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,asymmetry_error,0.42836,0.02024,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,actuator_energy,1.23343,0.01501,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,adaptation_regret,0.21066,0.00452,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,calibration_error,0.11874,0.01308,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,constraint_margin,0.10263,0.01615,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,recovery_time,0.91325,0.01567,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,control_smoothness,0.12503,0.00231,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,state_uncertainty,0.13359,0.00340,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,risk_score,0.35699,0.01562,10,120
deadzone_saturation,0.8,unscented_kalman_fault_observer,robust_utility,-0.64673,0.02775,10,120
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,task_success,0.04667,0.01246,10,120
