stress_axis,stress_level,method,metric,mean,ci95,seeds,rows_per_seed
combined,0.0,latent_asymmetry_belief_policy_v5,recovery_time,0.92027,0.01343,10,120
combined,0.0,latent_asymmetry_belief_policy_v5,control_smoothness,0.05531,0.00037,10,120
combined,0.0,latent_asymmetry_belief_policy_v5,state_uncertainty,0.02162,0.00023,10,120
combined,0.0,latent_asymmetry_belief_policy_v5,risk_score,0.21891,0.00847,10,120
combined,0.0,latent_asymmetry_belief_policy_v5,robust_utility,-0.30691,0.03016,10,120
combined,0.0,online_system_id,task_success,0.15917,0.01470,10,120
combined,0.0,online_system_id,tracking_error,0.64049,0.00975,10,120
combined,0.0,online_system_id,safety_violation,0.19390,0.01252,10,120
combined,0.0,online_system_id,asymmetry_error,0.03072,0.00090,10,120
combined,0.0,online_system_id,actuator_energy,0.75022,0.00978,10,120
combined,0.0,online_system_id,adaptation_regret,0.17934,0.00273,10,120
combined,0.0,online_system_id,calibration_error,0.22442,0.01314,10,120
combined,0.0,online_system_id,constraint_margin,0.21451,0.00975,10,120
combined,0.0,online_system_id,recovery_time,0.92036,0.01139,10,120
combined,0.0,online_system_id,control_smoothness,0.06388,0.00062,10,120
combined,0.0,online_system_id,state_uncertainty,0.02761,0.00027,10,120
combined,0.0,online_system_id,risk_score,0.20214,0.00744,10,120
combined,0.0,online_system_id,robust_utility,-0.30623,0.02135,10,120
combined,0.0,oracle_asymmetry_state,task_success,0.21250,0.01982,10,120
combined,0.0,oracle_asymmetry_state,tracking_error,0.66038,0.01262,10,120
combined,0.0,oracle_asymmetry_state,safety_violation,0.24562,0.01527,10,120
combined,0.0,oracle_asymmetry_state,asymmetry_error,0.03419,0.00169,10,120
combined,0.0,oracle_asymmetry_state,actuator_energy,0.72625,0.00642,10,120
combined,0.0,oracle_asymmetry_state,adaptation_regret,0.25094,0.00480,10,120
combined,0.0,oracle_asymmetry_state,calibration_error,0.24605,0.01043,10,120
combined,0.0,oracle_asymmetry_state,constraint_margin,0.19462,0.01262,10,120
combined,0.0,oracle_asymmetry_state,recovery_time,0.90473,0.01458,10,120
combined,0.0,oracle_asymmetry_state,control_smoothness,0.05270,0.00044,10,120
combined,0.0,oracle_asymmetry_state,state_uncertainty,0.02038,0.00013,10,120
combined,0.0,oracle_asymmetry_state,risk_score,0.23264,0.00925,10,120
combined,0.0,oracle_asymmetry_state,robust_utility,-0.28718,0.02991,10,120
combined,0.0,robust_l1_adaptive_control,task_success,0.12667,0.02837,10,120
combined,0.0,robust_l1_adaptive_control,tracking_error,0.67432,0.01205,10,120
combined,0.0,robust_l1_adaptive_control,safety_violation,0.24589,0.01283,10,120
combined,0.0,robust_l1_adaptive_control,asymmetry_error,0.02920,0.00155,10,120
combined,0.0,robust_l1_adaptive_control,actuator_energy,0.66342,0.00904,10,120
combined,0.0,robust_l1_adaptive_control,adaptation_regret,0.18881,0.00337,10,120
combined,0.0,robust_l1_adaptive_control,calibration_error,0.18729,0.01480,10,120
combined,0.0,robust_l1_adaptive_control,constraint_margin,0.18068,0.01205,10,120
combined,0.0,robust_l1_adaptive_control,recovery_time,0.93167,0.01254,10,120
combined,0.0,robust_l1_adaptive_control,control_smoothness,0.04895,0.00038,10,120
combined,0.0,robust_l1_adaptive_control,state_uncertainty,0.02362,0.00036,10,120
combined,0.0,robust_l1_adaptive_control,risk_score,0.23310,0.00777,10,120
combined,0.0,robust_l1_adaptive_control,robust_utility,-0.37424,0.03804,10,120
combined,0.0,unscented_kalman_fault_observer,task_success,0.13667,0.01905,10,120
combined,0.0,unscented_kalman_fault_observer,tracking_error,0.64693,0.01173,10,120
combined,0.0,unscented_kalman_fault_observer,safety_violation,0.20896,0.01406,10,120
combined,0.0,unscented_kalman_fault_observer,asymmetry_error,0.03110,0.00101,10,120
combined,0.0,unscented_kalman_fault_observer,actuator_energy,0.73806,0.01173,10,120
combined,0.0,unscented_kalman_fault_observer,adaptation_regret,0.18114,0.00329,10,120
combined,0.0,unscented_kalman_fault_observer,calibration_error,0.20791,0.01091,10,120
combined,0.0,unscented_kalman_fault_observer,constraint_margin,0.20807,0.01173,10,120
combined,0.0,unscented_kalman_fault_observer,recovery_time,0.92098,0.01451,10,120
combined,0.0,unscented_kalman_fault_observer,control_smoothness,0.05962,0.00040,10,120
combined,0.0,unscented_kalman_fault_observer,state_uncertainty,0.02211,0.00019,10,120
combined,0.0,unscented_kalman_fault_observer,risk_score,0.21034,0.00850,10,120
combined,0.0,unscented_kalman_fault_observer,robust_utility,-0.33847,0.02673,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,task_success,0.11583,0.01861,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,tracking_error,0.70997,0.01379,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,safety_violation,0.30675,0.02070,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,asymmetry_error,0.14532,0.00389,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,actuator_energy,0.70769,0.01166,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,adaptation_regret,0.19879,0.00386,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,calibration_error,0.15894,0.01210,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,constraint_margin,0.14503,0.01379,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,recovery_time,0.92679,0.01021,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,control_smoothness,0.05870,0.00072,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,state_uncertainty,0.11474,0.00254,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,risk_score,0.29407,0.01231,10,120
combined,0.2,control_barrier_fault_tolerant_mpc,robust_utility,-0.46233,0.03194,10,120
combined,0.2,domain_randomized_policy,task_success,0.09750,0.02349,10,120
combined,0.2,domain_randomized_policy,tracking_error,0.68024,0.01194,10,120
combined,0.2,domain_randomized_policy,safety_violation,0.23863,0.01367,10,120
combined,0.2,domain_randomized_policy,asymmetry_error,0.26302,0.00601,10,120
combined,0.2,domain_randomized_policy,actuator_energy,0.76415,0.01381,10,120
combined,0.2,domain_randomized_policy,adaptation_regret,0.19047,0.00334,10,120
combined,0.2,domain_randomized_policy,calibration_error,0.15127,0.01223,10,120
combined,0.2,domain_randomized_policy,constraint_margin,0.17476,0.01194,10,120
combined,0.2,domain_randomized_policy,recovery_time,0.92414,0.01039,10,120
combined,0.2,domain_randomized_policy,control_smoothness,0.07515,0.00068,10,120
combined,0.2,domain_randomized_policy,state_uncertainty,0.25923,0.00386,10,120
combined,0.2,domain_randomized_policy,risk_score,0.27527,0.00832,10,120
combined,0.2,domain_randomized_policy,robust_utility,-0.46519,0.02985,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,task_success,0.17333,0.02020,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,tracking_error,0.66664,0.01309,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,safety_violation,0.24771,0.01689,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,asymmetry_error,0.13937,0.00446,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,actuator_energy,0.87826,0.01075,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,adaptation_regret,0.18666,0.00367,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,calibration_error,0.21108,0.01208,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,constraint_margin,0.18836,0.01309,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,recovery_time,0.89759,0.01027,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,control_smoothness,0.08018,0.00052,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,state_uncertainty,0.06582,0.00195,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,risk_score,0.24960,0.01009,10,120
combined,0.2,latent_asymmetry_belief_policy_v5,robust_utility,-0.36201,0.03009,10,120
combined,0.2,online_system_id,task_success,0.11500,0.02643,10,120
combined,0.2,online_system_id,tracking_error,0.66030,0.01460,10,120
combined,0.2,online_system_id,safety_violation,0.22000,0.01751,10,120
combined,0.2,online_system_id,asymmetry_error,0.14026,0.00453,10,120
combined,0.2,online_system_id,actuator_energy,0.83999,0.01846,10,120
combined,0.2,online_system_id,adaptation_regret,0.18488,0.00409,10,120
combined,0.2,online_system_id,calibration_error,0.18397,0.01615,10,120
combined,0.2,online_system_id,constraint_margin,0.19470,0.01460,10,120
combined,0.2,online_system_id,recovery_time,0.90973,0.01109,10,120
combined,0.2,online_system_id,control_smoothness,0.08425,0.00054,10,120
combined,0.2,online_system_id,state_uncertainty,0.09191,0.00276,10,120
combined,0.2,online_system_id,risk_score,0.23711,0.01043,10,120
combined,0.2,online_system_id,robust_utility,-0.40189,0.04067,10,120
combined,0.2,oracle_asymmetry_state,task_success,0.19083,0.02947,10,120
combined,0.2,oracle_asymmetry_state,tracking_error,0.65916,0.01406,10,120
combined,0.2,oracle_asymmetry_state,safety_violation,0.24985,0.01973,10,120
combined,0.2,oracle_asymmetry_state,asymmetry_error,0.15166,0.00560,10,120
combined,0.2,oracle_asymmetry_state,actuator_energy,0.91924,0.00776,10,120
combined,0.2,oracle_asymmetry_state,adaptation_regret,0.25048,0.00534,10,120
combined,0.2,oracle_asymmetry_state,calibration_error,0.23570,0.01331,10,120
combined,0.2,oracle_asymmetry_state,constraint_margin,0.19584,0.01406,10,120
combined,0.2,oracle_asymmetry_state,recovery_time,0.87953,0.00989,10,120
combined,0.2,oracle_asymmetry_state,control_smoothness,0.08590,0.00077,10,120
combined,0.2,oracle_asymmetry_state,state_uncertainty,0.04462,0.00116,10,120
combined,0.2,oracle_asymmetry_state,risk_score,0.24777,0.01181,10,120
combined,0.2,oracle_asymmetry_state,robust_utility,-0.34552,0.03612,10,120
combined,0.2,robust_l1_adaptive_control,task_success,0.11083,0.02712,10,120
combined,0.2,robust_l1_adaptive_control,tracking_error,0.69847,0.01385,10,120
combined,0.2,robust_l1_adaptive_control,safety_violation,0.27217,0.01813,10,120
combined,0.2,robust_l1_adaptive_control,asymmetry_error,0.13554,0.00334,10,120
combined,0.2,robust_l1_adaptive_control,actuator_energy,0.76676,0.01027,10,120
combined,0.2,robust_l1_adaptive_control,adaptation_regret,0.19557,0.00388,10,120
combined,0.2,robust_l1_adaptive_control,calibration_error,0.15696,0.01585,10,120
combined,0.2,robust_l1_adaptive_control,constraint_margin,0.15653,0.01385,10,120
combined,0.2,robust_l1_adaptive_control,recovery_time,0.92357,0.01204,10,120
combined,0.2,robust_l1_adaptive_control,control_smoothness,0.06774,0.00055,10,120
combined,0.2,robust_l1_adaptive_control,state_uncertainty,0.07504,0.00125,10,120
combined,0.2,robust_l1_adaptive_control,risk_score,0.26630,0.01102,10,120
combined,0.2,robust_l1_adaptive_control,robust_utility,-0.44292,0.03889,10,120
combined,0.2,unscented_kalman_fault_observer,task_success,0.13000,0.01147,10,120
combined,0.2,unscented_kalman_fault_observer,tracking_error,0.66601,0.01309,10,120
combined,0.2,unscented_kalman_fault_observer,safety_violation,0.23152,0.01554,10,120
combined,0.2,unscented_kalman_fault_observer,asymmetry_error,0.14052,0.00711,10,120
combined,0.2,unscented_kalman_fault_observer,actuator_energy,0.86850,0.01581,10,120
combined,0.2,unscented_kalman_fault_observer,adaptation_regret,0.18648,0.00367,10,120
combined,0.2,unscented_kalman_fault_observer,calibration_error,0.18276,0.01051,10,120
combined,0.2,unscented_kalman_fault_observer,constraint_margin,0.18899,0.01309,10,120
combined,0.2,unscented_kalman_fault_observer,recovery_time,0.90952,0.00968,10,120
combined,0.2,unscented_kalman_fault_observer,control_smoothness,0.08257,0.00049,10,120
combined,0.2,unscented_kalman_fault_observer,state_uncertainty,0.06844,0.00109,10,120
combined,0.2,unscented_kalman_fault_observer,risk_score,0.24035,0.00935,10,120
combined,0.2,unscented_kalman_fault_observer,robust_utility,-0.39606,0.02321,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,task_success,0.08416,0.00708,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,tracking_error,0.76348,0.01564,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,safety_violation,0.39342,0.02169,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,asymmetry_error,0.27202,0.01130,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,actuator_energy,0.78951,0.00707,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,adaptation_regret,0.21378,0.00438,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,calibration_error,0.12542,0.00744,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,constraint_margin,0.09152,0.01564,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,recovery_time,0.92175,0.01347,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,control_smoothness,0.07387,0.00089,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,state_uncertainty,0.17864,0.00292,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,risk_score,0.36690,0.01304,10,120
combined,0.4,control_barrier_fault_tolerant_mpc,robust_utility,-0.59515,0.02119,10,120
combined,0.4,domain_randomized_policy,task_success,0.06667,0.01265,10,120
combined,0.4,domain_randomized_policy,tracking_error,0.72701,0.01126,10,120
combined,0.4,domain_randomized_policy,safety_violation,0.32283,0.01081,10,120
combined,0.4,domain_randomized_policy,asymmetry_error,0.45467,0.01279,10,120
combined,0.4,domain_randomized_policy,actuator_energy,0.80859,0.00834,10,120
combined,0.4,domain_randomized_policy,adaptation_regret,0.20356,0.00315,10,120
combined,0.4,domain_randomized_policy,calibration_error,0.11245,0.01080,10,120
combined,0.4,domain_randomized_policy,constraint_margin,0.12798,0.01126,10,120
combined,0.4,domain_randomized_policy,recovery_time,0.92098,0.01347,10,120
combined,0.4,domain_randomized_policy,control_smoothness,0.09007,0.00074,10,120
combined,0.4,domain_randomized_policy,state_uncertainty,0.42188,0.00422,10,120
combined,0.4,domain_randomized_policy,risk_score,0.36159,0.00654,10,120
combined,0.4,domain_randomized_policy,robust_utility,-0.60874,0.02265,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,task_success,0.15250,0.02411,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,tracking_error,0.70347,0.00980,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,safety_violation,0.30949,0.01785,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,asymmetry_error,0.24634,0.01140,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,actuator_energy,1.03378,0.00769,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,adaptation_regret,0.19697,0.00274,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,calibration_error,0.17894,0.01270,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,constraint_margin,0.15153,0.00980,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,recovery_time,0.88298,0.01055,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,control_smoothness,0.10647,0.00179,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,state_uncertainty,0.10259,0.00139,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,risk_score,0.30260,0.01092,10,120
combined,0.4,latent_asymmetry_belief_policy_v5,robust_utility,-0.46356,0.03267,10,120
combined,0.4,online_system_id,task_success,0.10250,0.01670,10,120
combined,0.4,online_system_id,tracking_error,0.70472,0.00978,10,120
combined,0.4,online_system_id,safety_violation,0.29295,0.01183,10,120
combined,0.4,online_system_id,asymmetry_error,0.26431,0.00835,10,120
combined,0.4,online_system_id,actuator_energy,0.98072,0.00754,10,120
combined,0.4,online_system_id,adaptation_regret,0.19732,0.00274,10,120
combined,0.4,online_system_id,calibration_error,0.14778,0.00867,10,120
combined,0.4,online_system_id,constraint_margin,0.15028,0.00978,10,120
combined,0.4,online_system_id,recovery_time,0.90315,0.00899,10,120
combined,0.4,online_system_id,control_smoothness,0.10960,0.00105,10,120
combined,0.4,online_system_id,state_uncertainty,0.14076,0.00272,10,120
combined,0.4,online_system_id,risk_score,0.29865,0.00704,10,120
combined,0.4,online_system_id,robust_utility,-0.50731,0.02085,10,120
combined,0.4,oracle_asymmetry_state,task_success,0.19000,0.01683,10,120
combined,0.4,oracle_asymmetry_state,tracking_error,0.69027,0.00902,10,120
combined,0.4,oracle_asymmetry_state,safety_violation,0.30938,0.01996,10,120
combined,0.4,oracle_asymmetry_state,asymmetry_error,0.24527,0.01191,10,120
combined,0.4,oracle_asymmetry_state,actuator_energy,1.10624,0.00770,10,120
combined,0.4,oracle_asymmetry_state,adaptation_regret,0.26230,0.00343,10,120
combined,0.4,oracle_asymmetry_state,calibration_error,0.20802,0.01296,10,120
combined,0.4,oracle_asymmetry_state,constraint_margin,0.16473,0.00902,10,120
combined,0.4,oracle_asymmetry_state,recovery_time,0.86253,0.01264,10,120
combined,0.4,oracle_asymmetry_state,control_smoothness,0.12030,0.00265,10,120
combined,0.4,oracle_asymmetry_state,state_uncertainty,0.06715,0.00180,10,120
combined,0.4,oracle_asymmetry_state,risk_score,0.29715,0.01199,10,120
combined,0.4,oracle_asymmetry_state,robust_utility,-0.42280,0.02544,10,120
combined,0.4,robust_l1_adaptive_control,task_success,0.09417,0.01579,10,120
combined,0.4,robust_l1_adaptive_control,tracking_error,0.73694,0.01143,10,120
combined,0.4,robust_l1_adaptive_control,safety_violation,0.34402,0.02222,10,120
combined,0.4,robust_l1_adaptive_control,asymmetry_error,0.25376,0.01127,10,120
combined,0.4,robust_l1_adaptive_control,actuator_energy,0.88487,0.00956,10,120
combined,0.4,robust_l1_adaptive_control,adaptation_regret,0.20635,0.00320,10,120
combined,0.4,robust_l1_adaptive_control,calibration_error,0.13503,0.01275,10,120
combined,0.4,robust_l1_adaptive_control,constraint_margin,0.11806,0.01143,10,120
combined,0.4,robust_l1_adaptive_control,recovery_time,0.91524,0.01272,10,120
combined,0.4,robust_l1_adaptive_control,control_smoothness,0.08979,0.00079,10,120
combined,0.4,robust_l1_adaptive_control,state_uncertainty,0.11922,0.00232,10,120
combined,0.4,robust_l1_adaptive_control,risk_score,0.32669,0.01325,10,120
combined,0.4,robust_l1_adaptive_control,robust_utility,-0.54650,0.02757,10,120
combined,0.4,unscented_kalman_fault_observer,task_success,0.12083,0.02426,10,120
combined,0.4,unscented_kalman_fault_observer,tracking_error,0.70357,0.01341,10,120
combined,0.4,unscented_kalman_fault_observer,safety_violation,0.30417,0.02077,10,120
combined,0.4,unscented_kalman_fault_observer,asymmetry_error,0.26443,0.01407,10,120
combined,0.4,unscented_kalman_fault_observer,actuator_energy,1.01757,0.00920,10,120
combined,0.4,unscented_kalman_fault_observer,adaptation_regret,0.19700,0.00376,10,120
combined,0.4,unscented_kalman_fault_observer,calibration_error,0.16650,0.01828,10,120
combined,0.4,unscented_kalman_fault_observer,constraint_margin,0.15143,0.01341,10,120
combined,0.4,unscented_kalman_fault_observer,recovery_time,0.89601,0.01332,10,120
combined,0.4,unscented_kalman_fault_observer,control_smoothness,0.10958,0.00128,10,120
combined,0.4,unscented_kalman_fault_observer,state_uncertainty,0.10824,0.00297,10,120
combined,0.4,unscented_kalman_fault_observer,risk_score,0.30015,0.01285,10,120
combined,0.4,unscented_kalman_fault_observer,robust_utility,-0.49500,0.03939,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,task_success,0.07667,0.01307,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,tracking_error,0.79254,0.01213,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,safety_violation,0.42191,0.01660,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,asymmetry_error,0.40722,0.01413,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,actuator_energy,0.84870,0.01137,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,adaptation_regret,0.22191,0.00340,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,calibration_error,0.10879,0.00768,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,constraint_margin,0.06246,0.01213,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,recovery_time,0.90554,0.01342,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,control_smoothness,0.08885,0.00141,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,state_uncertainty,0.22978,0.00357,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,risk_score,0.40327,0.01029,10,120
combined,0.6,control_barrier_fault_tolerant_mpc,robust_utility,-0.65912,0.02177,10,120
combined,0.6,domain_randomized_policy,task_success,0.06167,0.01563,10,120
combined,0.6,domain_randomized_policy,tracking_error,0.75933,0.01085,10,120
combined,0.6,domain_randomized_policy,safety_violation,0.38193,0.01440,10,120
combined,0.6,domain_randomized_policy,asymmetry_error,0.65412,0.01866,10,120
combined,0.6,domain_randomized_policy,actuator_energy,0.83477,0.01448,10,120
combined,0.6,domain_randomized_policy,adaptation_regret,0.21261,0.00304,10,120
combined,0.6,domain_randomized_policy,calibration_error,0.10914,0.00916,10,120
combined,0.6,domain_randomized_policy,constraint_margin,0.09567,0.01085,10,120
combined,0.6,domain_randomized_policy,recovery_time,0.89598,0.01234,10,120
combined,0.6,domain_randomized_policy,control_smoothness,0.10364,0.00085,10,120
combined,0.6,domain_randomized_policy,state_uncertainty,0.52349,0.01148,10,120
combined,0.6,domain_randomized_policy,risk_score,0.42425,0.00948,10,120
combined,0.6,domain_randomized_policy,robust_utility,-0.70029,0.02816,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,task_success,0.13083,0.02932,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,tracking_error,0.72982,0.01365,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,safety_violation,0.35146,0.01777,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,asymmetry_error,0.35423,0.01388,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,actuator_energy,1.14122,0.00823,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,adaptation_regret,0.20435,0.00382,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,calibration_error,0.16208,0.01361,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,constraint_margin,0.12518,0.01365,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,recovery_time,0.87080,0.01622,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,control_smoothness,0.12863,0.00292,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,state_uncertainty,0.12718,0.00188,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,risk_score,0.34186,0.01067,10,120
combined,0.6,latent_asymmetry_belief_policy_v5,robust_utility,-0.54614,0.04491,10,120
combined,0.6,online_system_id,task_success,0.07417,0.01659,10,120
combined,0.6,online_system_id,tracking_error,0.73796,0.01134,10,120
combined,0.6,online_system_id,safety_violation,0.35232,0.01216,10,120
combined,0.6,online_system_id,asymmetry_error,0.39881,0.01357,10,120
combined,0.6,online_system_id,actuator_energy,1.08637,0.01668,10,120
combined,0.6,online_system_id,adaptation_regret,0.20663,0.00318,10,120
combined,0.6,online_system_id,calibration_error,0.12364,0.01211,10,120
combined,0.6,online_system_id,constraint_margin,0.11704,0.01134,10,120
combined,0.6,online_system_id,recovery_time,0.88878,0.01386,10,120
combined,0.6,online_system_id,control_smoothness,0.13188,0.00197,10,120
combined,0.6,online_system_id,state_uncertainty,0.17947,0.00379,10,120
combined,0.6,online_system_id,risk_score,0.35044,0.00708,10,120
combined,0.6,online_system_id,robust_utility,-0.61425,0.02525,10,120
combined,0.6,oracle_asymmetry_state,task_success,0.15750,0.02115,10,120
combined,0.6,oracle_asymmetry_state,tracking_error,0.72264,0.02138,10,120
combined,0.6,oracle_asymmetry_state,safety_violation,0.34994,0.02375,10,120
combined,0.6,oracle_asymmetry_state,asymmetry_error,0.34522,0.01225,10,120
combined,0.6,oracle_asymmetry_state,actuator_energy,1.24670,0.01234,10,120
combined,0.6,oracle_asymmetry_state,adaptation_regret,0.27460,0.00813,10,120
combined,0.6,oracle_asymmetry_state,calibration_error,0.19170,0.01818,10,120
combined,0.6,oracle_asymmetry_state,constraint_margin,0.13236,0.02138,10,120
combined,0.6,oracle_asymmetry_state,recovery_time,0.85491,0.02338,10,120
combined,0.6,oracle_asymmetry_state,control_smoothness,0.14718,0.00447,10,120
combined,0.6,oracle_asymmetry_state,state_uncertainty,0.08072,0.00221,10,120
combined,0.6,oracle_asymmetry_state,risk_score,0.33440,0.01435,10,120
combined,0.6,oracle_asymmetry_state,robust_utility,-0.51834,0.04219,10,120
combined,0.6,robust_l1_adaptive_control,task_success,0.08583,0.02285,10,120
combined,0.6,robust_l1_adaptive_control,tracking_error,0.76970,0.01668,10,120
combined,0.6,robust_l1_adaptive_control,safety_violation,0.39919,0.02645,10,120
combined,0.6,robust_l1_adaptive_control,asymmetry_error,0.38055,0.01423,10,120
combined,0.6,robust_l1_adaptive_control,actuator_energy,0.97649,0.00961,10,120
