split,reference,metric,mean_diff,ci95_diff,lower95_diff,upper95_diff,seeds
balanced_nominal,nominal_policy,tracking_error,0.02894,0.00288,0.02606,0.03182,10
balanced_nominal,nominal_policy,safety_violation,0.04514,0.00447,0.04068,0.04961,10
balanced_nominal,nominal_policy,asymmetry_error,-0.10043,0.00143,-0.10186,-0.09900,10
balanced_nominal,nominal_policy,actuator_energy,-0.03271,0.00278,-0.03549,-0.02994,10
balanced_nominal,nominal_policy,adaptation_regret,0.00810,0.00081,0.00730,0.00891,10
balanced_nominal,nominal_policy,constraint_margin,-0.02882,0.00287,-0.03169,-0.02595,10
balanced_nominal,nominal_policy,robust_utility,-0.02502,0.01794,-0.04295,-0.00708,10
balanced_nominal,online_system_id,task_success,-0.00677,0.01742,-0.02419,0.01065,10
balanced_nominal,online_system_id,tracking_error,0.01953,0.00349,0.01604,0.02301,10
balanced_nominal,online_system_id,safety_violation,0.03110,0.00396,0.02714,0.03506,10
balanced_nominal,online_system_id,asymmetry_error,-0.00660,0.00069,-0.00729,-0.00591,10
balanced_nominal,online_system_id,actuator_energy,-0.02072,0.00581,-0.02653,-0.01491,10
balanced_nominal,online_system_id,adaptation_regret,0.00547,0.00098,0.00449,0.00644,10
balanced_nominal,online_system_id,constraint_margin,-0.01953,0.00349,-0.02301,-0.01604,10
balanced_nominal,online_system_id,robust_utility,-0.02905,0.01887,-0.04792,-0.01018,10
balanced_nominal,oracle_asymmetry_state,task_success,-0.02917,0.02031,-0.04948,-0.00885,10
balanced_nominal,oracle_asymmetry_state,tracking_error,-0.00241,0.00295,-0.00536,0.00054,10
balanced_nominal,oracle_asymmetry_state,safety_violation,-0.02050,0.00360,-0.02409,-0.01690,10
balanced_nominal,oracle_asymmetry_state,asymmetry_error,-0.00304,0.00049,-0.00353,-0.00255,10
balanced_nominal,oracle_asymmetry_state,actuator_energy,-0.00142,0.00387,-0.00529,0.00245,10
balanced_nominal,oracle_asymmetry_state,adaptation_regret,-0.06632,0.00125,-0.06757,-0.06508,10
balanced_nominal,oracle_asymmetry_state,constraint_margin,0.00241,0.00295,-0.00054,0.00536,10
balanced_nominal,oracle_asymmetry_state,robust_utility,-0.01680,0.02191,-0.03871,0.00512,10
balanced_nominal,recurrent_hidden_state_policy_proxy,task_success,0.01302,0.01743,-0.00441,0.03045,10
balanced_nominal,recurrent_hidden_state_policy_proxy,tracking_error,0.01483,0.00258,0.01226,0.01741,10
balanced_nominal,recurrent_hidden_state_policy_proxy,safety_violation,0.02204,0.00335,0.01869,0.02540,10
balanced_nominal,recurrent_hidden_state_policy_proxy,asymmetry_error,-0.00271,0.00056,-0.00328,-0.00215,10
balanced_nominal,recurrent_hidden_state_policy_proxy,actuator_energy,-0.02195,0.00324,-0.02519,-0.01872,10
balanced_nominal,recurrent_hidden_state_policy_proxy,adaptation_regret,0.00415,0.00072,0.00343,0.00488,10
balanced_nominal,recurrent_hidden_state_policy_proxy,constraint_margin,-0.01483,0.00258,-0.01741,-0.01226,10
balanced_nominal,recurrent_hidden_state_policy_proxy,robust_utility,-0.00324,0.01819,-0.02143,0.01495,10
balanced_nominal,robust_l1_adaptive_control,task_success,0.03698,0.01203,0.02495,0.04900,10
balanced_nominal,robust_l1_adaptive_control,tracking_error,-0.02015,0.00216,-0.02231,-0.01799,10
balanced_nominal,robust_l1_adaptive_control,safety_violation,-0.02450,0.00490,-0.02940,-0.01959,10
balanced_nominal,robust_l1_adaptive_control,asymmetry_error,-0.00126,0.00060,-0.00185,-0.00066,10
balanced_nominal,robust_l1_adaptive_control,actuator_energy,0.06097,0.00228,0.05870,0.06325,10
balanced_nominal,robust_l1_adaptive_control,adaptation_regret,-0.00564,0.00061,-0.00625,-0.00504,10
balanced_nominal,robust_l1_adaptive_control,constraint_margin,0.02015,0.00216,0.01799,0.02231,10
balanced_nominal,robust_l1_adaptive_control,robust_utility,0.05467,0.01312,0.04155,0.06779,10
balanced_nominal,robust_tube_mpc,task_success,0.03594,0.01698,0.01896,0.05291,10
balanced_nominal,robust_tube_mpc,tracking_error,-0.01331,0.00358,-0.01689,-0.00974,10
balanced_nominal,robust_tube_mpc,safety_violation,-0.01151,0.00452,-0.01604,-0.00699,10
balanced_nominal,robust_tube_mpc,asymmetry_error,-0.03518,0.00112,-0.03630,-0.03406,10
balanced_nominal,robust_tube_mpc,actuator_energy,0.05790,0.00475,0.05315,0.06265,10
balanced_nominal,robust_tube_mpc,adaptation_regret,-0.00373,0.00100,-0.00473,-0.00273,10
balanced_nominal,robust_tube_mpc,constraint_margin,0.01332,0.00358,0.00974,0.01689,10
balanced_nominal,robust_tube_mpc,robust_utility,0.05113,0.01692,0.03422,0.06805,10
balanced_nominal,scalar_gain_calibration,task_success,0.00417,0.01844,-0.01427,0.02260,10
balanced_nominal,scalar_gain_calibration,tracking_error,0.02059,0.00253,0.01806,0.02312,10
balanced_nominal,scalar_gain_calibration,safety_violation,0.03676,0.00471,0.03204,0.04147,10
balanced_nominal,scalar_gain_calibration,asymmetry_error,-0.02102,0.00112,-0.02214,-0.01990,10
balanced_nominal,scalar_gain_calibration,actuator_energy,-0.01602,0.00392,-0.01994,-0.01211,10
balanced_nominal,scalar_gain_calibration,adaptation_regret,0.00577,0.00071,0.00506,0.00647,10
balanced_nominal,scalar_gain_calibration,constraint_margin,-0.02059,0.00253,-0.02312,-0.01806,10
balanced_nominal,scalar_gain_calibration,robust_utility,-0.01769,0.02023,-0.03792,0.00254,10
balanced_nominal,unscented_kalman_fault_observer,task_success,0.00990,0.01656,-0.00666,0.02646,10
balanced_nominal,unscented_kalman_fault_observer,tracking_error,0.01181,0.00301,0.00880,0.01482,10
balanced_nominal,unscented_kalman_fault_observer,safety_violation,0.02044,0.00370,0.01674,0.02415,10
balanced_nominal,unscented_kalman_fault_observer,asymmetry_error,-0.00310,0.00074,-0.00384,-0.00236,10
balanced_nominal,unscented_kalman_fault_observer,actuator_energy,-0.01090,0.00341,-0.01432,-0.00749,10
balanced_nominal,unscented_kalman_fault_observer,adaptation_regret,0.00331,0.00084,0.00246,0.00415,10
balanced_nominal,unscented_kalman_fault_observer,constraint_margin,-0.01181,0.00301,-0.01482,-0.00880,10
balanced_nominal,unscented_kalman_fault_observer,robust_utility,-0.00503,0.01772,-0.02275,0.01269,10
combined_hard_shift,adaptive_mpc,task_success,0.03021,0.02167,0.00854,0.05188,10
combined_hard_shift,adaptive_mpc,tracking_error,-0.01647,0.01003,-0.02649,-0.00644,10
combined_hard_shift,adaptive_mpc,safety_violation,-0.01678,0.01477,-0.03154,-0.00201,10
combined_hard_shift,adaptive_mpc,asymmetry_error,-0.02176,0.00613,-0.02789,-0.01563,10
combined_hard_shift,adaptive_mpc,actuator_energy,0.08907,0.00672,0.08235,0.09579,10
combined_hard_shift,adaptive_mpc,adaptation_regret,-0.00461,0.00281,-0.00742,-0.00180,10
combined_hard_shift,adaptive_mpc,constraint_margin,0.01647,0.01003,0.00644,0.02649,10
combined_hard_shift,adaptive_mpc,robust_utility,0.04862,0.02703,0.02160,0.07565,10
combined_hard_shift,control_barrier_fault_tolerant_mpc,task_success,0.04896,0.02110,0.02786,0.07006,10
combined_hard_shift,control_barrier_fault_tolerant_mpc,tracking_error,-0.05867,0.00775,-0.06642,-0.05091,10
combined_hard_shift,control_barrier_fault_tolerant_mpc,safety_violation,-0.07976,0.01649,-0.09625,-0.06327,10
combined_hard_shift,control_barrier_fault_tolerant_mpc,asymmetry_error,-0.06098,0.00735,-0.06834,-0.05363,10
combined_hard_shift,control_barrier_fault_tolerant_mpc,actuator_energy,0.26557,0.00832,0.25725,0.27389,10
combined_hard_shift,control_barrier_fault_tolerant_mpc,adaptation_regret,-0.01643,0.00217,-0.01860,-0.01426,10
combined_hard_shift,control_barrier_fault_tolerant_mpc,constraint_margin,0.05866,0.00775,0.05091,0.06642,10
combined_hard_shift,control_barrier_fault_tolerant_mpc,robust_utility,0.11349,0.02200,0.09149,0.13549,10
combined_hard_shift,domain_randomized_policy,task_success,0.05937,0.01846,0.04091,0.07783,10
combined_hard_shift,domain_randomized_policy,tracking_error,-0.02812,0.00926,-0.03738,-0.01886,10
combined_hard_shift,domain_randomized_policy,safety_violation,-0.02839,0.01110,-0.03949,-0.01728,10
combined_hard_shift,domain_randomized_policy,asymmetry_error,-0.34700,0.00810,-0.35510,-0.33891,10
combined_hard_shift,domain_randomized_policy,actuator_energy,0.25414,0.01024,0.24390,0.26438,10
combined_hard_shift,domain_randomized_policy,adaptation_regret,-0.00787,0.00259,-0.01046,-0.00528,10
combined_hard_shift,domain_randomized_policy,constraint_margin,0.02812,0.00926,0.01886,0.03738,10
combined_hard_shift,domain_randomized_policy,robust_utility,0.15167,0.02042,0.13125,0.17208,10
combined_hard_shift,latent_asymmetry_policy_state_v4,task_success,0.00208,0.02534,-0.02325,0.02742,10
combined_hard_shift,latent_asymmetry_policy_state_v4,tracking_error,0.01672,0.00913,0.00759,0.02584,10
combined_hard_shift,latent_asymmetry_policy_state_v4,safety_violation,0.02162,0.01236,0.00925,0.03398,10
combined_hard_shift,latent_asymmetry_policy_state_v4,asymmetry_error,0.00045,0.00388,-0.00344,0.00433,10
combined_hard_shift,latent_asymmetry_policy_state_v4,actuator_energy,-0.04884,0.00616,-0.05500,-0.04268,10
combined_hard_shift,latent_asymmetry_policy_state_v4,adaptation_regret,0.00468,0.00255,0.00213,0.00723,10
combined_hard_shift,latent_asymmetry_policy_state_v4,constraint_margin,-0.01672,0.00913,-0.02584,-0.00759,10
combined_hard_shift,latent_asymmetry_policy_state_v4,robust_utility,-0.01245,0.02905,-0.04150,0.01661,10
combined_hard_shift,nominal_policy,task_success,0.05312,0.01401,0.03911,0.06714,10
combined_hard_shift,nominal_policy,tracking_error,-0.00497,0.00771,-0.01268,0.00274,10
combined_hard_shift,nominal_policy,safety_violation,0.00426,0.01574,-0.01148,0.02000,10
combined_hard_shift,nominal_policy,asymmetry_error,-0.40548,0.00820,-0.41369,-0.39728,10
combined_hard_shift,nominal_policy,actuator_energy,0.20129,0.01110,0.19019,0.21240,10
combined_hard_shift,nominal_policy,adaptation_regret,-0.00139,0.00216,-0.00355,0.00077,10
combined_hard_shift,nominal_policy,constraint_margin,0.00537,0.00770,-0.00233,0.01307,10
combined_hard_shift,nominal_policy,robust_utility,0.13087,0.01360,0.11727,0.14447,10
combined_hard_shift,online_system_id,task_success,0.03021,0.01652,0.01369,0.04672,10
combined_hard_shift,online_system_id,tracking_error,0.00164,0.00732,-0.00568,0.00897,10
combined_hard_shift,online_system_id,safety_violation,0.00774,0.01214,-0.00441,0.01988,10
combined_hard_shift,online_system_id,asymmetry_error,-0.04577,0.00574,-0.05151,-0.04003,10
combined_hard_shift,online_system_id,actuator_energy,0.04130,0.00601,0.03529,0.04730,10
combined_hard_shift,online_system_id,adaptation_regret,0.00046,0.00205,-0.00159,0.00251,10
combined_hard_shift,online_system_id,constraint_margin,-0.00164,0.00732,-0.00897,0.00568,10
combined_hard_shift,online_system_id,robust_utility,0.03319,0.01965,0.01354,0.05284,10
combined_hard_shift,oracle_asymmetry_state,task_success,-0.05052,0.01237,-0.06289,-0.03815,10
combined_hard_shift,oracle_asymmetry_state,tracking_error,0.01483,0.00801,0.00682,0.02284,10
combined_hard_shift,oracle_asymmetry_state,safety_violation,0.00191,0.01640,-0.01448,0.01831,10
combined_hard_shift,oracle_asymmetry_state,asymmetry_error,0.00534,0.00298,0.00236,0.00831,10
combined_hard_shift,oracle_asymmetry_state,actuator_energy,-0.08738,0.00467,-0.09204,-0.08271,10
combined_hard_shift,oracle_asymmetry_state,adaptation_regret,-0.06742,0.00226,-0.06968,-0.06516,10
combined_hard_shift,oracle_asymmetry_state,constraint_margin,-0.01483,0.00801,-0.02284,-0.00682,10
combined_hard_shift,oracle_asymmetry_state,robust_utility,-0.05586,0.01179,-0.06765,-0.04408,10
combined_hard_shift,recurrent_hidden_state_policy_proxy,task_success,0.00781,0.01421,-0.00640,0.02203,10
combined_hard_shift,recurrent_hidden_state_policy_proxy,tracking_error,0.00794,0.01082,-0.00288,0.01876,10
combined_hard_shift,recurrent_hidden_state_policy_proxy,safety_violation,0.01451,0.01689,-0.00239,0.03140,10
combined_hard_shift,recurrent_hidden_state_policy_proxy,asymmetry_error,-0.03288,0.00290,-0.03579,-0.02998,10
combined_hard_shift,recurrent_hidden_state_policy_proxy,actuator_energy,-0.00893,0.00855,-0.01748,-0.00039,10
combined_hard_shift,recurrent_hidden_state_policy_proxy,adaptation_regret,0.00222,0.00303,-0.00081,0.00525,10
combined_hard_shift,recurrent_hidden_state_policy_proxy,constraint_margin,-0.00794,0.01082,-0.01876,0.00288,10
combined_hard_shift,recurrent_hidden_state_policy_proxy,robust_utility,0.00423,0.02065,-0.01642,0.02488,10
combined_hard_shift,robust_l1_adaptive_control,task_success,0.03594,0.01614,0.01980,0.05207,10
combined_hard_shift,robust_l1_adaptive_control,tracking_error,-0.03220,0.00782,-0.04002,-0.02438,10
combined_hard_shift,robust_l1_adaptive_control,safety_violation,-0.04100,0.01371,-0.05471,-0.02729,10
combined_hard_shift,robust_l1_adaptive_control,asymmetry_error,-0.02727,0.00668,-0.03395,-0.02060,10
combined_hard_shift,robust_l1_adaptive_control,actuator_energy,0.15523,0.00586,0.14938,0.16109,10
combined_hard_shift,robust_l1_adaptive_control,adaptation_regret,-0.00902,0.00219,-0.01120,-0.00683,10
combined_hard_shift,robust_l1_adaptive_control,constraint_margin,0.03220,0.00782,0.02438,0.04002,10
combined_hard_shift,robust_l1_adaptive_control,robust_utility,0.06591,0.02007,0.04583,0.08598,10
combined_hard_shift,robust_tube_mpc,task_success,0.05729,0.01227,0.04502,0.06956,10
combined_hard_shift,robust_tube_mpc,tracking_error,-0.04437,0.00774,-0.05210,-0.03663,10
combined_hard_shift,robust_tube_mpc,safety_violation,-0.04968,0.01440,-0.06409,-0.03528,10
combined_hard_shift,robust_tube_mpc,asymmetry_error,-0.13220,0.00709,-0.13928,-0.12511,10
combined_hard_shift,robust_tube_mpc,actuator_energy,0.28475,0.00551,0.27924,0.29027,10
combined_hard_shift,robust_tube_mpc,adaptation_regret,-0.01242,0.00216,-0.01459,-0.01026,10
combined_hard_shift,robust_tube_mpc,constraint_margin,0.04437,0.00774,0.03663,0.05210,10
combined_hard_shift,robust_tube_mpc,robust_utility,0.11930,0.01526,0.10405,0.13456,10
combined_hard_shift,scalar_gain_calibration,task_success,0.04687,0.02396,0.02291,0.07084,10
combined_hard_shift,scalar_gain_calibration,tracking_error,-0.01303,0.00992,-0.02295,-0.00311,10
combined_hard_shift,scalar_gain_calibration,safety_violation,-0.00383,0.01520,-0.01903,0.01137,10
combined_hard_shift,scalar_gain_calibration,asymmetry_error,-0.04982,0.00808,-0.05790,-0.04174,10
combined_hard_shift,scalar_gain_calibration,actuator_energy,0.15942,0.00865,0.15076,0.16807,10
combined_hard_shift,scalar_gain_calibration,adaptation_regret,-0.00365,0.00278,-0.00643,-0.00087,10
combined_hard_shift,scalar_gain_calibration,constraint_margin,0.01303,0.00992,0.00311,0.02295,10
combined_hard_shift,scalar_gain_calibration,robust_utility,0.07010,0.02850,0.04160,0.09860,10
combined_hard_shift,unscented_kalman_fault_observer,task_success,0.02969,0.01729,0.01240,0.04698,10
combined_hard_shift,unscented_kalman_fault_observer,tracking_error,0.00042,0.00745,-0.00703,0.00787,10
combined_hard_shift,unscented_kalman_fault_observer,safety_violation,0.00264,0.01283,-0.01019,0.01547,10
combined_hard_shift,unscented_kalman_fault_observer,asymmetry_error,-0.03613,0.00287,-0.03899,-0.03326,10
combined_hard_shift,unscented_kalman_fault_observer,actuator_energy,0.00693,0.00600,0.00093,0.01292,10
combined_hard_shift,unscented_kalman_fault_observer,adaptation_regret,0.00012,0.00208,-0.00197,0.00220,10
combined_hard_shift,unscented_kalman_fault_observer,constraint_margin,-0.00042,0.00745,-0.00787,0.00703,10
combined_hard_shift,unscented_kalman_fault_observer,robust_utility,0.03420,0.02099,0.01321,0.05518,10
deadzone_saturation_shift,adaptive_mpc,task_success,0.06823,0.01382,0.05441,0.08204,10
deadzone_saturation_shift,adaptive_mpc,tracking_error,-0.02700,0.00491,-0.03191,-0.02208,10
deadzone_saturation_shift,adaptive_mpc,safety_violation,-0.02249,0.00775,-0.03024,-0.01474,10
deadzone_saturation_shift,adaptive_mpc,asymmetry_error,0.01317,0.00577,0.00741,0.01894,10
deadzone_saturation_shift,adaptive_mpc,actuator_energy,0.13014,0.00611,0.12403,0.13625,10
deadzone_saturation_shift,adaptive_mpc,adaptation_regret,-0.00756,0.00138,-0.00894,-0.00619,10
deadzone_saturation_shift,adaptive_mpc,constraint_margin,0.02700,0.00491,0.02208,0.03191,10
deadzone_saturation_shift,adaptive_mpc,robust_utility,0.08677,0.01779,0.06899,0.10456,10
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,task_success,0.09010,0.01468,0.07543,0.10478,10
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,tracking_error,-0.07646,0.00391,-0.08037,-0.07256,10
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,safety_violation,-0.10515,0.00342,-0.10857,-0.10174,10
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,asymmetry_error,0.00985,0.00710,0.00274,0.01695,10
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,actuator_energy,0.29016,0.00356,0.28661,0.29372,10
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,adaptation_regret,-0.02141,0.00109,-0.02250,-0.02032,10
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,constraint_margin,0.07646,0.00391,0.07256,0.08037,10
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,robust_utility,0.16478,0.01645,0.14833,0.18122,10
deadzone_saturation_shift,domain_randomized_policy,task_success,0.09948,0.01081,0.08867,0.11029,10
deadzone_saturation_shift,domain_randomized_policy,tracking_error,-0.05593,0.00534,-0.06127,-0.05059,10
deadzone_saturation_shift,domain_randomized_policy,safety_violation,-0.05426,0.00974,-0.06400,-0.04451,10
deadzone_saturation_shift,domain_randomized_policy,asymmetry_error,-0.07772,0.00856,-0.08628,-0.06917,10
deadzone_saturation_shift,domain_randomized_policy,actuator_energy,0.32916,0.01010,0.31907,0.33926,10
deadzone_saturation_shift,domain_randomized_policy,adaptation_regret,-0.01566,0.00150,-0.01716,-0.01416,10
deadzone_saturation_shift,domain_randomized_policy,constraint_margin,0.05593,0.00534,0.05059,0.06127,10
deadzone_saturation_shift,domain_randomized_policy,robust_utility,0.17894,0.01438,0.16455,0.19332,10
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,task_success,0.00260,0.01866,-0.01605,0.02126,10
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,tracking_error,0.01387,0.00642,0.00745,0.02029,10
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,safety_violation,0.01451,0.00875,0.00576,0.02326,10
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,asymmetry_error,0.00002,0.00314,-0.00312,0.00316,10
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,actuator_energy,-0.03652,0.00680,-0.04332,-0.02972,10
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,adaptation_regret,0.00388,0.00180,0.00209,0.00568,10
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,constraint_margin,-0.01387,0.00642,-0.02029,-0.00745,10
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,robust_utility,-0.00722,0.02290,-0.03011,0.01568,10
deadzone_saturation_shift,nominal_policy,task_success,0.10208,0.01626,0.08582,0.11834,10
deadzone_saturation_shift,nominal_policy,tracking_error,-0.03701,0.00408,-0.04109,-0.03294,10
deadzone_saturation_shift,nominal_policy,safety_violation,-0.02303,0.00779,-0.03082,-0.01523,10
deadzone_saturation_shift,nominal_policy,asymmetry_error,-0.10113,0.00866,-0.10980,-0.09247,10
deadzone_saturation_shift,nominal_policy,actuator_energy,0.28224,0.00915,0.27309,0.29139,10
deadzone_saturation_shift,nominal_policy,adaptation_regret,-0.01036,0.00114,-0.01151,-0.00922,10
deadzone_saturation_shift,nominal_policy,constraint_margin,0.03716,0.00405,0.03311,0.04120,10
deadzone_saturation_shift,nominal_policy,robust_utility,0.16301,0.01920,0.14381,0.18221,10
deadzone_saturation_shift,online_system_id,task_success,0.05156,0.01691,0.03465,0.06847,10
deadzone_saturation_shift,online_system_id,tracking_error,-0.00938,0.00540,-0.01478,-0.00398,10
deadzone_saturation_shift,online_system_id,safety_violation,0.00692,0.00776,-0.00084,0.01468,10
deadzone_saturation_shift,online_system_id,asymmetry_error,-0.00257,0.00646,-0.00904,0.00389,10
deadzone_saturation_shift,online_system_id,actuator_energy,0.09316,0.00549,0.08766,0.09865,10
deadzone_saturation_shift,online_system_id,adaptation_regret,-0.00263,0.00151,-0.00414,-0.00111,10
deadzone_saturation_shift,online_system_id,constraint_margin,0.00938,0.00540,0.00398,0.01478,10
deadzone_saturation_shift,online_system_id,robust_utility,0.04965,0.02058,0.02907,0.07023,10
deadzone_saturation_shift,oracle_asymmetry_state,task_success,-0.04948,0.02049,-0.06997,-0.02899,10
deadzone_saturation_shift,oracle_asymmetry_state,tracking_error,0.02026,0.00358,0.01668,0.02384,10
deadzone_saturation_shift,oracle_asymmetry_state,safety_violation,0.00755,0.01009,-0.00253,0.01764,10
deadzone_saturation_shift,oracle_asymmetry_state,asymmetry_error,-0.00417,0.00427,-0.00844,0.00010,10
deadzone_saturation_shift,oracle_asymmetry_state,actuator_energy,-0.09948,0.00523,-0.10471,-0.09424,10
deadzone_saturation_shift,oracle_asymmetry_state,adaptation_regret,-0.06070,0.00122,-0.06192,-0.05948,10
deadzone_saturation_shift,oracle_asymmetry_state,constraint_margin,-0.02026,0.00358,-0.02384,-0.01668,10
deadzone_saturation_shift,oracle_asymmetry_state,robust_utility,-0.05727,0.02127,-0.07854,-0.03599,10
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,task_success,0.02708,0.01869,0.00840,0.04577,10
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,tracking_error,0.00261,0.00454,-0.00193,0.00715,10
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,safety_violation,0.01254,0.00883,0.00371,0.02137,10
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,asymmetry_error,-0.01401,0.00278,-0.01679,-0.01123,10
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,actuator_energy,0.01883,0.00613,0.01270,0.02496,10
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,adaptation_regret,0.00073,0.00127,-0.00054,0.00200,10
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,constraint_margin,-0.00261,0.00454,-0.00715,0.00193,10
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,robust_utility,0.02218,0.02351,-0.00133,0.04569,10
deadzone_saturation_shift,robust_l1_adaptive_control,task_success,0.05833,0.01906,0.03928,0.07739,10
deadzone_saturation_shift,robust_l1_adaptive_control,tracking_error,-0.04313,0.00367,-0.04680,-0.03945,10
deadzone_saturation_shift,robust_l1_adaptive_control,safety_violation,-0.05136,0.00770,-0.05905,-0.04366,10
deadzone_saturation_shift,robust_l1_adaptive_control,asymmetry_error,-0.00437,0.00501,-0.00938,0.00064,10
deadzone_saturation_shift,robust_l1_adaptive_control,actuator_energy,0.16626,0.00360,0.16267,0.16986,10
deadzone_saturation_shift,robust_l1_adaptive_control,adaptation_regret,-0.01208,0.00103,-0.01310,-0.01105,10
deadzone_saturation_shift,robust_l1_adaptive_control,constraint_margin,0.04313,0.00367,0.03945,0.04680,10
deadzone_saturation_shift,robust_l1_adaptive_control,robust_utility,0.09473,0.02174,0.07298,0.11647,10
deadzone_saturation_shift,robust_tube_mpc,task_success,0.09167,0.01689,0.07478,0.10856,10
deadzone_saturation_shift,robust_tube_mpc,tracking_error,-0.07199,0.00408,-0.07607,-0.06791,10
deadzone_saturation_shift,robust_tube_mpc,safety_violation,-0.08488,0.01198,-0.09685,-0.07290,10
deadzone_saturation_shift,robust_tube_mpc,asymmetry_error,0.00484,0.00680,-0.00196,0.01164,10
deadzone_saturation_shift,robust_tube_mpc,actuator_energy,0.33070,0.00568,0.32503,0.33638,10
deadzone_saturation_shift,robust_tube_mpc,adaptation_regret,-0.02015,0.00114,-0.02130,-0.01901,10
