split,reference,metric,mean_diff,ci95_diff,lower95_diff,upper95_diff,seeds
deadzone_saturation_shift,robust_tube_mpc,constraint_margin,0.07199,0.00408,0.06791,0.07607,10
deadzone_saturation_shift,robust_tube_mpc,robust_utility,0.16500,0.02279,0.14222,0.18779,10
deadzone_saturation_shift,scalar_gain_calibration,task_success,0.09896,0.00847,0.09048,0.10743,10
deadzone_saturation_shift,scalar_gain_calibration,tracking_error,-0.04215,0.00340,-0.04554,-0.03875,10
deadzone_saturation_shift,scalar_gain_calibration,safety_violation,-0.03670,0.00970,-0.04640,-0.02700,10
deadzone_saturation_shift,scalar_gain_calibration,asymmetry_error,0.04634,0.00760,0.03874,0.05394,10
deadzone_saturation_shift,scalar_gain_calibration,actuator_energy,0.24940,0.00972,0.23968,0.25912,10
deadzone_saturation_shift,scalar_gain_calibration,adaptation_regret,-0.01180,0.00095,-0.01275,-0.01085,10
deadzone_saturation_shift,scalar_gain_calibration,constraint_margin,0.04214,0.00340,0.03875,0.04554,10
deadzone_saturation_shift,scalar_gain_calibration,robust_utility,0.13692,0.00976,0.12716,0.14668,10
deadzone_saturation_shift,unscented_kalman_fault_observer,task_success,0.02448,0.01625,0.00823,0.04073,10
deadzone_saturation_shift,unscented_kalman_fault_observer,tracking_error,0.00044,0.00470,-0.00426,0.00514,10
deadzone_saturation_shift,unscented_kalman_fault_observer,safety_violation,0.00988,0.00989,-0.00001,0.01977,10
deadzone_saturation_shift,unscented_kalman_fault_observer,asymmetry_error,-0.01953,0.00417,-0.02370,-0.01536,10
deadzone_saturation_shift,unscented_kalman_fault_observer,actuator_energy,0.02822,0.00471,0.02351,0.03293,10
deadzone_saturation_shift,unscented_kalman_fault_observer,adaptation_regret,0.00012,0.00132,-0.00119,0.00144,10
deadzone_saturation_shift,unscented_kalman_fault_observer,constraint_margin,-0.00044,0.00470,-0.00514,0.00426,10
deadzone_saturation_shift,unscented_kalman_fault_observer,robust_utility,0.02099,0.02030,0.00069,0.04129,10
intermittent_fault_shift,adaptive_mpc,task_success,0.06146,0.01602,0.04544,0.07748,10
intermittent_fault_shift,adaptive_mpc,tracking_error,-0.00996,0.00401,-0.01397,-0.00594,10
intermittent_fault_shift,adaptive_mpc,safety_violation,0.00108,0.00779,-0.00671,0.00887,10
intermittent_fault_shift,adaptive_mpc,asymmetry_error,-0.00100,0.00388,-0.00489,0.00288,10
intermittent_fault_shift,adaptive_mpc,actuator_energy,0.06287,0.00556,0.05731,0.06843,10
intermittent_fault_shift,adaptive_mpc,adaptation_regret,-0.00279,0.00113,-0.00391,-0.00166,10
intermittent_fault_shift,adaptive_mpc,constraint_margin,0.00996,0.00401,0.00594,0.01397,10
intermittent_fault_shift,adaptive_mpc,robust_utility,0.06398,0.01751,0.04648,0.08149,10
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,task_success,0.07448,0.01839,0.05609,0.09287,10
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,tracking_error,-0.04872,0.00618,-0.05490,-0.04254,10
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,safety_violation,-0.06587,0.00703,-0.07290,-0.05884,10
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,asymmetry_error,-0.02077,0.00570,-0.02647,-0.01507,10
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,actuator_energy,0.18812,0.00538,0.18273,0.19350,10
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,adaptation_regret,-0.01364,0.00173,-0.01537,-0.01191,10
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,constraint_margin,0.04872,0.00618,0.04254,0.05490,10
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,robust_utility,0.12446,0.02295,0.10151,0.14741,10
intermittent_fault_shift,domain_randomized_policy,task_success,0.07761,0.01677,0.06083,0.09438,10
intermittent_fault_shift,domain_randomized_policy,tracking_error,-0.00833,0.00625,-0.01457,-0.00208,10
intermittent_fault_shift,domain_randomized_policy,safety_violation,0.00911,0.01129,-0.00218,0.02040,10
intermittent_fault_shift,domain_randomized_policy,asymmetry_error,-0.21272,0.00719,-0.21991,-0.20553,10
intermittent_fault_shift,domain_randomized_policy,actuator_energy,0.14425,0.00638,0.13787,0.15063,10
intermittent_fault_shift,domain_randomized_policy,adaptation_regret,-0.00233,0.00175,-0.00408,-0.00058,10
intermittent_fault_shift,domain_randomized_policy,constraint_margin,0.00833,0.00625,0.00208,0.01457,10
intermittent_fault_shift,domain_randomized_policy,robust_utility,0.11607,0.02320,0.09287,0.13927,10
intermittent_fault_shift,latent_asymmetry_policy_state_v4,task_success,0.03021,0.01595,0.01426,0.04615,10
intermittent_fault_shift,latent_asymmetry_policy_state_v4,tracking_error,0.01070,0.00532,0.00538,0.01602,10
intermittent_fault_shift,latent_asymmetry_policy_state_v4,safety_violation,0.01946,0.00703,0.01242,0.02649,10
intermittent_fault_shift,latent_asymmetry_policy_state_v4,asymmetry_error,0.00269,0.00211,0.00059,0.00480,10
intermittent_fault_shift,latent_asymmetry_policy_state_v4,actuator_energy,-0.03107,0.00608,-0.03715,-0.02499,10
intermittent_fault_shift,latent_asymmetry_policy_state_v4,adaptation_regret,0.00299,0.00149,0.00151,0.00448,10
intermittent_fault_shift,latent_asymmetry_policy_state_v4,constraint_margin,-0.01070,0.00532,-0.01602,-0.00538,10
intermittent_fault_shift,latent_asymmetry_policy_state_v4,robust_utility,0.01762,0.01894,-0.00132,0.03656,10
intermittent_fault_shift,nominal_policy,task_success,0.06823,0.02133,0.04690,0.08956,10
intermittent_fault_shift,nominal_policy,tracking_error,0.00867,0.00693,0.00174,0.01560,10
intermittent_fault_shift,nominal_policy,safety_violation,0.03086,0.00954,0.02131,0.04040,10
intermittent_fault_shift,nominal_policy,asymmetry_error,-0.24566,0.00760,-0.25326,-0.23807,10
intermittent_fault_shift,nominal_policy,actuator_energy,0.10219,0.00456,0.09763,0.10676,10
intermittent_fault_shift,nominal_policy,adaptation_regret,0.00243,0.00194,0.00049,0.00437,10
intermittent_fault_shift,nominal_policy,constraint_margin,-0.00848,0.00693,-0.01541,-0.00155,10
intermittent_fault_shift,nominal_policy,robust_utility,0.09635,0.02817,0.06818,0.12452,10
intermittent_fault_shift,online_system_id,task_success,0.03229,0.02322,0.00908,0.05551,10
intermittent_fault_shift,online_system_id,tracking_error,0.00658,0.00448,0.00210,0.01106,10
intermittent_fault_shift,online_system_id,safety_violation,0.01985,0.01109,0.00876,0.03094,10
intermittent_fault_shift,online_system_id,asymmetry_error,-0.01053,0.00400,-0.01453,-0.00653,10
intermittent_fault_shift,online_system_id,actuator_energy,0.03418,0.00356,0.03061,0.03774,10
intermittent_fault_shift,online_system_id,adaptation_regret,0.00184,0.00125,0.00059,0.00310,10
intermittent_fault_shift,online_system_id,constraint_margin,-0.00658,0.00448,-0.01106,-0.00210,10
intermittent_fault_shift,online_system_id,robust_utility,0.02022,0.02591,-0.00569,0.04612,10
intermittent_fault_shift,oracle_asymmetry_state,task_success,-0.02969,0.01632,-0.04601,-0.01337,10
intermittent_fault_shift,oracle_asymmetry_state,tracking_error,0.00438,0.00571,-0.00133,0.01009,10
intermittent_fault_shift,oracle_asymmetry_state,safety_violation,-0.00499,0.01194,-0.01693,0.00696,10
intermittent_fault_shift,oracle_asymmetry_state,asymmetry_error,-0.00381,0.00297,-0.00678,-0.00084,10
intermittent_fault_shift,oracle_asymmetry_state,actuator_energy,-0.04699,0.00543,-0.05242,-0.04156,10
intermittent_fault_shift,oracle_asymmetry_state,adaptation_regret,-0.06647,0.00225,-0.06871,-0.06422,10
intermittent_fault_shift,oracle_asymmetry_state,constraint_margin,-0.00438,0.00571,-0.01009,0.00133,10
intermittent_fault_shift,oracle_asymmetry_state,robust_utility,-0.02670,0.02095,-0.04765,-0.00576,10
intermittent_fault_shift,recurrent_hidden_state_policy_proxy,task_success,0.03646,0.02242,0.01404,0.05888,10
intermittent_fault_shift,recurrent_hidden_state_policy_proxy,tracking_error,0.00883,0.00452,0.00431,0.01335,10
intermittent_fault_shift,recurrent_hidden_state_policy_proxy,safety_violation,0.01443,0.01051,0.00393,0.02494,10
intermittent_fault_shift,recurrent_hidden_state_policy_proxy,asymmetry_error,-0.00409,0.00312,-0.00721,-0.00097,10
intermittent_fault_shift,recurrent_hidden_state_policy_proxy,actuator_energy,0.00351,0.00724,-0.00373,0.01075,10
intermittent_fault_shift,recurrent_hidden_state_policy_proxy,adaptation_regret,0.00247,0.00126,0.00121,0.00374,10
intermittent_fault_shift,recurrent_hidden_state_policy_proxy,constraint_margin,-0.00883,0.00452,-0.01335,-0.00431,10
intermittent_fault_shift,recurrent_hidden_state_policy_proxy,robust_utility,0.02645,0.02920,-0.00275,0.05564,10
intermittent_fault_shift,robust_l1_adaptive_control,task_success,0.05729,0.01361,0.04368,0.07090,10
intermittent_fault_shift,robust_l1_adaptive_control,tracking_error,-0.02669,0.00575,-0.03244,-0.02094,10
intermittent_fault_shift,robust_l1_adaptive_control,safety_violation,-0.02602,0.01026,-0.03628,-0.01577,10
intermittent_fault_shift,robust_l1_adaptive_control,asymmetry_error,0.00052,0.00255,-0.00203,0.00307,10
intermittent_fault_shift,robust_l1_adaptive_control,actuator_energy,0.11707,0.00333,0.11375,0.12040,10
intermittent_fault_shift,robust_l1_adaptive_control,adaptation_regret,-0.00747,0.00161,-0.00908,-0.00586,10
intermittent_fault_shift,robust_l1_adaptive_control,constraint_margin,0.02669,0.00575,0.02094,0.03244,10
intermittent_fault_shift,robust_l1_adaptive_control,robust_utility,0.07478,0.01642,0.05836,0.09120,10
intermittent_fault_shift,robust_tube_mpc,task_success,0.07761,0.01879,0.05882,0.09640,10
intermittent_fault_shift,robust_tube_mpc,tracking_error,-0.03746,0.00666,-0.04412,-0.03080,10
intermittent_fault_shift,robust_tube_mpc,safety_violation,-0.04107,0.01268,-0.05375,-0.02839,10
intermittent_fault_shift,robust_tube_mpc,asymmetry_error,-0.07254,0.00503,-0.07756,-0.06751,10
intermittent_fault_shift,robust_tube_mpc,actuator_energy,0.17873,0.00497,0.17376,0.18370,10
intermittent_fault_shift,robust_tube_mpc,adaptation_regret,-0.01049,0.00186,-0.01235,-0.00863,10
intermittent_fault_shift,robust_tube_mpc,constraint_margin,0.03746,0.00666,0.03080,0.04412,10
intermittent_fault_shift,robust_tube_mpc,robust_utility,0.12415,0.02601,0.09814,0.15016,10
intermittent_fault_shift,scalar_gain_calibration,task_success,0.06094,0.02449,0.03645,0.08543,10
intermittent_fault_shift,scalar_gain_calibration,tracking_error,-0.00499,0.00570,-0.01068,0.00071,10
intermittent_fault_shift,scalar_gain_calibration,safety_violation,0.01047,0.00735,0.00312,0.01782,10
intermittent_fault_shift,scalar_gain_calibration,asymmetry_error,-0.02872,0.00482,-0.03355,-0.02390,10
intermittent_fault_shift,scalar_gain_calibration,actuator_energy,0.09179,0.00489,0.08690,0.09668,10
intermittent_fault_shift,scalar_gain_calibration,adaptation_regret,-0.00139,0.00159,-0.00299,0.00020,10
intermittent_fault_shift,scalar_gain_calibration,constraint_margin,0.00499,0.00570,-0.00071,0.01068,10
intermittent_fault_shift,scalar_gain_calibration,robust_utility,0.06624,0.02693,0.03931,0.09317,10
intermittent_fault_shift,unscented_kalman_fault_observer,task_success,0.03542,0.02091,0.01451,0.05633,10
intermittent_fault_shift,unscented_kalman_fault_observer,tracking_error,0.00198,0.00684,-0.00486,0.00882,10
intermittent_fault_shift,unscented_kalman_fault_observer,safety_violation,0.00887,0.01095,-0.00207,0.01982,10
intermittent_fault_shift,unscented_kalman_fault_observer,asymmetry_error,-0.00845,0.00221,-0.01066,-0.00623,10
intermittent_fault_shift,unscented_kalman_fault_observer,actuator_energy,0.01490,0.00608,0.00882,0.02099,10
intermittent_fault_shift,unscented_kalman_fault_observer,adaptation_regret,0.00055,0.00191,-0.00136,0.00247,10
intermittent_fault_shift,unscented_kalman_fault_observer,constraint_margin,-0.00198,0.00684,-0.00882,0.00486,10
intermittent_fault_shift,unscented_kalman_fault_observer,robust_utility,0.03049,0.02558,0.00491,0.05607,10
latency_hysteresis_shift,adaptive_mpc,task_success,0.04948,0.01938,0.03010,0.06886,10
latency_hysteresis_shift,adaptive_mpc,tracking_error,-0.00549,0.00807,-0.01355,0.00258,10
latency_hysteresis_shift,adaptive_mpc,safety_violation,0.00921,0.01204,-0.00283,0.02125,10
latency_hysteresis_shift,adaptive_mpc,asymmetry_error,-0.00909,0.00279,-0.01188,-0.00630,10
latency_hysteresis_shift,adaptive_mpc,actuator_energy,0.05566,0.00809,0.04758,0.06375,10
latency_hysteresis_shift,adaptive_mpc,adaptation_regret,-0.00154,0.00226,-0.00380,0.00072,10
latency_hysteresis_shift,adaptive_mpc,constraint_margin,0.00549,0.00807,-0.00258,0.01355,10
latency_hysteresis_shift,adaptive_mpc,robust_utility,0.04699,0.02154,0.02545,0.06853,10
latency_hysteresis_shift,control_barrier_fault_tolerant_mpc,task_success,0.06042,0.02082,0.03960,0.08124,10
latency_hysteresis_shift,control_barrier_fault_tolerant_mpc,tracking_error,-0.04601,0.00406,-0.05007,-0.04195,10
latency_hysteresis_shift,control_barrier_fault_tolerant_mpc,safety_violation,-0.05841,0.01448,-0.07289,-0.04393,10
latency_hysteresis_shift,control_barrier_fault_tolerant_mpc,asymmetry_error,-0.02847,0.00357,-0.03204,-0.02490,10
latency_hysteresis_shift,control_barrier_fault_tolerant_mpc,actuator_energy,0.17380,0.00398,0.16982,0.17779,10
latency_hysteresis_shift,control_barrier_fault_tolerant_mpc,adaptation_regret,-0.01288,0.00114,-0.01402,-0.01175,10
latency_hysteresis_shift,control_barrier_fault_tolerant_mpc,constraint_margin,0.04601,0.00406,0.04195,0.05007,10
latency_hysteresis_shift,control_barrier_fault_tolerant_mpc,robust_utility,0.10683,0.01909,0.08774,0.12591,10
latency_hysteresis_shift,domain_randomized_policy,task_success,0.05156,0.02259,0.02897,0.07416,10
latency_hysteresis_shift,domain_randomized_policy,tracking_error,-0.00850,0.00834,-0.01684,-0.00016,10
latency_hysteresis_shift,domain_randomized_policy,safety_violation,0.00943,0.01132,-0.00188,0.02075,10
latency_hysteresis_shift,domain_randomized_policy,asymmetry_error,-0.20280,0.00536,-0.20816,-0.19744,10
latency_hysteresis_shift,domain_randomized_policy,actuator_energy,0.10899,0.00698,0.10201,0.11598,10
latency_hysteresis_shift,domain_randomized_policy,adaptation_regret,-0.00238,0.00233,-0.00472,-0.00005,10
latency_hysteresis_shift,domain_randomized_policy,constraint_margin,0.00850,0.00834,0.00016,0.01684,10
latency_hysteresis_shift,domain_randomized_policy,robust_utility,0.08862,0.02176,0.06686,0.11037,10
latency_hysteresis_shift,latent_asymmetry_policy_state_v4,task_success,0.02032,0.02539,-0.00508,0.04571,10
latency_hysteresis_shift,latent_asymmetry_policy_state_v4,tracking_error,0.00987,0.00706,0.00281,0.01692,10
latency_hysteresis_shift,latent_asymmetry_policy_state_v4,safety_violation,0.02026,0.01245,0.00781,0.03270,10
latency_hysteresis_shift,latent_asymmetry_policy_state_v4,asymmetry_error,0.00138,0.00270,-0.00132,0.00407,10
latency_hysteresis_shift,latent_asymmetry_policy_state_v4,actuator_energy,-0.03649,0.00655,-0.04304,-0.02994,10
latency_hysteresis_shift,latent_asymmetry_policy_state_v4,adaptation_regret,0.00276,0.00198,0.00078,0.00474,10
latency_hysteresis_shift,latent_asymmetry_policy_state_v4,constraint_margin,-0.00986,0.00706,-0.01692,-0.00281,10
latency_hysteresis_shift,latent_asymmetry_policy_state_v4,robust_utility,0.00843,0.02236,-0.01394,0.03079,10
latency_hysteresis_shift,nominal_policy,task_success,0.04219,0.02234,0.01985,0.06452,10
latency_hysteresis_shift,nominal_policy,tracking_error,0.00724,0.00861,-0.00137,0.01585,10
latency_hysteresis_shift,nominal_policy,safety_violation,0.03211,0.01107,0.02104,0.04317,10
latency_hysteresis_shift,nominal_policy,asymmetry_error,-0.23138,0.00539,-0.23677,-0.22599,10
latency_hysteresis_shift,nominal_policy,actuator_energy,0.06219,0.00546,0.05674,0.06765,10
latency_hysteresis_shift,nominal_policy,adaptation_regret,0.00203,0.00241,-0.00038,0.00444,10
latency_hysteresis_shift,nominal_policy,constraint_margin,-0.00701,0.00860,-0.01561,0.00158,10
latency_hysteresis_shift,nominal_policy,robust_utility,0.06805,0.02927,0.03878,0.09732,10
latency_hysteresis_shift,online_system_id,task_success,0.02448,0.02578,-0.00130,0.05026,10
latency_hysteresis_shift,online_system_id,tracking_error,0.00476,0.00586,-0.00110,0.01063,10
latency_hysteresis_shift,online_system_id,safety_violation,0.01695,0.01003,0.00691,0.02698,10
latency_hysteresis_shift,online_system_id,asymmetry_error,-0.01722,0.00313,-0.02035,-0.01410,10
latency_hysteresis_shift,online_system_id,actuator_energy,0.02597,0.00511,0.02085,0.03108,10
latency_hysteresis_shift,online_system_id,adaptation_regret,0.00133,0.00164,-0.00031,0.00298,10
latency_hysteresis_shift,online_system_id,constraint_margin,-0.00476,0.00586,-0.01063,0.00110,10
latency_hysteresis_shift,online_system_id,robust_utility,0.01639,0.02726,-0.01088,0.04365,10
latency_hysteresis_shift,oracle_asymmetry_state,task_success,-0.03958,0.02815,-0.06773,-0.01143,10
latency_hysteresis_shift,oracle_asymmetry_state,tracking_error,0.00329,0.00720,-0.00391,0.01049,10
latency_hysteresis_shift,oracle_asymmetry_state,safety_violation,-0.00716,0.00904,-0.01620,0.00188,10
latency_hysteresis_shift,oracle_asymmetry_state,asymmetry_error,-0.00201,0.00275,-0.00476,0.00074,10
latency_hysteresis_shift,oracle_asymmetry_state,actuator_energy,-0.04400,0.00683,-0.05082,-0.03717,10
latency_hysteresis_shift,oracle_asymmetry_state,adaptation_regret,-0.06757,0.00230,-0.06987,-0.06528,10
latency_hysteresis_shift,oracle_asymmetry_state,constraint_margin,-0.00329,0.00720,-0.01049,0.00391,10
latency_hysteresis_shift,oracle_asymmetry_state,robust_utility,-0.03536,0.02878,-0.06415,-0.00658,10
latency_hysteresis_shift,recurrent_hidden_state_policy_proxy,task_success,0.01615,0.02562,-0.00947,0.04177,10
latency_hysteresis_shift,recurrent_hidden_state_policy_proxy,tracking_error,0.01067,0.00574,0.00493,0.01641,10
latency_hysteresis_shift,recurrent_hidden_state_policy_proxy,safety_violation,0.01858,0.01067,0.00792,0.02925,10
latency_hysteresis_shift,recurrent_hidden_state_policy_proxy,asymmetry_error,-0.00677,0.00286,-0.00963,-0.00390,10
latency_hysteresis_shift,recurrent_hidden_state_policy_proxy,actuator_energy,-0.00341,0.00685,-0.01025,0.00344,10
latency_hysteresis_shift,recurrent_hidden_state_policy_proxy,adaptation_regret,0.00299,0.00161,0.00138,0.00459,10
latency_hysteresis_shift,recurrent_hidden_state_policy_proxy,constraint_margin,-0.01067,0.00574,-0.01641,-0.00493,10
latency_hysteresis_shift,recurrent_hidden_state_policy_proxy,robust_utility,0.00382,0.02719,-0.02337,0.03101,10
latency_hysteresis_shift,robust_l1_adaptive_control,task_success,0.05417,0.01926,0.03491,0.07343,10
latency_hysteresis_shift,robust_l1_adaptive_control,tracking_error,-0.02740,0.00316,-0.03056,-0.02424,10
latency_hysteresis_shift,robust_l1_adaptive_control,safety_violation,-0.03067,0.01348,-0.04415,-0.01719,10
latency_hysteresis_shift,robust_l1_adaptive_control,asymmetry_error,-0.00263,0.00374,-0.00636,0.00111,10
latency_hysteresis_shift,robust_l1_adaptive_control,actuator_energy,0.11484,0.00340,0.11144,0.11824,10
latency_hysteresis_shift,robust_l1_adaptive_control,adaptation_regret,-0.00767,0.00089,-0.00856,-0.00679,10
latency_hysteresis_shift,robust_l1_adaptive_control,constraint_margin,0.02740,0.00316,0.02424,0.03056,10
latency_hysteresis_shift,robust_l1_adaptive_control,robust_utility,0.07509,0.01321,0.06188,0.08831,10
latency_hysteresis_shift,robust_tube_mpc,task_success,0.06042,0.01877,0.04165,0.07919,10
latency_hysteresis_shift,robust_tube_mpc,tracking_error,-0.02740,0.00846,-0.03585,-0.01894,10
latency_hysteresis_shift,robust_tube_mpc,safety_violation,-0.02230,0.01381,-0.03611,-0.00850,10
latency_hysteresis_shift,robust_tube_mpc,asymmetry_error,-0.07697,0.00407,-0.08104,-0.07290,10
latency_hysteresis_shift,robust_tube_mpc,actuator_energy,0.16046,0.00778,0.15269,0.16824,10
latency_hysteresis_shift,robust_tube_mpc,adaptation_regret,-0.00767,0.00237,-0.01004,-0.00530,10
latency_hysteresis_shift,robust_tube_mpc,constraint_margin,0.02740,0.00846,0.01894,0.03585,10
latency_hysteresis_shift,robust_tube_mpc,robust_utility,0.09265,0.02297,0.06968,0.11562,10
latency_hysteresis_shift,scalar_gain_calibration,task_success,0.03281,0.01883,0.01399,0.05164,10
latency_hysteresis_shift,scalar_gain_calibration,tracking_error,0.00132,0.00789,-0.00657,0.00920,10
latency_hysteresis_shift,scalar_gain_calibration,safety_violation,0.01979,0.01049,0.00931,0.03028,10
latency_hysteresis_shift,scalar_gain_calibration,asymmetry_error,-0.04021,0.00468,-0.04489,-0.03553,10
latency_hysteresis_shift,scalar_gain_calibration,actuator_energy,0.06768,0.00492,0.06276,0.07260,10
latency_hysteresis_shift,scalar_gain_calibration,adaptation_regret,0.00037,0.00221,-0.00184,0.00258,10
latency_hysteresis_shift,scalar_gain_calibration,constraint_margin,-0.00132,0.00789,-0.00920,0.00657,10
latency_hysteresis_shift,scalar_gain_calibration,robust_utility,0.03203,0.02281,0.00923,0.05484,10
latency_hysteresis_shift,unscented_kalman_fault_observer,task_success,0.02448,0.02387,0.00061,0.04835,10
latency_hysteresis_shift,unscented_kalman_fault_observer,tracking_error,0.00053,0.00682,-0.00630,0.00735,10
latency_hysteresis_shift,unscented_kalman_fault_observer,safety_violation,0.00473,0.01136,-0.00663,0.01608,10
latency_hysteresis_shift,unscented_kalman_fault_observer,asymmetry_error,-0.00909,0.00202,-0.01111,-0.00708,10
latency_hysteresis_shift,unscented_kalman_fault_observer,actuator_energy,0.00456,0.00737,-0.00281,0.01193,10
latency_hysteresis_shift,unscented_kalman_fault_observer,adaptation_regret,0.00015,0.00191,-0.00176,0.00206,10
latency_hysteresis_shift,unscented_kalman_fault_observer,constraint_margin,-0.00053,0.00682,-0.00735,0.00630,10
latency_hysteresis_shift,unscented_kalman_fault_observer,robust_utility,0.02334,0.02542,-0.00208,0.04876,10
left_right_gain_shift,adaptive_mpc,task_success,0.01562,0.01851,-0.00289,0.03414,10
left_right_gain_shift,adaptive_mpc,tracking_error,0.00604,0.00475,0.00128,0.01079,10
left_right_gain_shift,adaptive_mpc,safety_violation,0.01901,0.00906,0.00995,0.02807,10
left_right_gain_shift,adaptive_mpc,asymmetry_error,-0.05416,0.00238,-0.05654,-0.05179,10
left_right_gain_shift,adaptive_mpc,actuator_energy,0.01240,0.00521,0.00719,0.01762,10
left_right_gain_shift,adaptive_mpc,adaptation_regret,0.00169,0.00133,0.00036,0.00302,10
left_right_gain_shift,adaptive_mpc,constraint_margin,-0.00604,0.00475,-0.01079,-0.00128,10
left_right_gain_shift,adaptive_mpc,robust_utility,0.01244,0.01935,-0.00691,0.03180,10
left_right_gain_shift,control_barrier_fault_tolerant_mpc,task_success,0.02135,0.01975,0.00160,0.04111,10
left_right_gain_shift,control_barrier_fault_tolerant_mpc,tracking_error,-0.03003,0.00451,-0.03454,-0.02551,10
left_right_gain_shift,control_barrier_fault_tolerant_mpc,safety_violation,-0.04596,0.00775,-0.05371,-0.03821,10
left_right_gain_shift,control_barrier_fault_tolerant_mpc,asymmetry_error,-0.10657,0.00323,-0.10980,-0.10334,10
left_right_gain_shift,control_barrier_fault_tolerant_mpc,actuator_energy,0.13598,0.00395,0.13204,0.13993,10
left_right_gain_shift,control_barrier_fault_tolerant_mpc,adaptation_regret,-0.00841,0.00126,-0.00967,-0.00714,10
left_right_gain_shift,control_barrier_fault_tolerant_mpc,constraint_margin,0.03002,0.00451,0.02551,0.03454,10
left_right_gain_shift,control_barrier_fault_tolerant_mpc,robust_utility,0.06818,0.02347,0.04471,0.09165,10
left_right_gain_shift,domain_randomized_policy,task_success,0.02031,0.01904,0.00128,0.03935,10
left_right_gain_shift,domain_randomized_policy,tracking_error,0.00659,0.00400,0.00259,0.01059,10
left_right_gain_shift,domain_randomized_policy,safety_violation,0.01334,0.01066,0.00268,0.02399,10
left_right_gain_shift,domain_randomized_policy,asymmetry_error,-0.56364,0.00659,-0.57023,-0.55706,10
left_right_gain_shift,domain_randomized_policy,actuator_energy,0.08240,0.00352,0.07888,0.08592,10
left_right_gain_shift,domain_randomized_policy,adaptation_regret,0.00185,0.00112,0.00073,0.00297,10
left_right_gain_shift,domain_randomized_policy,constraint_margin,-0.00659,0.00400,-0.01059,-0.00259,10
left_right_gain_shift,domain_randomized_policy,robust_utility,0.11163,0.02148,0.09015,0.13311,10
left_right_gain_shift,latent_asymmetry_policy_state_v4,task_success,-0.01250,0.01363,-0.02613,0.00113,10
left_right_gain_shift,latent_asymmetry_policy_state_v4,tracking_error,0.01652,0.00338,0.01313,0.01990,10
left_right_gain_shift,latent_asymmetry_policy_state_v4,safety_violation,0.02281,0.00860,0.01421,0.03141,10
left_right_gain_shift,latent_asymmetry_policy_state_v4,asymmetry_error,-0.00240,0.00174,-0.00414,-0.00066,10
left_right_gain_shift,latent_asymmetry_policy_state_v4,actuator_energy,-0.03129,0.00484,-0.03614,-0.02645,10
left_right_gain_shift,latent_asymmetry_policy_state_v4,adaptation_regret,0.00462,0.00095,0.00368,0.00557,10
left_right_gain_shift,latent_asymmetry_policy_state_v4,constraint_margin,-0.01652,0.00338,-0.01990,-0.01313,10
left_right_gain_shift,latent_asymmetry_policy_state_v4,robust_utility,-0.02900,0.01494,-0.04394,-0.01407,10
left_right_gain_shift,nominal_policy,task_success,0.02292,0.01508,0.00783,0.03800,10
left_right_gain_shift,nominal_policy,tracking_error,0.01858,0.00302,0.01555,0.02160,10
left_right_gain_shift,nominal_policy,safety_violation,0.03356,0.00806,0.02550,0.04161,10
left_right_gain_shift,nominal_policy,asymmetry_error,-0.62287,0.00711,-0.62997,-0.61576,10
left_right_gain_shift,nominal_policy,actuator_energy,0.04027,0.00797,0.03230,0.04824,10
left_right_gain_shift,nominal_policy,adaptation_regret,0.00520,0.00085,0.00435,0.00605,10
left_right_gain_shift,nominal_policy,constraint_margin,-0.01843,0.00302,-0.02145,-0.01542,10
left_right_gain_shift,nominal_policy,robust_utility,0.11282,0.01540,0.09742,0.12822,10
left_right_gain_shift,online_system_id,task_success,0.00990,0.02044,-0.01055,0.03034,10
left_right_gain_shift,online_system_id,tracking_error,0.01633,0.00401,0.01232,0.02033,10
left_right_gain_shift,online_system_id,safety_violation,0.03051,0.00668,0.02383,0.03718,10
left_right_gain_shift,online_system_id,asymmetry_error,-0.07200,0.00172,-0.07372,-0.07027,10
left_right_gain_shift,online_system_id,actuator_energy,-0.02387,0.00619,-0.03006,-0.01768,10
left_right_gain_shift,online_system_id,adaptation_regret,0.00457,0.00112,0.00345,0.00569,10
left_right_gain_shift,online_system_id,constraint_margin,-0.01633,0.00401,-0.02033,-0.01232,10
left_right_gain_shift,online_system_id,robust_utility,0.00106,0.02259,-0.02153,0.02365,10
left_right_gain_shift,oracle_asymmetry_state,task_success,-0.05677,0.01993,-0.07670,-0.03684,10
left_right_gain_shift,oracle_asymmetry_state,tracking_error,0.00573,0.00436,0.00137,0.01009,10
left_right_gain_shift,oracle_asymmetry_state,safety_violation,-0.00581,0.00470,-0.01051,-0.00110,10
left_right_gain_shift,oracle_asymmetry_state,asymmetry_error,0.01386,0.00152,0.01234,0.01538,10
left_right_gain_shift,oracle_asymmetry_state,actuator_energy,-0.02893,0.00511,-0.03404,-0.02381,10
