split,method,seed,rows,task_success,tracking_error,safety_violation,asymmetry_error,actuator_energy,adaptation_regret,calibration_error,constraint_margin,recovery_time,control_smoothness,state_uncertainty,risk_score,robust_utility
balanced_nominal,nominal_policy,0,192,0.19792,0.63091,0.18341,0.13120,0.77087,0.17666,0.24857,0.22401,0.92113,0.07051,0.08158,0.20288,-0.28004
balanced_nominal,nominal_policy,1,192,0.18229,0.62062,0.17876,0.12936,0.76798,0.17377,0.23292,0.23423,0.89714,0.07137,0.07640,0.19908,-0.28688
balanced_nominal,nominal_policy,2,192,0.17708,0.62091,0.17039,0.12754,0.74269,0.17385,0.23580,0.23398,0.90532,0.06917,0.07977,0.19497,-0.28579
balanced_nominal,nominal_policy,3,192,0.15625,0.61310,0.15904,0.13201,0.74545,0.17167,0.22868,0.24183,0.90811,0.06947,0.08189,0.18822,-0.29850
balanced_nominal,nominal_policy,4,192,0.14062,0.62196,0.15941,0.13138,0.77133,0.17415,0.21550,0.23293,0.91406,0.07133,0.08022,0.18813,-0.31973
balanced_nominal,nominal_policy,5,192,0.18229,0.61532,0.15606,0.12789,0.76274,0.17229,0.24744,0.23956,0.90792,0.06967,0.07957,0.18627,-0.27206
balanced_nominal,nominal_policy,6,192,0.12500,0.62671,0.16053,0.13071,0.77898,0.17548,0.20967,0.22816,0.91964,0.07145,0.07837,0.18836,-0.33840
balanced_nominal,nominal_policy,7,192,0.15104,0.62908,0.16927,0.13129,0.75267,0.17614,0.20961,0.22576,0.92262,0.06900,0.07883,0.19366,-0.31649
balanced_nominal,nominal_policy,8,192,0.18229,0.63327,0.19513,0.13286,0.77813,0.17732,0.23056,0.22159,0.90439,0.07078,0.07807,0.20950,-0.30288
balanced_nominal,nominal_policy,9,192,0.19271,0.63898,0.18750,0.13210,0.78645,0.17891,0.22219,0.21588,0.93471,0.07163,0.08065,0.20458,-0.29266
balanced_nominal,online_system_id,0,192,0.17188,0.63100,0.19289,0.03992,0.75237,0.17668,0.23277,0.22400,0.91276,0.06450,0.02791,0.20020,-0.29074
balanced_nominal,online_system_id,1,192,0.15104,0.62984,0.19085,0.03736,0.75015,0.17635,0.21028,0.22516,0.89546,0.06489,0.02735,0.19885,-0.30830
balanced_nominal,online_system_id,2,192,0.15625,0.63342,0.17950,0.03450,0.73461,0.17736,0.22176,0.22158,0.92746,0.06317,0.02690,0.19216,-0.29798
balanced_nominal,online_system_id,3,192,0.18229,0.61964,0.16276,0.03702,0.73587,0.17350,0.24012,0.23536,0.91592,0.06330,0.02827,0.18190,-0.25719
balanced_nominal,online_system_id,4,192,0.16667,0.64237,0.18620,0.03782,0.77361,0.17986,0.20943,0.21263,0.92708,0.06475,0.02666,0.19555,-0.29828
balanced_nominal,online_system_id,5,192,0.19271,0.61636,0.16276,0.03572,0.73786,0.17258,0.24772,0.23864,0.91071,0.06423,0.02618,0.18169,-0.24506
balanced_nominal,online_system_id,6,192,0.13021,0.63334,0.18285,0.03532,0.76287,0.17734,0.21587,0.22166,0.92392,0.06490,0.02719,0.19352,-0.32814
balanced_nominal,online_system_id,7,192,0.17708,0.63718,0.18769,0.03789,0.73782,0.17841,0.22855,0.21782,0.92615,0.06332,0.02819,0.19661,-0.28407
balanced_nominal,online_system_id,8,192,0.13542,0.65163,0.21187,0.03644,0.77577,0.18246,0.20205,0.20337,0.93136,0.06481,0.02674,0.21114,-0.34797
balanced_nominal,online_system_id,9,192,0.18229,0.65025,0.20257,0.03606,0.77643,0.18207,0.22181,0.20475,0.93378,0.06509,0.02682,0.20532,-0.29534
balanced_nominal,oracle_asymmetry_state,0,192,0.23958,0.65802,0.24033,0.03690,0.73363,0.25005,0.25806,0.19698,0.91611,0.05375,0.02029,0.22813,-0.25788
balanced_nominal,oracle_asymmetry_state,1,192,0.18229,0.65602,0.25279,0.03323,0.73029,0.24929,0.22303,0.19898,0.89193,0.05353,0.02047,0.23531,-0.31939
balanced_nominal,oracle_asymmetry_state,2,192,0.17188,0.65605,0.23158,0.03050,0.71166,0.24930,0.25679,0.19895,0.91778,0.05242,0.02017,0.22279,-0.31712
balanced_nominal,oracle_asymmetry_state,3,192,0.20312,0.63476,0.20778,0.03533,0.71864,0.24121,0.26623,0.22024,0.90179,0.05369,0.02030,0.20792,-0.26477
balanced_nominal,oracle_asymmetry_state,4,192,0.16146,0.66557,0.23419,0.03323,0.75580,0.25292,0.23416,0.18943,0.92690,0.05341,0.02020,0.22349,-0.33699
balanced_nominal,oracle_asymmetry_state,5,192,0.22917,0.64183,0.21261,0.03504,0.73575,0.24390,0.29396,0.21317,0.89732,0.05405,0.02044,0.21149,-0.24515
balanced_nominal,oracle_asymmetry_state,6,192,0.17188,0.65752,0.23065,0.03238,0.74738,0.24986,0.24324,0.19748,0.92504,0.05318,0.02049,0.22160,-0.32072
balanced_nominal,oracle_asymmetry_state,7,192,0.17188,0.65507,0.23903,0.03405,0.72011,0.24893,0.23782,0.19993,0.90699,0.05239,0.02041,0.22682,-0.32169
balanced_nominal,oracle_asymmetry_state,8,192,0.18750,0.66587,0.26153,0.03008,0.74294,0.25303,0.25784,0.18913,0.91536,0.05385,0.02019,0.24101,-0.32469
balanced_nominal,oracle_asymmetry_state,9,192,0.15104,0.67371,0.26544,0.03168,0.74816,0.25601,0.21889,0.18129,0.92057,0.05271,0.02036,0.24275,-0.36723
balanced_nominal,recurrent_hidden_state_policy_proxy,0,192,0.14583,0.63693,0.19587,0.03425,0.75481,0.17834,0.21205,0.21807,0.92411,0.06238,0.02414,0.20129,-0.32031
balanced_nominal,recurrent_hidden_state_policy_proxy,1,192,0.16146,0.63727,0.20033,0.03281,0.75782,0.17844,0.21659,0.21773,0.89881,0.06261,0.02376,0.20363,-0.30586
balanced_nominal,recurrent_hidden_state_policy_proxy,2,192,0.15625,0.63319,0.18973,0.03063,0.72980,0.17729,0.23576,0.22181,0.91313,0.06093,0.02351,0.19762,-0.30170
balanced_nominal,recurrent_hidden_state_policy_proxy,3,192,0.14583,0.62631,0.17560,0.03400,0.74109,0.17537,0.21974,0.22869,0.91127,0.06144,0.02346,0.18890,-0.30276
balanced_nominal,recurrent_hidden_state_policy_proxy,4,192,0.13021,0.63648,0.18490,0.03348,0.76507,0.17821,0.20510,0.21852,0.91946,0.06338,0.02343,0.19413,-0.32977
balanced_nominal,recurrent_hidden_state_policy_proxy,5,192,0.17708,0.62763,0.17876,0.03288,0.74982,0.17574,0.22037,0.22737,0.91536,0.06273,0.02301,0.19095,-0.27455
balanced_nominal,recurrent_hidden_state_policy_proxy,6,192,0.15625,0.63821,0.18397,0.03198,0.75973,0.17870,0.22348,0.21679,0.93899,0.06257,0.02280,0.19367,-0.30427
balanced_nominal,recurrent_hidden_state_policy_proxy,7,192,0.11458,0.64860,0.20126,0.03457,0.74722,0.18161,0.18806,0.20640,0.92281,0.06196,0.02336,0.20385,-0.35819
balanced_nominal,recurrent_hidden_state_policy_proxy,8,192,0.10417,0.65253,0.21912,0.03170,0.77048,0.18271,0.19576,0.20247,0.92281,0.06276,0.02357,0.21493,-0.38180
balanced_nominal,recurrent_hidden_state_policy_proxy,9,192,0.15625,0.65479,0.22098,0.03285,0.77384,0.18334,0.21098,0.20021,0.92262,0.06308,0.02303,0.21605,-0.33201
balanced_nominal,robust_l1_adaptive_control,0,192,0.15104,0.67424,0.24777,0.03398,0.66837,0.18879,0.19278,0.18076,0.94661,0.04943,0.02358,0.23291,-0.35298
balanced_nominal,robust_l1_adaptive_control,1,192,0.09375,0.67728,0.24944,0.03121,0.67430,0.18964,0.16211,0.17772,0.92225,0.04937,0.02384,0.23406,-0.41093
balanced_nominal,robust_l1_adaptive_control,2,192,0.11979,0.67203,0.22991,0.03002,0.65207,0.18817,0.17480,0.18297,0.94550,0.04834,0.02337,0.22195,-0.37106
balanced_nominal,robust_l1_adaptive_control,3,192,0.12500,0.65506,0.21447,0.03356,0.65400,0.18342,0.19109,0.19994,0.92969,0.04875,0.02373,0.21228,-0.35059
balanced_nominal,robust_l1_adaptive_control,4,192,0.11458,0.67438,0.23735,0.03155,0.68530,0.18883,0.17085,0.18062,0.93843,0.04940,0.02290,0.22570,-0.38387
balanced_nominal,robust_l1_adaptive_control,5,192,0.13542,0.66296,0.21689,0.03114,0.67436,0.18563,0.19002,0.19204,0.93713,0.04905,0.02316,0.21419,-0.34606
balanced_nominal,robust_l1_adaptive_control,6,192,0.10417,0.67239,0.23568,0.03009,0.68418,0.18827,0.18172,0.18261,0.95089,0.04941,0.02295,0.22519,-0.39302
balanced_nominal,robust_l1_adaptive_control,7,192,0.09896,0.67949,0.24888,0.03242,0.66015,0.19026,0.18068,0.17551,0.93397,0.04852,0.02379,0.23308,-0.40595
balanced_nominal,robust_l1_adaptive_control,8,192,0.14062,0.67714,0.26042,0.03127,0.67585,0.18960,0.19902,0.17786,0.94085,0.04981,0.02285,0.24054,-0.37154
balanced_nominal,robust_l1_adaptive_control,9,192,0.12500,0.69678,0.27511,0.02933,0.69187,0.19510,0.16153,0.15822,0.95052,0.04911,0.02283,0.24877,-0.40431
balanced_nominal,robust_tube_mpc,0,192,0.17708,0.66926,0.23549,0.06810,0.67095,0.18739,0.20042,0.18574,0.93490,0.05166,0.05048,0.22977,-0.32514
balanced_nominal,robust_tube_mpc,1,192,0.09896,0.66274,0.23438,0.06410,0.67474,0.18557,0.17248,0.19226,0.91797,0.05185,0.04773,0.22827,-0.39870
balanced_nominal,robust_tube_mpc,2,192,0.11979,0.66731,0.22396,0.06310,0.66318,0.18685,0.17814,0.18769,0.94122,0.05047,0.04821,0.22242,-0.37382
balanced_nominal,robust_tube_mpc,3,192,0.12500,0.65011,0.19866,0.06533,0.66094,0.18203,0.20881,0.20489,0.93266,0.05134,0.05063,0.20725,-0.34760
balanced_nominal,robust_tube_mpc,4,192,0.12500,0.67719,0.23679,0.06619,0.69575,0.18961,0.16940,0.17781,0.94978,0.05171,0.04915,0.22985,-0.38330
balanced_nominal,robust_tube_mpc,5,192,0.09896,0.65776,0.20703,0.06391,0.67248,0.18417,0.19216,0.19724,0.93490,0.05139,0.04930,0.21250,-0.38198
balanced_nominal,robust_tube_mpc,6,192,0.13542,0.66457,0.22582,0.06454,0.68038,0.18608,0.19160,0.19043,0.93862,0.05185,0.04733,0.22314,-0.35966
balanced_nominal,robust_tube_mpc,7,192,0.12500,0.66455,0.22898,0.06551,0.65544,0.18607,0.19217,0.19045,0.93322,0.05067,0.04852,0.22493,-0.36984
balanced_nominal,robust_tube_mpc,8,192,0.09375,0.67866,0.25037,0.06701,0.68739,0.19002,0.17227,0.17634,0.93266,0.05145,0.04745,0.23835,-0.42125
balanced_nominal,robust_tube_mpc,9,192,0.11979,0.68128,0.24461,0.06604,0.68991,0.19076,0.17364,0.17372,0.94438,0.05186,0.04841,0.23399,-0.39364
balanced_nominal,scalar_gain_calibration,0,192,0.15625,0.63808,0.19029,0.05328,0.75274,0.17866,0.22463,0.21692,0.91499,0.06569,0.05506,0.20284,-0.31188
balanced_nominal,scalar_gain_calibration,1,192,0.11979,0.63390,0.18694,0.05036,0.75891,0.17749,0.20420,0.22110,0.91183,0.06610,0.05256,0.20046,-0.34452
balanced_nominal,scalar_gain_calibration,2,192,0.18229,0.62877,0.17560,0.04872,0.72644,0.17606,0.25063,0.22623,0.92094,0.06429,0.05498,0.19422,-0.27148
balanced_nominal,scalar_gain_calibration,3,192,0.15625,0.61799,0.16220,0.05077,0.72425,0.17304,0.22836,0.23701,0.90253,0.06494,0.05609,0.18601,-0.28500
balanced_nominal,scalar_gain_calibration,4,192,0.17188,0.63477,0.18564,0.05216,0.76287,0.17774,0.21446,0.22023,0.92206,0.06629,0.05457,0.19967,-0.29338
balanced_nominal,scalar_gain_calibration,5,192,0.17708,0.62198,0.16053,0.05005,0.73969,0.17415,0.24384,0.23302,0.92001,0.06543,0.05239,0.18460,-0.26651
balanced_nominal,scalar_gain_calibration,6,192,0.13021,0.63842,0.17448,0.05051,0.76757,0.17876,0.19742,0.21658,0.94420,0.06631,0.05218,0.19252,-0.33113
balanced_nominal,scalar_gain_calibration,7,192,0.14583,0.62997,0.17020,0.05160,0.73116,0.17639,0.21834,0.22503,0.92374,0.06459,0.05325,0.19020,-0.30610
balanced_nominal,scalar_gain_calibration,8,192,0.11458,0.64310,0.20238,0.05268,0.76336,0.18007,0.20763,0.21190,0.92057,0.06597,0.05174,0.20942,-0.36319
balanced_nominal,scalar_gain_calibration,9,192,0.18229,0.64737,0.19513,0.05207,0.76341,0.18126,0.22047,0.20763,0.93025,0.06705,0.05421,0.20533,-0.29349
balanced_nominal,unscented_kalman_fault_observer,0,192,0.14583,0.63526,0.19773,0.03525,0.73909,0.17787,0.22886,0.21974,0.90848,0.06043,0.02241,0.20224,-0.31861
balanced_nominal,unscented_kalman_fault_observer,1,192,0.14062,0.63977,0.21298,0.03416,0.74852,0.17913,0.20156,0.21523,0.91704,0.06007,0.02211,0.21117,-0.33536
balanced_nominal,unscented_kalman_fault_observer,2,192,0.14583,0.64168,0.19699,0.03068,0.71947,0.17967,0.20959,0.21332,0.91927,0.05882,0.02236,0.20195,-0.31884
balanced_nominal,unscented_kalman_fault_observer,3,192,0.15625,0.62990,0.17448,0.03479,0.72707,0.17637,0.22488,0.22510,0.91667,0.05937,0.02248,0.18819,-0.29224
balanced_nominal,unscented_kalman_fault_observer,4,192,0.14062,0.64693,0.18769,0.03532,0.75871,0.18114,0.20569,0.20807,0.93136,0.06037,0.02187,0.19568,-0.32511
balanced_nominal,unscented_kalman_fault_observer,5,192,0.19792,0.62652,0.17913,0.03236,0.73490,0.17542,0.24998,0.22848,0.91332,0.06015,0.02183,0.19107,-0.25204
balanced_nominal,unscented_kalman_fault_observer,6,192,0.14062,0.64602,0.19550,0.03114,0.75492,0.18088,0.21058,0.20898,0.92913,0.06035,0.02198,0.20043,-0.32821
balanced_nominal,unscented_kalman_fault_observer,7,192,0.08333,0.64869,0.19717,0.03401,0.73228,0.18163,0.18319,0.20631,0.93527,0.05902,0.02253,0.20170,-0.38650
balanced_nominal,unscented_kalman_fault_observer,8,192,0.18229,0.65028,0.21168,0.03268,0.75954,0.18208,0.22138,0.20472,0.92634,0.06041,0.02261,0.21052,-0.29797
balanced_nominal,unscented_kalman_fault_observer,9,192,0.14583,0.65716,0.21317,0.03261,0.76470,0.18400,0.21034,0.19784,0.93155,0.06049,0.02192,0.21100,-0.33842
combined_hard_shift,adaptive_mpc,0,192,0.10417,0.73635,0.34654,0.39364,0.99515,0.20618,0.12500,0.11865,0.88932,0.10939,0.19952,0.35018,-0.57383
combined_hard_shift,adaptive_mpc,1,192,0.08854,0.74400,0.34784,0.36350,1.02161,0.20832,0.12624,0.11100,0.91313,0.10852,0.18261,0.34975,-0.59033
combined_hard_shift,adaptive_mpc,2,192,0.10417,0.73845,0.36365,0.36547,0.99444,0.20677,0.14725,0.11655,0.88616,0.10830,0.18670,0.36029,-0.57873
combined_hard_shift,adaptive_mpc,3,192,0.05208,0.74625,0.36644,0.35467,0.99795,0.20895,0.10966,0.10875,0.90606,0.10764,0.19336,0.36108,-0.63552
combined_hard_shift,adaptive_mpc,4,192,0.11979,0.74515,0.38095,0.36615,1.01775,0.20864,0.14267,0.10985,0.89658,0.10542,0.19372,0.37029,-0.57871
combined_hard_shift,adaptive_mpc,5,192,0.09896,0.74201,0.34617,0.37366,0.99579,0.20776,0.12290,0.11299,0.91760,0.10797,0.18628,0.34869,-0.57835
combined_hard_shift,adaptive_mpc,6,192,0.06250,0.75560,0.37444,0.35648,1.00704,0.21157,0.11214,0.09940,0.90532,0.10665,0.18135,0.36462,-0.63312
combined_hard_shift,adaptive_mpc,7,192,0.06250,0.75295,0.38095,0.34445,1.03509,0.21082,0.11937,0.10205,0.91332,0.10714,0.18087,0.36795,-0.63670
combined_hard_shift,adaptive_mpc,8,192,0.08854,0.75363,0.37779,0.37168,1.01929,0.21102,0.12478,0.10137,0.90123,0.10797,0.18388,0.36856,-0.61168
combined_hard_shift,adaptive_mpc,9,192,0.10417,0.75583,0.38449,0.34837,0.98586,0.21163,0.11395,0.09917,0.90941,0.10713,0.18690,0.37168,-0.59506
combined_hard_shift,control_barrier_fault_tolerant_mpc,0,192,0.07292,0.80853,0.46019,0.42627,0.82925,0.22639,0.09568,0.04647,0.92132,0.07773,0.20978,0.42293,-0.69167
combined_hard_shift,control_barrier_fault_tolerant_mpc,1,192,0.03646,0.78496,0.40681,0.40705,0.84633,0.21979,0.10473,0.07004,0.92392,0.07999,0.20873,0.39125,-0.68705
combined_hard_shift,control_barrier_fault_tolerant_mpc,2,192,0.10417,0.76362,0.39565,0.40586,0.81810,0.21381,0.13189,0.09138,0.87407,0.08208,0.20140,0.38346,-0.59915
combined_hard_shift,control_barrier_fault_tolerant_mpc,3,192,0.08333,0.79695,0.44364,0.41056,0.82982,0.22315,0.11281,0.05805,0.91797,0.07893,0.21531,0.41410,-0.66526
combined_hard_shift,control_barrier_fault_tolerant_mpc,4,192,0.08333,0.79732,0.42374,0.40195,0.85131,0.22325,0.10376,0.05768,0.92708,0.07760,0.19930,0.39955,-0.65345
combined_hard_shift,control_barrier_fault_tolerant_mpc,5,192,0.09375,0.76769,0.41536,0.41128,0.82345,0.21495,0.12562,0.08731,0.89844,0.08010,0.21638,0.39521,-0.62643
combined_hard_shift,control_barrier_fault_tolerant_mpc,6,192,0.07812,0.78137,0.42299,0.38770,0.81513,0.21878,0.10720,0.07363,0.91109,0.07987,0.21410,0.40093,-0.64754
combined_hard_shift,control_barrier_fault_tolerant_mpc,7,192,0.03646,0.81461,0.46559,0.38579,0.86536,0.22809,0.07282,0.04039,0.93043,0.07641,0.19595,0.42402,-0.72930
combined_hard_shift,control_barrier_fault_tolerant_mpc,8,192,0.05729,0.80100,0.45275,0.40317,0.80734,0.22428,0.09450,0.05400,0.90997,0.08030,0.21620,0.42038,-0.69465
combined_hard_shift,control_barrier_fault_tolerant_mpc,9,192,0.05208,0.77613,0.41239,0.39069,0.81886,0.21732,0.10004,0.07887,0.91481,0.07919,0.21027,0.39394,-0.66624
combined_hard_shift,domain_randomized_policy,0,192,0.08854,0.75257,0.36793,0.71235,0.81879,0.21072,0.11633,0.10243,0.89416,0.09609,0.48037,0.40923,-0.66734
combined_hard_shift,domain_randomized_policy,1,192,0.06771,0.75121,0.35696,0.69790,0.85225,0.21034,0.10554,0.10379,0.90420,0.09582,0.47653,0.40230,-0.68198
