split,method,seed,rows,task_success,tracking_error,safety_violation,asymmetry_error,actuator_energy,adaptation_regret,calibration_error,constraint_margin,recovery_time,control_smoothness,state_uncertainty,risk_score,robust_utility
combined_hard_shift,domain_randomized_policy,2,192,0.05208,0.75428,0.36403,0.68708,0.82921,0.21120,0.09414,0.10072,0.90141,0.09641,0.47770,0.40574,-0.69916
combined_hard_shift,domain_randomized_policy,3,192,0.04688,0.76772,0.39379,0.68460,0.84632,0.21496,0.08836,0.08728,0.92225,0.09631,0.48604,0.42479,-0.72936
combined_hard_shift,domain_randomized_policy,4,192,0.05729,0.76917,0.39249,0.68326,0.87226,0.21537,0.09770,0.08583,0.91611,0.09549,0.47969,0.42470,-0.71970
combined_hard_shift,domain_randomized_policy,5,192,0.06250,0.76635,0.38039,0.70302,0.85210,0.21458,0.08506,0.08865,0.92522,0.09488,0.47155,0.41558,-0.70790
combined_hard_shift,domain_randomized_policy,6,192,0.04688,0.74922,0.36477,0.67740,0.82173,0.20978,0.07765,0.10578,0.91629,0.09711,0.48701,0.40683,-0.70247
combined_hard_shift,domain_randomized_policy,7,192,0.05729,0.77726,0.41164,0.67410,0.88929,0.21763,0.10130,0.07774,0.91685,0.09588,0.49010,0.43738,-0.73449
combined_hard_shift,domain_randomized_policy,8,192,0.04688,0.75378,0.38300,0.68536,0.82737,0.21106,0.09412,0.10122,0.91295,0.09622,0.50594,0.42187,-0.71772
combined_hard_shift,domain_randomized_policy,9,192,0.06771,0.74517,0.37035,0.68541,0.80997,0.20865,0.10619,0.10983,0.89807,0.09521,0.48310,0.41030,-0.68235
combined_hard_shift,latent_asymmetry_belief_policy_v5,0,192,0.09375,0.72573,0.32440,0.36885,1.09408,0.20320,0.14319,0.12927,0.88579,0.11263,0.12173,0.32504,-0.56509
combined_hard_shift,latent_asymmetry_belief_policy_v5,1,192,0.12500,0.72185,0.33836,0.32511,1.09833,0.20212,0.16762,0.13315,0.87835,0.11789,0.11984,0.33333,-0.53328
combined_hard_shift,latent_asymmetry_belief_policy_v5,2,192,0.14583,0.70413,0.32106,0.33740,1.07180,0.19716,0.17436,0.15087,0.84226,0.12021,0.12047,0.32305,-0.49377
combined_hard_shift,latent_asymmetry_belief_policy_v5,3,192,0.11979,0.73988,0.35807,0.34692,1.10389,0.20717,0.15070,0.11512,0.90569,0.11460,0.11710,0.34421,-0.56178
combined_hard_shift,latent_asymmetry_belief_policy_v5,4,192,0.10417,0.73584,0.36737,0.33980,1.10707,0.20603,0.13012,0.11916,0.88858,0.10922,0.12230,0.35023,-0.57984
combined_hard_shift,latent_asymmetry_belief_policy_v5,5,192,0.07812,0.72388,0.34133,0.35977,1.09616,0.20269,0.14634,0.13112,0.87946,0.11461,0.11947,0.33417,-0.58803
combined_hard_shift,latent_asymmetry_belief_policy_v5,6,192,0.14062,0.70827,0.30785,0.34633,1.08220,0.19832,0.16943,0.14673,0.89025,0.11489,0.12189,0.31404,-0.49806
combined_hard_shift,latent_asymmetry_belief_policy_v5,7,192,0.11979,0.76012,0.40048,0.31218,1.12164,0.21283,0.15359,0.09488,0.90792,0.11248,0.11423,0.36950,-0.58943
combined_hard_shift,latent_asymmetry_belief_policy_v5,8,192,0.12500,0.75320,0.37891,0.35285,1.10419,0.21089,0.14895,0.10180,0.90383,0.11192,0.11999,0.35801,-0.57454
combined_hard_shift,latent_asymmetry_belief_policy_v5,9,192,0.13542,0.73263,0.36365,0.33126,1.08131,0.20514,0.16379,0.12237,0.89323,0.11597,0.12054,0.34877,-0.54199
combined_hard_shift,latent_asymmetry_policy_state_v4,0,192,0.14062,0.70651,0.31399,0.36322,1.14734,0.19782,0.15940,0.14849,0.87109,0.12161,0.13369,0.31979,-0.50870
combined_hard_shift,latent_asymmetry_policy_state_v4,1,192,0.13021,0.70016,0.31138,0.32697,1.13954,0.19605,0.18461,0.15484,0.85063,0.12365,0.13325,0.31973,-0.50763
combined_hard_shift,latent_asymmetry_policy_state_v4,2,192,0.10417,0.69837,0.31045,0.33905,1.12532,0.19554,0.17315,0.15663,0.84170,0.12571,0.13545,0.31918,-0.53292
combined_hard_shift,latent_asymmetry_policy_state_v4,3,192,0.14062,0.71169,0.32496,0.35908,1.13349,0.19927,0.16608,0.14331,0.87779,0.12835,0.13885,0.32813,-0.51597
combined_hard_shift,latent_asymmetry_policy_state_v4,4,192,0.09375,0.74536,0.38300,0.33316,1.15838,0.20870,0.14689,0.10964,0.87202,0.11719,0.13174,0.36295,-0.60556
combined_hard_shift,latent_asymmetry_policy_state_v4,5,192,0.14583,0.70611,0.31845,0.35778,1.14441,0.19771,0.19009,0.14889,0.88058,0.12204,0.13072,0.32234,-0.50516
combined_hard_shift,latent_asymmetry_policy_state_v4,6,192,0.14062,0.69259,0.28757,0.34092,1.13109,0.19393,0.18046,0.16241,0.86551,0.12554,0.13767,0.30460,-0.48348
combined_hard_shift,latent_asymmetry_policy_state_v4,7,192,0.06771,0.73628,0.35789,0.30724,1.18572,0.20616,0.14156,0.11872,0.89602,0.12162,0.12235,0.34522,-0.61249
combined_hard_shift,latent_asymmetry_policy_state_v4,8,192,0.12500,0.71013,0.32292,0.34974,1.14380,0.19884,0.15677,0.14487,0.87351,0.12565,0.13454,0.32612,-0.52857
combined_hard_shift,latent_asymmetry_policy_state_v4,9,192,0.07812,0.73116,0.35472,0.33886,1.13998,0.20472,0.12873,0.12384,0.89751,0.12168,0.13465,0.34472,-0.60087
combined_hard_shift,nominal_policy,0,192,0.06771,0.73594,0.34784,0.77403,0.88209,0.20606,0.10615,0.11881,0.90904,0.11151,0.48680,0.39705,-0.68688
combined_hard_shift,nominal_policy,1,192,0.08854,0.71865,0.31678,0.75504,0.89240,0.20122,0.12881,0.13589,0.88077,0.11185,0.48210,0.37793,-0.63752
combined_hard_shift,nominal_policy,2,192,0.10417,0.70934,0.31678,0.74518,0.85794,0.19862,0.14480,0.14528,0.85863,0.10917,0.48736,0.37918,-0.61330
combined_hard_shift,nominal_policy,3,192,0.04167,0.74833,0.34710,0.74142,0.89736,0.20953,0.09493,0.10626,0.90904,0.11150,0.48492,0.39675,-0.71280
combined_hard_shift,nominal_policy,4,192,0.04688,0.75169,0.37463,0.74262,0.94539,0.21047,0.09803,0.10283,0.89844,0.11395,0.48435,0.41351,-0.72812
combined_hard_shift,nominal_policy,5,192,0.05208,0.73861,0.35138,0.76165,0.90710,0.20681,0.09918,0.11595,0.90644,0.11294,0.47450,0.39708,-0.70439
combined_hard_shift,nominal_policy,6,192,0.07812,0.73274,0.34580,0.73637,0.88526,0.20517,0.10986,0.12194,0.90588,0.11080,0.47936,0.39375,-0.66756
combined_hard_shift,nominal_policy,7,192,0.02604,0.74616,0.34840,0.73169,0.93274,0.20893,0.07708,0.10838,0.93173,0.11389,0.46900,0.39405,-0.72976
combined_hard_shift,nominal_policy,8,192,0.08333,0.74043,0.36365,0.74092,0.88026,0.20732,0.11812,0.11424,0.89490,0.11222,0.48694,0.40661,-0.67576
combined_hard_shift,nominal_policy,9,192,0.06771,0.73333,0.34654,0.74640,0.86721,0.20533,0.11722,0.12119,0.89769,0.10991,0.48101,0.39534,-0.67843
combined_hard_shift,online_system_id,0,192,0.10417,0.72737,0.33017,0.40906,1.06145,0.20366,0.13604,0.12763,0.88802,0.11844,0.16491,0.33562,-0.56603
combined_hard_shift,online_system_id,1,192,0.09375,0.71241,0.31920,0.38974,1.05595,0.19948,0.15885,0.14259,0.86942,0.12017,0.16618,0.32907,-0.56015
combined_hard_shift,online_system_id,2,192,0.08333,0.70946,0.32366,0.38630,1.02284,0.19865,0.14978,0.14554,0.85919,0.12129,0.16236,0.33143,-0.56797
combined_hard_shift,online_system_id,3,192,0.07292,0.72983,0.32347,0.38947,1.05407,0.20435,0.12533,0.12517,0.91555,0.11871,0.17341,0.33276,-0.59288
combined_hard_shift,online_system_id,4,192,0.08854,0.74625,0.36849,0.39079,1.08482,0.20895,0.12156,0.10875,0.88821,0.11484,0.16563,0.35850,-0.60969
combined_hard_shift,online_system_id,5,192,0.08854,0.72334,0.34077,0.39616,1.05137,0.20253,0.13945,0.13166,0.88969,0.11754,0.17314,0.34216,-0.58424
combined_hard_shift,online_system_id,6,192,0.07292,0.72774,0.33947,0.37729,1.04124,0.20377,0.14264,0.12726,0.89453,0.12030,0.17215,0.34113,-0.59707
combined_hard_shift,online_system_id,7,192,0.08854,0.75064,0.38616,0.35833,1.08757,0.21018,0.13307,0.10436,0.91481,0.11935,0.15409,0.36605,-0.61722
combined_hard_shift,online_system_id,8,192,0.09896,0.73127,0.35417,0.39852,1.04836,0.20476,0.13463,0.12373,0.89658,0.12062,0.16829,0.35062,-0.58461
combined_hard_shift,online_system_id,9,192,0.09375,0.73079,0.33854,0.38254,1.04005,0.20462,0.12625,0.12421,0.90476,0.11909,0.16788,0.34098,-0.57782
combined_hard_shift,oracle_asymmetry_state,0,192,0.15625,0.70976,0.34282,0.36200,1.18418,0.26971,0.19299,0.14524,0.85826,0.13333,0.08116,0.32947,-0.50874
combined_hard_shift,oracle_asymmetry_state,1,192,0.16146,0.70115,0.32292,0.32477,1.18749,0.26644,0.19362,0.15385,0.86254,0.13336,0.07867,0.31737,-0.48326
combined_hard_shift,oracle_asymmetry_state,2,192,0.19271,0.71149,0.35435,0.33211,1.17308,0.27037,0.19661,0.14351,0.82961,0.12998,0.07551,0.33698,-0.47175
combined_hard_shift,oracle_asymmetry_state,3,192,0.14583,0.71291,0.31566,0.33683,1.19283,0.27091,0.18571,0.14209,0.87016,0.13304,0.07870,0.31257,-0.50172
combined_hard_shift,oracle_asymmetry_state,4,192,0.18229,0.72882,0.37556,0.33024,1.18947,0.27695,0.18965,0.12618,0.86365,0.12423,0.07642,0.34905,-0.50384
combined_hard_shift,oracle_asymmetry_state,5,192,0.14583,0.71641,0.35268,0.35149,1.18697,0.27224,0.18893,0.13859,0.85733,0.13057,0.07665,0.33486,-0.52540
combined_hard_shift,oracle_asymmetry_state,6,192,0.20833,0.70944,0.34115,0.33423,1.17598,0.26959,0.19835,0.14556,0.85231,0.13677,0.07872,0.32867,-0.44992
combined_hard_shift,oracle_asymmetry_state,7,192,0.17708,0.72832,0.37630,0.31358,1.19867,0.27676,0.19126,0.12668,0.85863,0.12826,0.07708,0.34985,-0.50712
combined_hard_shift,oracle_asymmetry_state,8,192,0.14062,0.73301,0.36496,0.35022,1.18162,0.27854,0.17183,0.12199,0.86589,0.13420,0.08029,0.34429,-0.54387
combined_hard_shift,oracle_asymmetry_state,9,192,0.18229,0.70594,0.33594,0.33164,1.16415,0.26826,0.19550,0.14906,0.87481,0.12763,0.07755,0.32463,-0.47158
combined_hard_shift,recurrent_hidden_state_policy_proxy,0,192,0.13021,0.71016,0.32161,0.39844,1.09287,0.19884,0.16950,0.14484,0.87091,0.12455,0.14838,0.32697,-0.52729
combined_hard_shift,recurrent_hidden_state_policy_proxy,1,192,0.13021,0.70338,0.30636,0.36616,1.10335,0.19695,0.15717,0.15162,0.88021,0.12414,0.13887,0.31659,-0.51148
combined_hard_shift,recurrent_hidden_state_policy_proxy,2,192,0.10938,0.69781,0.31343,0.37435,1.07411,0.19539,0.15549,0.15719,0.86979,0.12780,0.14406,0.32147,-0.53316
combined_hard_shift,recurrent_hidden_state_policy_proxy,3,192,0.11458,0.71995,0.32459,0.38098,1.10966,0.20159,0.14964,0.13505,0.90048,0.12377,0.14066,0.32734,-0.54787
combined_hard_shift,recurrent_hidden_state_policy_proxy,4,192,0.09896,0.74985,0.37147,0.37382,1.12372,0.20996,0.13934,0.10515,0.87537,0.11859,0.14083,0.35873,-0.59994
combined_hard_shift,recurrent_hidden_state_policy_proxy,5,192,0.09375,0.72509,0.33073,0.39190,1.12090,0.20303,0.13804,0.12991,0.89937,0.12094,0.14359,0.33218,-0.57693
combined_hard_shift,recurrent_hidden_state_policy_proxy,6,192,0.11458,0.73703,0.35565,0.37139,1.11580,0.20637,0.12038,0.11797,0.90086,0.12249,0.13802,0.34561,-0.57081
combined_hard_shift,recurrent_hidden_state_policy_proxy,7,192,0.10417,0.73929,0.35863,0.33926,1.13795,0.20700,0.13569,0.11571,0.90067,0.12377,0.13164,0.34676,-0.57987
combined_hard_shift,recurrent_hidden_state_policy_proxy,8,192,0.08854,0.73298,0.35007,0.38772,1.10292,0.20523,0.13805,0.12202,0.89621,0.12288,0.14431,0.34474,-0.59396
combined_hard_shift,recurrent_hidden_state_policy_proxy,9,192,0.12500,0.71058,0.32385,0.36528,1.06874,0.19896,0.16207,0.14442,0.88318,0.12518,0.14055,0.32741,-0.52682
combined_hard_shift,robust_l1_adaptive_control,0,192,0.08333,0.74857,0.36626,0.39782,0.93358,0.20960,0.11156,0.10643,0.90792,0.09796,0.14689,0.35386,-0.60314
combined_hard_shift,robust_l1_adaptive_control,1,192,0.09375,0.75607,0.36105,0.36857,0.94044,0.21170,0.12180,0.09893,0.91239,0.09852,0.13538,0.35002,-0.58763
combined_hard_shift,robust_l1_adaptive_control,2,192,0.12500,0.74131,0.35398,0.36897,0.92716,0.20757,0.15095,0.11369,0.87630,0.09889,0.13847,0.34645,-0.54404
combined_hard_shift,robust_l1_adaptive_control,3,192,0.08333,0.76768,0.42411,0.37272,0.93414,0.21495,0.12751,0.08732,0.90495,0.09602,0.14448,0.38851,-0.63924
combined_hard_shift,robust_l1_adaptive_control,4,192,0.08854,0.77451,0.41760,0.37630,0.93955,0.21686,0.11227,0.08049,0.90383,0.09518,0.14404,0.38675,-0.63361
combined_hard_shift,robust_l1_adaptive_control,5,192,0.07812,0.75971,0.38318,0.38074,0.94939,0.21272,0.12421,0.09529,0.90978,0.09492,0.13823,0.36340,-0.62013
combined_hard_shift,robust_l1_adaptive_control,6,192,0.07292,0.76489,0.39267,0.35939,0.93829,0.21417,0.12152,0.09011,0.89751,0.09598,0.13847,0.37034,-0.62769
combined_hard_shift,robust_l1_adaptive_control,7,192,0.07292,0.78038,0.41964,0.34516,0.96960,0.21851,0.10663,0.07462,0.91890,0.09521,0.13131,0.38493,-0.64985
combined_hard_shift,robust_l1_adaptive_control,8,192,0.07812,0.76373,0.39007,0.36062,0.94305,0.21384,0.11140,0.09127,0.91183,0.09838,0.14189,0.36856,-0.62226
combined_hard_shift,robust_l1_adaptive_control,9,192,0.05208,0.77068,0.40290,0.36292,0.93315,0.21579,0.11104,0.08432,0.90644,0.09482,0.13917,0.37647,-0.65728
combined_hard_shift,robust_tube_mpc,0,192,0.04167,0.78432,0.40997,0.50036,0.80953,0.21961,0.09162,0.07068,0.90104,0.08188,0.33774,0.41260,-0.70437
combined_hard_shift,robust_tube_mpc,1,192,0.06250,0.76588,0.37630,0.47904,0.81925,0.21445,0.09413,0.08912,0.90681,0.08324,0.33264,0.39149,-0.65468
combined_hard_shift,robust_tube_mpc,2,192,0.07292,0.73585,0.36514,0.47198,0.77791,0.20604,0.12461,0.11915,0.87742,0.08447,0.33339,0.38417,-0.62084
combined_hard_shift,robust_tube_mpc,3,192,0.06771,0.79429,0.41592,0.47061,0.81971,0.22240,0.09755,0.06071,0.91313,0.08262,0.33789,0.41663,-0.68217
combined_hard_shift,robust_tube_mpc,4,192,0.08854,0.79030,0.42857,0.47135,0.83626,0.22128,0.10806,0.06470,0.91481,0.08034,0.33876,0.42469,-0.66884
combined_hard_shift,robust_tube_mpc,5,192,0.04167,0.76939,0.36775,0.48845,0.81937,0.21543,0.08405,0.08561,0.94252,0.08018,0.32759,0.38447,-0.67507
combined_hard_shift,robust_tube_mpc,6,192,0.05729,0.76336,0.39081,0.46237,0.78661,0.21374,0.09584,0.09164,0.91016,0.08365,0.33458,0.39898,-0.66247
combined_hard_shift,robust_tube_mpc,7,192,0.06250,0.78203,0.42950,0.45737,0.84467,0.21897,0.10339,0.07297,0.90718,0.08303,0.32856,0.42265,-0.68961
combined_hard_shift,robust_tube_mpc,8,192,0.05729,0.78327,0.39546,0.47244,0.80750,0.21932,0.09571,0.07173,0.95033,0.08249,0.34874,0.40555,-0.67916
combined_hard_shift,robust_tube_mpc,9,192,0.06250,0.78049,0.41890,0.46845,0.79233,0.21854,0.08233,0.07451,0.91109,0.08013,0.33990,0.41733,-0.68163
combined_hard_shift,scalar_gain_calibration,0,192,0.11979,0.73890,0.33352,0.40780,0.93606,0.20689,0.12954,0.11610,0.91797,0.10732,0.36272,0.36858,-0.56388
combined_hard_shift,scalar_gain_calibration,1,192,0.13021,0.71225,0.30041,0.39883,0.93088,0.19943,0.14999,0.14275,0.89397,0.10753,0.37614,0.35102,-0.52245
combined_hard_shift,scalar_gain_calibration,2,192,0.06771,0.72322,0.32347,0.39570,0.89321,0.20250,0.11249,0.13178,0.87556,0.10516,0.37986,0.36495,-0.59796
combined_hard_shift,scalar_gain_calibration,3,192,0.03646,0.75056,0.37853,0.39081,0.92609,0.21016,0.09999,0.10444,0.91276,0.10776,0.38057,0.39856,-0.67512
combined_hard_shift,scalar_gain_calibration,4,192,0.07292,0.74595,0.36365,0.39050,0.96165,0.20887,0.11102,0.10905,0.89937,0.10360,0.36640,0.38799,-0.62923
combined_hard_shift,scalar_gain_calibration,5,192,0.04167,0.75550,0.38225,0.40171,0.95869,0.21154,0.10629,0.09950,0.91871,0.10413,0.36578,0.39908,-0.67737
combined_hard_shift,scalar_gain_calibration,6,192,0.08333,0.75210,0.34561,0.37892,0.93535,0.21059,0.11873,0.10290,0.91295,0.10539,0.35135,0.37480,-0.60621
combined_hard_shift,scalar_gain_calibration,7,192,0.07292,0.75262,0.38095,0.37887,0.96274,0.21073,0.09843,0.10238,0.88653,0.10561,0.37131,0.39903,-0.63951
combined_hard_shift,scalar_gain_calibration,8,192,0.04167,0.76310,0.37853,0.39335,0.95057,0.21367,0.09957,0.09190,0.92318,0.10615,0.37133,0.39749,-0.67668
combined_hard_shift,scalar_gain_calibration,9,192,0.05208,0.74164,0.35286,0.38219,0.91126,0.20766,0.10250,0.11336,0.92076,0.10693,0.36904,0.38123,-0.63839
combined_hard_shift,unscented_kalman_fault_observer,0,192,0.08854,0.72623,0.32906,0.40820,1.08092,0.20334,0.13929,0.12877,0.89416,0.11998,0.13323,0.32903,-0.57985
combined_hard_shift,unscented_kalman_fault_observer,1,192,0.08333,0.72133,0.32887,0.36906,1.07871,0.20197,0.12573,0.13367,0.89546,0.12248,0.12600,0.32801,-0.57624
combined_hard_shift,unscented_kalman_fault_observer,2,192,0.13021,0.70282,0.32701,0.37705,1.06483,0.19679,0.17987,0.15218,0.84710,0.12283,0.13453,0.32901,-0.51957
combined_hard_shift,unscented_kalman_fault_observer,3,192,0.10417,0.75509,0.38430,0.38356,1.10565,0.21143,0.11432,0.09991,0.91481,0.11690,0.12703,0.36156,-0.60543
combined_hard_shift,unscented_kalman_fault_observer,4,192,0.06771,0.74779,0.37519,0.37095,1.11458,0.20938,0.12288,0.10721,0.88467,0.11254,0.12993,0.35744,-0.63110
combined_hard_shift,unscented_kalman_fault_observer,5,192,0.08333,0.71846,0.33371,0.39721,1.08066,0.20117,0.13680,0.13654,0.88802,0.12114,0.13763,0.33307,-0.58316
combined_hard_shift,unscented_kalman_fault_observer,6,192,0.05208,0.72533,0.33017,0.37504,1.09010,0.20309,0.12433,0.12967,0.88709,0.12142,0.12949,0.32872,-0.61133
combined_hard_shift,unscented_kalman_fault_observer,7,192,0.08854,0.74223,0.35900,0.34927,1.11479,0.20782,0.13895,0.11277,0.90811,0.11853,0.12304,0.34608,-0.59628
combined_hard_shift,unscented_kalman_fault_observer,8,192,0.11458,0.74203,0.37016,0.38391,1.08979,0.20777,0.15672,0.11297,0.90160,0.11707,0.12828,0.35287,-0.58021
combined_hard_shift,unscented_kalman_fault_observer,9,192,0.07812,0.71999,0.33761,0.36748,1.07136,0.20160,0.13699,0.13501,0.88114,0.11714,0.12938,0.33344,-0.58461
deadzone_saturation_shift,adaptive_mpc,0,192,0.07292,0.69872,0.27939,0.16468,1.05549,0.19564,0.13696,0.15628,0.92020,0.08683,0.16680,0.27947,-0.52001
deadzone_saturation_shift,adaptive_mpc,1,192,0.09375,0.71560,0.30227,0.18861,1.01343,0.20037,0.13392,0.13940,0.93731,0.08495,0.16099,0.29265,-0.51955
deadzone_saturation_shift,adaptive_mpc,2,192,0.04688,0.72735,0.30339,0.16844,1.03881,0.20366,0.12243,0.12765,0.96522,0.08547,0.16651,0.29298,-0.57222
deadzone_saturation_shift,adaptive_mpc,3,192,0.08854,0.72549,0.32738,0.17564,1.02761,0.20314,0.12351,0.12951,0.93136,0.08428,0.16323,0.30709,-0.54177
deadzone_saturation_shift,adaptive_mpc,4,192,0.06771,0.71328,0.31120,0.17566,1.07330,0.19972,0.12599,0.14172,0.93973,0.08540,0.16516,0.29823,-0.55313
deadzone_saturation_shift,adaptive_mpc,5,192,0.11458,0.70881,0.28702,0.17641,1.00721,0.19847,0.14865,0.14619,0.92764,0.08591,0.16836,0.28420,-0.48499
deadzone_saturation_shift,adaptive_mpc,6,192,0.06250,0.71466,0.29464,0.17455,1.05140,0.20011,0.12985,0.14034,0.94382,0.08524,0.16948,0.28909,-0.54790
deadzone_saturation_shift,adaptive_mpc,7,192,0.07812,0.70220,0.29278,0.18111,1.01837,0.19662,0.12550,0.15280,0.93843,0.08533,0.16280,0.28611,-0.52426
deadzone_saturation_shift,adaptive_mpc,8,192,0.11458,0.69531,0.28609,0.18481,1.00362,0.19469,0.15645,0.15969,0.90885,0.08503,0.17346,0.28443,-0.47993
deadzone_saturation_shift,adaptive_mpc,9,192,0.06250,0.70812,0.25874,0.18360,1.02240,0.19827,0.12093,0.14688,0.96336,0.08650,0.17024,0.26746,-0.52508
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,0,192,0.04167,0.75240,0.37556,0.17223,0.90234,0.21067,0.10489,0.10260,0.93322,0.06172,0.18409,0.34214,-0.61749
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,1,192,0.04688,0.76221,0.37686,0.19138,0.84895,0.21342,0.08628,0.09279,0.94196,0.06292,0.19249,0.34362,-0.61655
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,2,192,0.05208,0.78150,0.39900,0.17636,0.87401,0.21882,0.10331,0.07350,0.96447,0.06143,0.19458,0.35692,-0.63225
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,3,192,0.05729,0.77968,0.39844,0.18133,0.86441,0.21831,0.10711,0.07532,0.94661,0.06213,0.19349,0.35725,-0.62493
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,4,192,0.06771,0.76162,0.38542,0.17105,0.89770,0.21325,0.10801,0.09338,0.93713,0.06193,0.19400,0.34934,-0.60095
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,5,192,0.05208,0.75478,0.37630,0.18891,0.85279,0.21134,0.10796,0.10022,0.93843,0.06213,0.19432,0.34310,-0.60820
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,6,192,0.02083,0.77328,0.38300,0.17254,0.89674,0.21652,0.08516,0.08172,0.96466,0.06176,0.18446,0.34631,-0.65167
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,7,192,0.08333,0.73328,0.34096,0.17833,0.85673,0.20532,0.11506,0.12172,0.93136,0.06367,0.20191,0.32354,-0.54751
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,8,192,0.07812,0.75348,0.37630,0.18851,0.85390,0.21098,0.13817,0.10152,0.93099,0.06374,0.20053,0.34486,-0.58176
deadzone_saturation_shift,control_barrier_fault_tolerant_mpc,9,192,0.08333,0.75194,0.35770,0.18612,0.86381,0.21054,0.11760,0.10306,0.96075,0.06268,0.20251,0.33356,-0.56756
deadzone_saturation_shift,domain_randomized_policy,0,192,0.04688,0.73075,0.33984,0.26838,0.86690,0.20461,0.09707,0.12425,0.94922,0.07411,0.56268,0.37965,-0.62756
deadzone_saturation_shift,domain_randomized_policy,1,192,0.05729,0.72683,0.30450,0.27434,0.78694,0.20351,0.10504,0.12817,0.93750,0.07171,0.59778,0.36311,-0.59190
deadzone_saturation_shift,domain_randomized_policy,2,192,0.04688,0.76772,0.35510,0.26982,0.85560,0.21496,0.08522,0.08728,0.97489,0.07202,0.54649,0.38589,-0.64929
deadzone_saturation_shift,domain_randomized_policy,3,192,0.05729,0.74381,0.33687,0.26671,0.83248,0.20827,0.08547,0.11119,0.94680,0.07258,0.57786,0.37978,-0.61817
deadzone_saturation_shift,domain_randomized_policy,4,192,0.05729,0.74938,0.35007,0.26762,0.87808,0.20983,0.08781,0.10562,0.95499,0.07427,0.58457,0.38933,-0.63266
deadzone_saturation_shift,domain_randomized_policy,5,192,0.05208,0.72693,0.31101,0.26868,0.80393,0.20354,0.09259,0.12807,0.94494,0.07206,0.57222,0.36331,-0.59977
deadzone_saturation_shift,domain_randomized_policy,6,192,0.04688,0.74102,0.31845,0.26425,0.85676,0.20748,0.09143,0.11398,0.96763,0.07392,0.56094,0.36614,-0.61835
deadzone_saturation_shift,domain_randomized_policy,7,192,0.05729,0.72670,0.31027,0.26474,0.82034,0.20347,0.09242,0.12830,0.94159,0.07221,0.56199,0.36060,-0.59372
deadzone_saturation_shift,domain_randomized_policy,8,192,0.05208,0.73169,0.31827,0.26847,0.80043,0.20487,0.10130,0.12331,0.94345,0.07199,0.56968,0.36722,-0.60509
deadzone_saturation_shift,domain_randomized_policy,9,192,0.01562,0.75403,0.31622,0.26947,0.81993,0.21113,0.06031,0.10097,0.98828,0.07138,0.58399,0.36899,-0.65396
deadzone_saturation_shift,latent_asymmetry_belief_policy_v5,0,192,0.14062,0.67798,0.26823,0.16126,1.19201,0.18983,0.19607,0.17702,0.90978,0.09197,0.08374,0.25921,-0.44147
deadzone_saturation_shift,latent_asymmetry_belief_policy_v5,1,192,0.16146,0.68410,0.27846,0.21301,1.13834,0.19155,0.19624,0.17090,0.88765,0.09785,0.09496,0.26697,-0.43233
deadzone_saturation_shift,latent_asymmetry_belief_policy_v5,2,192,0.12500,0.70452,0.28646,0.18981,1.16219,0.19727,0.18102,0.15048,0.93359,0.09229,0.09109,0.27195,-0.48142
deadzone_saturation_shift,latent_asymmetry_belief_policy_v5,3,192,0.13542,0.69595,0.29669,0.18781,1.15250,0.19487,0.19841,0.15905,0.89360,0.09120,0.08822,0.27705,-0.47013
deadzone_saturation_shift,latent_asymmetry_belief_policy_v5,4,192,0.15625,0.69238,0.28441,0.18280,1.18887,0.19387,0.18109,0.16262,0.91090,0.08925,0.08707,0.26969,-0.44394
deadzone_saturation_shift,latent_asymmetry_belief_policy_v5,5,192,0.17188,0.67404,0.26321,0.18350,1.15041,0.18873,0.20303,0.18096,0.89825,0.09532,0.08638,0.25662,-0.40564
deadzone_saturation_shift,latent_asymmetry_belief_policy_v5,6,192,0.14062,0.68524,0.27325,0.18648,1.17358,0.19187,0.19881,0.16976,0.90216,0.09027,0.08664,0.26228,-0.44933
deadzone_saturation_shift,latent_asymmetry_belief_policy_v5,7,192,0.17708,0.66093,0.24163,0.19699,1.14679,0.18506,0.21195,0.19407,0.88411,0.09524,0.08953,0.24396,-0.38447
deadzone_saturation_shift,latent_asymmetry_belief_policy_v5,8,192,0.13542,0.68141,0.27530,0.19269,1.14931,0.19079,0.19088,0.17359,0.89621,0.09360,0.08702,0.26403,-0.45307
deadzone_saturation_shift,latent_asymmetry_belief_policy_v5,9,192,0.14062,0.68301,0.25037,0.21089,1.15901,0.19124,0.19235,0.17199,0.91481,0.09663,0.09349,0.25032,-0.43931
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,0,192,0.16146,0.64736,0.24498,0.16711,1.20655,0.18126,0.20713,0.20764,0.87202,0.10023,0.10614,0.24862,-0.39775
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,1,192,0.16146,0.66013,0.25632,0.20982,1.16272,0.18484,0.19070,0.19487,0.88653,0.10580,0.10584,0.25522,-0.41311
