split,task,seed,episode_id,method,task_success,tracking_error,final_error,safety_violation,actuator_energy,adaptation_regret,asymmetry_error,calibration_error,success_probability,true_gain_gap,deadzone_gap,latency
combined_hard_shift,pivot_alignment,1,8,full_latent_asymmetry_policy_state,0,0.99027,0.72072,0.73333,1.71031,0.21786,0.05547,0.02000,0.02000,0.47913,0.00163,2
combined_hard_shift,pivot_alignment,1,8,minus_persistent_latent_memory,0,0.97922,0.69283,0.63333,1.66740,0.21543,0.16582,0.02000,0.02000,0.47913,0.00163,2
combined_hard_shift,pivot_alignment,1,8,minus_sign_specific_asymmetry,0,0.85505,0.63782,0.36667,1.68975,0.18811,0.06699,0.02000,0.02000,0.47913,0.00163,2
combined_hard_shift,pivot_alignment,1,8,minus_deadzone_saturation_state,0,0.88226,0.60276,0.43333,1.66604,0.19410,0.06256,0.02000,0.02000,0.47913,0.00163,2
combined_hard_shift,pivot_alignment,1,8,minus_online_residual_update,0,0.77834,0.50882,0.30000,1.62190,0.17124,0.17391,0.02000,0.02000,0.47913,0.00163,2
combined_hard_shift,pivot_alignment,1,8,scalar_only_latent_gain,0,0.83440,0.54830,0.46667,1.55847,0.18357,0.07478,0.02000,0.02000,0.47913,0.00163,2
combined_hard_shift,pivot_alignment,1,8,no_safety_aware_action_clipping,0,0.60537,0.35082,0.23333,1.44464,0.13318,0.11577,0.02000,0.02000,0.47913,0.00163,2
combined_hard_shift,pivot_alignment,1,9,full_latent_asymmetry_policy_state,0,0.70409,0.53340,0.00000,1.05095,0.15490,0.40937,0.02000,0.02000,0.45871,0.11442,1
combined_hard_shift,pivot_alignment,1,9,minus_persistent_latent_memory,0,0.50412,0.52738,0.00000,0.58611,0.11091,0.32500,0.05079,0.05079,0.45871,0.11442,1
combined_hard_shift,pivot_alignment,1,9,minus_sign_specific_asymmetry,1,0.51345,0.22482,0.00000,0.65834,0.11296,0.24010,0.60044,0.39956,0.45871,0.11442,1
combined_hard_shift,pivot_alignment,1,9,minus_deadzone_saturation_state,1,0.45705,0.26045,0.00000,0.58935,0.10055,0.16423,0.61465,0.38535,0.45871,0.11442,1
combined_hard_shift,pivot_alignment,1,9,minus_online_residual_update,0,0.72473,0.58329,0.00000,0.92209,0.15944,0.35428,0.02000,0.02000,0.45871,0.11442,1
combined_hard_shift,pivot_alignment,1,9,scalar_only_latent_gain,0,0.70302,0.62407,0.00000,0.84896,0.15467,0.20145,0.02000,0.02000,0.45871,0.11442,1
combined_hard_shift,pivot_alignment,1,9,no_safety_aware_action_clipping,0,0.52118,0.28322,0.03333,1.00650,0.11466,0.45358,0.24484,0.24484,0.45871,0.11442,1
combined_hard_shift,pivot_alignment,1,10,full_latent_asymmetry_policy_state,1,0.33879,0.25758,0.00000,0.86396,0.07453,0.61123,0.49808,0.50192,0.50827,0.12984,2
combined_hard_shift,pivot_alignment,1,10,minus_persistent_latent_memory,0,0.51025,0.57003,0.00000,0.86382,0.11225,0.37636,0.02000,0.02000,0.50827,0.12984,2
combined_hard_shift,pivot_alignment,1,10,minus_sign_specific_asymmetry,0,0.29030,0.04604,0.00000,0.77477,0.06387,0.61417,0.69726,0.69726,0.50827,0.12984,2
combined_hard_shift,pivot_alignment,1,10,minus_deadzone_saturation_state,0,0.19262,0.13535,0.00000,0.56815,0.04238,0.76890,0.64530,0.64530,0.50827,0.12984,2
combined_hard_shift,pivot_alignment,1,10,minus_online_residual_update,0,0.30768,0.28045,0.00000,0.70067,0.06769,0.35239,0.41780,0.41780,0.50827,0.12984,2
combined_hard_shift,pivot_alignment,1,10,scalar_only_latent_gain,1,0.20856,0.09998,0.00000,0.48751,0.04588,0.74507,0.31482,0.68518,0.50827,0.12984,2
combined_hard_shift,pivot_alignment,1,10,no_safety_aware_action_clipping,0,0.45746,0.31402,0.00000,1.30148,0.10064,0.46846,0.23924,0.23924,0.50827,0.12984,2
combined_hard_shift,pivot_alignment,1,11,full_latent_asymmetry_policy_state,0,0.93728,0.65869,0.56667,1.62739,0.20620,0.10674,0.02000,0.02000,0.78492,0.00846,1
combined_hard_shift,pivot_alignment,1,11,minus_persistent_latent_memory,0,0.86968,0.85222,0.40000,1.47122,0.19133,0.11230,0.02000,0.02000,0.78492,0.00846,1
combined_hard_shift,pivot_alignment,1,11,minus_sign_specific_asymmetry,0,0.71269,0.31150,0.23333,1.37986,0.15679,0.07351,0.02000,0.02000,0.78492,0.00846,1
combined_hard_shift,pivot_alignment,1,11,minus_deadzone_saturation_state,0,0.88090,0.31452,0.66667,1.52123,0.19380,0.09532,0.02000,0.02000,0.78492,0.00846,1
combined_hard_shift,pivot_alignment,1,11,minus_online_residual_update,0,0.72837,0.36276,0.36667,1.31661,0.16024,0.14554,0.02000,0.02000,0.78492,0.00846,1
combined_hard_shift,pivot_alignment,1,11,scalar_only_latent_gain,0,0.76939,0.83109,0.26667,1.42811,0.16927,0.11023,0.02000,0.02000,0.78492,0.00846,1
combined_hard_shift,pivot_alignment,1,11,no_safety_aware_action_clipping,0,0.62749,0.40477,0.43333,1.57271,0.13805,0.08818,0.02000,0.02000,0.78492,0.00846,1
combined_hard_shift,pivot_alignment,1,12,full_latent_asymmetry_policy_state,0,0.64352,0.47529,0.03333,1.07051,0.14158,0.76954,0.08298,0.08298,0.57345,0.04896,2
combined_hard_shift,pivot_alignment,1,12,minus_persistent_latent_memory,0,0.65783,0.47490,0.20000,1.01258,0.14472,0.41129,0.02000,0.02000,0.57345,0.04896,2
combined_hard_shift,pivot_alignment,1,12,minus_sign_specific_asymmetry,0,0.81120,0.76024,0.20000,1.01623,0.17846,0.79543,0.02000,0.02000,0.57345,0.04896,2
combined_hard_shift,pivot_alignment,1,12,minus_deadzone_saturation_state,0,0.86186,0.81316,0.30000,1.12741,0.18961,0.70643,0.02000,0.02000,0.57345,0.04896,2
combined_hard_shift,pivot_alignment,1,12,minus_online_residual_update,0,0.58514,0.26199,0.10000,0.98703,0.12873,0.34636,0.24087,0.24087,0.57345,0.04896,2
combined_hard_shift,pivot_alignment,1,12,scalar_only_latent_gain,0,0.67341,0.42603,0.03333,1.14178,0.14815,0.76739,0.04428,0.04428,0.57345,0.04896,2
combined_hard_shift,pivot_alignment,1,12,no_safety_aware_action_clipping,0,0.80519,0.81692,0.66667,1.60069,0.17714,0.60384,0.02000,0.02000,0.57345,0.04896,2
combined_hard_shift,pivot_alignment,1,13,full_latent_asymmetry_policy_state,0,0.84817,0.75626,0.23333,1.00107,0.18660,0.19263,0.02000,0.02000,0.64430,0.07849,2
combined_hard_shift,pivot_alignment,1,13,minus_persistent_latent_memory,0,0.92813,0.52263,0.76667,0.97307,0.20419,0.30978,0.02000,0.02000,0.64430,0.07849,2
combined_hard_shift,pivot_alignment,1,13,minus_sign_specific_asymmetry,0,0.91146,0.59718,0.56667,1.01851,0.20052,0.25232,0.02000,0.02000,0.64430,0.07849,2
combined_hard_shift,pivot_alignment,1,13,minus_deadzone_saturation_state,0,0.93149,0.65085,0.60000,0.90274,0.20493,0.33796,0.02000,0.02000,0.64430,0.07849,2
combined_hard_shift,pivot_alignment,1,13,minus_online_residual_update,1,0.68779,0.32176,0.26667,1.00783,0.15131,0.32177,0.98000,0.02000,0.64430,0.07849,2
combined_hard_shift,pivot_alignment,1,13,scalar_only_latent_gain,0,0.61110,0.34785,0.16667,1.27958,0.13444,0.40685,0.06777,0.06777,0.64430,0.07849,2
combined_hard_shift,pivot_alignment,1,13,no_safety_aware_action_clipping,0,0.81545,0.43083,0.43333,1.47693,0.17940,0.37920,0.02000,0.02000,0.64430,0.07849,2
combined_hard_shift,pivot_alignment,1,14,full_latent_asymmetry_policy_state,0,0.55250,0.29571,0.00000,0.91123,0.12155,0.22834,0.36434,0.36434,0.62508,0.04648,1
combined_hard_shift,pivot_alignment,1,14,minus_persistent_latent_memory,0,0.67823,0.42889,0.00000,0.67452,0.14921,0.31332,0.08858,0.08858,0.62508,0.04648,1
combined_hard_shift,pivot_alignment,1,14,minus_sign_specific_asymmetry,1,0.46573,0.39234,0.00000,0.68102,0.10246,0.35360,0.77943,0.22057,0.62508,0.04648,1
combined_hard_shift,pivot_alignment,1,14,minus_deadzone_saturation_state,0,0.54003,0.15503,0.00000,0.97775,0.11881,0.25743,0.45159,0.45159,0.62508,0.04648,1
combined_hard_shift,pivot_alignment,1,14,minus_online_residual_update,0,0.57957,0.60206,0.00000,0.69292,0.12750,0.27096,0.02000,0.02000,0.62508,0.04648,1
combined_hard_shift,pivot_alignment,1,14,scalar_only_latent_gain,0,0.59067,0.57376,0.00000,0.90335,0.12995,0.55507,0.02000,0.02000,0.62508,0.04648,1
combined_hard_shift,pivot_alignment,1,14,no_safety_aware_action_clipping,1,0.41890,0.17174,0.00000,0.86746,0.09216,0.19246,0.55064,0.44936,0.62508,0.04648,1
combined_hard_shift,pivot_alignment,1,15,full_latent_asymmetry_policy_state,0,0.61630,0.26966,0.10000,1.34043,0.13559,0.06078,0.27752,0.27752,0.79172,0.00222,1
combined_hard_shift,pivot_alignment,1,15,minus_persistent_latent_memory,0,0.91127,0.58653,0.60000,1.41972,0.20048,0.15021,0.02000,0.02000,0.79172,0.00222,1
combined_hard_shift,pivot_alignment,1,15,minus_sign_specific_asymmetry,0,0.73466,0.45233,0.43333,1.52609,0.16163,0.07583,0.02000,0.02000,0.79172,0.00222,1
combined_hard_shift,pivot_alignment,1,15,minus_deadzone_saturation_state,0,0.67226,0.29830,0.23333,0.91211,0.14790,0.12157,0.07927,0.07927,0.79172,0.00222,1
combined_hard_shift,pivot_alignment,1,15,minus_online_residual_update,0,0.75329,0.66899,0.36667,1.34087,0.16572,0.13438,0.02000,0.02000,0.79172,0.00222,1
combined_hard_shift,pivot_alignment,1,15,scalar_only_latent_gain,0,0.67520,0.56538,0.06667,0.92079,0.14854,0.14900,0.02000,0.02000,0.79172,0.00222,1
combined_hard_shift,pivot_alignment,1,15,no_safety_aware_action_clipping,0,0.51400,0.24272,0.06667,1.52692,0.11308,0.09374,0.24276,0.24276,0.79172,0.00222,1
combined_hard_shift,pivot_alignment,1,16,full_latent_asymmetry_policy_state,1,0.53870,0.29065,0.00000,1.33619,0.11851,0.05148,0.64939,0.35061,0.54422,0.03830,1
combined_hard_shift,pivot_alignment,1,16,minus_persistent_latent_memory,0,0.69908,0.57967,0.00000,1.46786,0.15380,0.14124,0.02000,0.02000,0.54422,0.03830,1
combined_hard_shift,pivot_alignment,1,16,minus_sign_specific_asymmetry,0,0.74013,0.82871,0.00000,1.58448,0.16283,0.06758,0.02000,0.02000,0.54422,0.03830,1
combined_hard_shift,pivot_alignment,1,16,minus_deadzone_saturation_state,0,0.55386,0.34704,0.00000,1.27124,0.12185,0.07186,0.20159,0.20159,0.54422,0.03830,1
combined_hard_shift,pivot_alignment,1,16,minus_online_residual_update,0,0.69453,0.51045,0.00000,1.47072,0.15280,0.15518,0.02000,0.02000,0.54422,0.03830,1
combined_hard_shift,pivot_alignment,1,16,scalar_only_latent_gain,0,0.62196,0.43383,0.00000,1.40619,0.13683,0.09394,0.06248,0.06248,0.54422,0.03830,1
combined_hard_shift,pivot_alignment,1,16,no_safety_aware_action_clipping,0,0.64203,0.43538,0.33333,1.72417,0.14125,0.05049,0.02000,0.02000,0.54422,0.03830,1
combined_hard_shift,pivot_alignment,1,17,full_latent_asymmetry_policy_state,0,0.81686,0.36967,0.46667,1.04693,0.17971,0.34017,0.02000,0.02000,0.52888,0.09081,2
combined_hard_shift,pivot_alignment,1,17,minus_persistent_latent_memory,0,0.71856,0.39500,0.23333,0.96269,0.15808,0.19520,0.02000,0.02000,0.52888,0.09081,2
combined_hard_shift,pivot_alignment,1,17,minus_sign_specific_asymmetry,1,0.55916,0.16172,0.10000,0.95097,0.12302,0.18327,0.62773,0.37227,0.52888,0.09081,2
combined_hard_shift,pivot_alignment,1,17,minus_deadzone_saturation_state,0,0.99323,1.00034,0.93333,1.35219,0.21851,0.26787,0.02000,0.02000,0.52888,0.09081,2
combined_hard_shift,pivot_alignment,1,17,minus_online_residual_update,0,0.66597,0.64831,0.10000,0.83141,0.14651,0.21520,0.02000,0.02000,0.52888,0.09081,2
combined_hard_shift,pivot_alignment,1,17,scalar_only_latent_gain,0,0.82723,0.83291,0.23333,0.88488,0.18199,0.33708,0.02000,0.02000,0.52888,0.09081,2
combined_hard_shift,pivot_alignment,1,17,no_safety_aware_action_clipping,0,0.80663,0.44592,0.60000,1.41305,0.17746,0.18898,0.02000,0.02000,0.52888,0.09081,2
combined_hard_shift,pivot_alignment,1,18,full_latent_asymmetry_policy_state,1,0.48023,0.17465,0.00000,1.27176,0.10565,0.05752,0.48410,0.51590,0.56172,0.06017,2
combined_hard_shift,pivot_alignment,1,18,minus_persistent_latent_memory,0,0.68139,0.62271,0.00000,1.26376,0.14990,0.16994,0.02000,0.02000,0.56172,0.06017,2
combined_hard_shift,pivot_alignment,1,18,minus_sign_specific_asymmetry,0,0.78150,0.66044,0.03333,1.43702,0.17193,0.10899,0.02000,0.02000,0.56172,0.06017,2
combined_hard_shift,pivot_alignment,1,18,minus_deadzone_saturation_state,0,0.61427,0.26281,0.16667,1.24984,0.13514,0.08418,0.16857,0.16857,0.56172,0.06017,2
combined_hard_shift,pivot_alignment,1,18,minus_online_residual_update,0,0.39985,0.01813,0.00000,0.95224,0.08797,0.17943,0.67354,0.67354,0.56172,0.06017,2
combined_hard_shift,pivot_alignment,1,18,scalar_only_latent_gain,0,0.57236,0.42138,0.00000,1.22635,0.12592,0.08050,0.10880,0.10880,0.56172,0.06017,2
combined_hard_shift,pivot_alignment,1,18,no_safety_aware_action_clipping,0,0.54787,0.48565,0.00000,1.00677,0.12053,0.20325,0.02000,0.02000,0.56172,0.06017,2
combined_hard_shift,pivot_alignment,1,19,full_latent_asymmetry_policy_state,1,0.50725,0.27788,0.00000,0.76864,0.11160,0.46962,0.58706,0.41294,0.80700,0.02147,1
combined_hard_shift,pivot_alignment,1,19,minus_persistent_latent_memory,0,0.67046,0.26153,0.03333,0.58753,0.14750,0.33366,0.27288,0.27288,0.80700,0.02147,1
combined_hard_shift,pivot_alignment,1,19,minus_sign_specific_asymmetry,1,0.63067,0.24881,0.00000,0.69611,0.13875,0.41382,0.68024,0.31976,0.80700,0.02147,1
combined_hard_shift,pivot_alignment,1,19,minus_deadzone_saturation_state,0,0.62510,0.36548,0.00000,0.55125,0.13752,0.29903,0.19312,0.19312,0.80700,0.02147,1
combined_hard_shift,pivot_alignment,1,19,minus_online_residual_update,0,0.65920,0.61329,0.00000,0.69104,0.14502,0.36127,0.02000,0.02000,0.80700,0.02147,1
combined_hard_shift,pivot_alignment,1,19,scalar_only_latent_gain,0,0.66332,0.46640,0.00000,0.67049,0.14593,0.33296,0.05083,0.05083,0.80700,0.02147,1
combined_hard_shift,pivot_alignment,1,19,no_safety_aware_action_clipping,0,0.55500,0.43413,0.00000,0.82424,0.12210,0.31577,0.08518,0.08518,0.80700,0.02147,1
combined_hard_shift,pivot_alignment,1,20,full_latent_asymmetry_policy_state,0,0.70684,0.67725,0.00000,0.92684,0.15550,0.14858,0.02000,0.02000,0.79723,0.00505,2
combined_hard_shift,pivot_alignment,1,20,minus_persistent_latent_memory,0,0.86252,0.81859,0.30000,0.79527,0.18976,0.14047,0.02000,0.02000,0.79723,0.00505,2
combined_hard_shift,pivot_alignment,1,20,minus_sign_specific_asymmetry,0,0.77150,0.64457,0.13333,0.90346,0.16973,0.10677,0.02000,0.02000,0.79723,0.00505,2
combined_hard_shift,pivot_alignment,1,20,minus_deadzone_saturation_state,0,0.64257,0.65556,0.00000,0.76665,0.14136,0.10763,0.02000,0.02000,0.79723,0.00505,2
combined_hard_shift,pivot_alignment,1,20,minus_online_residual_update,0,0.47935,0.27629,0.00000,0.74913,0.10546,0.14284,0.34770,0.34770,0.79723,0.00505,2
combined_hard_shift,pivot_alignment,1,20,scalar_only_latent_gain,0,0.63006,0.54650,0.03333,0.80425,0.13861,0.13285,0.02000,0.02000,0.79723,0.00505,2
combined_hard_shift,pivot_alignment,1,20,no_safety_aware_action_clipping,0,0.50950,0.36791,0.00000,0.82821,0.11209,0.13270,0.18219,0.18219,0.79723,0.00505,2
combined_hard_shift,pivot_alignment,1,21,full_latent_asymmetry_policy_state,0,0.82767,0.91165,0.16667,1.37988,0.18209,0.45537,0.02000,0.02000,0.52023,0.07852,1
combined_hard_shift,pivot_alignment,1,21,minus_persistent_latent_memory,0,0.76473,0.62414,0.10000,1.41575,0.16824,0.34157,0.02000,0.02000,0.52023,0.07852,1
combined_hard_shift,pivot_alignment,1,21,minus_sign_specific_asymmetry,0,0.54985,0.37146,0.00000,1.08158,0.12097,0.61381,0.18584,0.18584,0.52023,0.07852,1
combined_hard_shift,pivot_alignment,1,21,minus_deadzone_saturation_state,0,0.77868,0.69592,0.06667,1.36794,0.17131,0.45444,0.02000,0.02000,0.52023,0.07852,1
combined_hard_shift,pivot_alignment,1,21,minus_online_residual_update,0,0.51749,0.39794,0.00000,1.17443,0.11385,0.34854,0.16262,0.16262,0.52023,0.07852,1
combined_hard_shift,pivot_alignment,1,21,scalar_only_latent_gain,0,0.47735,0.39648,0.00000,0.90363,0.10502,0.84523,0.19745,0.19745,0.52023,0.07852,1
combined_hard_shift,pivot_alignment,1,21,no_safety_aware_action_clipping,1,0.40886,0.16570,0.00000,1.04037,0.08995,0.63503,0.54967,0.45033,0.52023,0.07852,1
combined_hard_shift,pivot_alignment,1,22,full_latent_asymmetry_policy_state,0,0.73262,0.55930,0.33333,1.66049,0.16118,0.05975,0.02000,0.02000,0.69533,0.02336,2
combined_hard_shift,pivot_alignment,1,22,minus_persistent_latent_memory,0,0.60583,0.28671,0.16667,1.32305,0.13328,0.14224,0.13952,0.13952,0.69533,0.02336,2
combined_hard_shift,pivot_alignment,1,22,minus_sign_specific_asymmetry,0,0.89474,0.68538,0.60000,1.64603,0.19684,0.05485,0.02000,0.02000,0.69533,0.02336,2
combined_hard_shift,pivot_alignment,1,22,minus_deadzone_saturation_state,0,0.62929,0.30258,0.13333,1.25534,0.13844,0.06654,0.13667,0.13667,0.69533,0.02336,2
combined_hard_shift,pivot_alignment,1,22,minus_online_residual_update,0,0.67719,0.34506,0.06667,1.53512,0.14898,0.13426,0.09296,0.09296,0.69533,0.02336,2
combined_hard_shift,pivot_alignment,1,22,scalar_only_latent_gain,0,0.60964,0.34551,0.13333,1.37104,0.13412,0.09098,0.08732,0.08732,0.69533,0.02336,2
combined_hard_shift,pivot_alignment,1,22,no_safety_aware_action_clipping,1,0.48665,0.06505,0.23333,1.40039,0.10706,0.07460,0.63684,0.36316,0.69533,0.02336,2
combined_hard_shift,pivot_alignment,1,23,full_latent_asymmetry_policy_state,0,0.46584,0.18846,0.00000,1.13817,0.10249,0.32114,0.51368,0.51368,0.67966,0.01668,1
combined_hard_shift,pivot_alignment,1,23,minus_persistent_latent_memory,0,0.46220,0.24849,0.00000,0.74365,0.10168,0.32990,0.38804,0.38804,0.67966,0.01668,1
combined_hard_shift,pivot_alignment,1,23,minus_sign_specific_asymmetry,0,0.53773,0.26686,0.00000,0.85378,0.11830,0.28729,0.32803,0.32803,0.67966,0.01668,1
combined_hard_shift,pivot_alignment,1,23,minus_deadzone_saturation_state,0,0.59142,0.30934,0.06667,0.73618,0.13011,0.22880,0.21908,0.21908,0.67966,0.01668,1
combined_hard_shift,pivot_alignment,1,23,minus_online_residual_update,1,0.59470,0.34136,0.03333,0.73327,0.13083,0.33787,0.79824,0.20176,0.67966,0.01668,1
combined_hard_shift,pivot_alignment,1,23,scalar_only_latent_gain,0,0.57639,0.57624,0.00000,0.79762,0.12681,0.31451,0.02000,0.02000,0.67966,0.01668,1
combined_hard_shift,pivot_alignment,1,23,no_safety_aware_action_clipping,0,0.53242,0.42212,0.00000,1.20118,0.11713,0.28176,0.08621,0.08621,0.67966,0.01668,1
combined_hard_shift,pivot_alignment,1,24,full_latent_asymmetry_policy_state,0,0.55757,0.36586,0.00000,1.13749,0.12266,0.18690,0.26586,0.26586,0.73171,0.04259,2
combined_hard_shift,pivot_alignment,1,24,minus_persistent_latent_memory,0,0.73686,0.64781,0.00000,0.95086,0.16211,0.09119,0.02000,0.02000,0.73171,0.04259,2
combined_hard_shift,pivot_alignment,1,24,minus_sign_specific_asymmetry,0,0.71734,0.56669,0.03333,1.10111,0.15782,0.27424,0.02000,0.02000,0.73171,0.04259,2
combined_hard_shift,pivot_alignment,1,24,minus_deadzone_saturation_state,1,0.45801,0.07308,0.00000,0.86505,0.10076,0.26115,0.41050,0.58950,0.73171,0.04259,2
combined_hard_shift,pivot_alignment,1,24,minus_online_residual_update,0,0.60455,0.17474,0.03333,1.11142,0.13300,0.09589,0.37155,0.37155,0.73171,0.04259,2
combined_hard_shift,pivot_alignment,1,24,scalar_only_latent_gain,0,0.46027,0.33350,0.00000,0.81228,0.10126,0.42885,0.28441,0.28441,0.73171,0.04259,2
combined_hard_shift,pivot_alignment,1,24,no_safety_aware_action_clipping,0,0.58461,0.38435,0.36667,1.34425,0.12861,0.16808,0.02000,0.02000,0.73171,0.04259,2
combined_hard_shift,pivot_alignment,1,25,full_latent_asymmetry_policy_state,0,0.52149,0.33237,0.10000,0.97380,0.11473,0.65810,0.26535,0.26535,0.74280,0.04315,1
combined_hard_shift,pivot_alignment,1,25,minus_persistent_latent_memory,0,0.88135,0.78158,0.56667,1.05727,0.19390,0.42444,0.02000,0.02000,0.74280,0.04315,1
combined_hard_shift,pivot_alignment,1,25,minus_sign_specific_asymmetry,0,0.80087,0.71677,0.23333,0.93610,0.17619,0.43990,0.02000,0.02000,0.74280,0.04315,1
combined_hard_shift,pivot_alignment,1,25,minus_deadzone_saturation_state,0,0.71989,0.52625,0.16667,0.83711,0.15838,0.50195,0.02000,0.02000,0.74280,0.04315,1
combined_hard_shift,pivot_alignment,1,25,minus_online_residual_update,0,0.81256,0.77594,0.33333,0.92296,0.17876,0.36211,0.02000,0.02000,0.74280,0.04315,1
combined_hard_shift,pivot_alignment,1,25,scalar_only_latent_gain,0,0.79172,0.70390,0.20000,1.03916,0.17418,0.87622,0.02000,0.02000,0.74280,0.04315,1
combined_hard_shift,pivot_alignment,1,25,no_safety_aware_action_clipping,0,0.78053,0.50410,0.30000,1.39480,0.17172,0.64265,0.02000,0.02000,0.74280,0.04315,1
combined_hard_shift,pivot_alignment,1,26,full_latent_asymmetry_policy_state,0,0.41786,0.39938,0.00000,1.32949,0.09193,0.41186,0.27346,0.27346,0.77071,0.06280,1
combined_hard_shift,pivot_alignment,1,26,minus_persistent_latent_memory,0,0.31983,0.13786,0.00000,0.84483,0.07036,0.37323,0.57231,0.57231,0.77071,0.06280,1
combined_hard_shift,pivot_alignment,1,26,minus_sign_specific_asymmetry,0,0.52122,0.58335,0.00000,1.05563,0.11467,0.34838,0.02000,0.02000,0.77071,0.06280,1
combined_hard_shift,pivot_alignment,1,26,minus_deadzone_saturation_state,0,0.25494,0.18145,0.00000,0.58350,0.05609,0.52412,0.56381,0.56381,0.77071,0.06280,1
combined_hard_shift,pivot_alignment,1,26,minus_online_residual_update,1,0.30456,0.36315,0.00000,0.65167,0.06700,0.38911,0.67554,0.32446,0.77071,0.06280,1
combined_hard_shift,pivot_alignment,1,26,scalar_only_latent_gain,0,0.45552,0.31376,0.00000,1.18862,0.10022,0.50681,0.28712,0.28712,0.77071,0.06280,1
combined_hard_shift,pivot_alignment,1,26,no_safety_aware_action_clipping,0,0.39520,0.31676,0.00000,1.39508,0.08694,0.38636,0.25653,0.25653,0.77071,0.06280,1
combined_hard_shift,pivot_alignment,1,27,full_latent_asymmetry_policy_state,0,0.86328,0.84497,0.46667,1.02233,0.18992,0.13935,0.02000,0.02000,0.60900,0.02080,1
combined_hard_shift,pivot_alignment,1,27,minus_persistent_latent_memory,0,0.61986,0.42597,0.00000,0.56884,0.13637,0.18659,0.12288,0.12288,0.60900,0.02080,1
combined_hard_shift,pivot_alignment,1,27,minus_sign_specific_asymmetry,0,0.68484,0.41582,0.16667,0.78914,0.15067,0.05345,0.02000,0.02000,0.60900,0.02080,1
combined_hard_shift,pivot_alignment,1,27,minus_deadzone_saturation_state,0,0.80838,0.67481,0.36667,0.80889,0.17784,0.21213,0.02000,0.02000,0.60900,0.02080,1
combined_hard_shift,pivot_alignment,1,27,minus_online_residual_update,0,0.53455,0.51934,0.13333,0.60402,0.11760,0.20020,0.02000,0.02000,0.60900,0.02080,1
combined_hard_shift,pivot_alignment,1,27,scalar_only_latent_gain,0,0.81100,0.70939,0.10000,1.12727,0.17842,0.14766,0.02000,0.02000,0.60900,0.02080,1
combined_hard_shift,pivot_alignment,1,27,no_safety_aware_action_clipping,0,0.90256,0.72947,0.63333,0.97706,0.19856,0.28340,0.02000,0.02000,0.60900,0.02080,1
combined_hard_shift,pivot_alignment,1,28,full_latent_asymmetry_policy_state,1,0.15149,0.16962,0.00000,0.57305,0.03333,0.76477,0.29815,0.70185,0.78145,0.00231,1
combined_hard_shift,pivot_alignment,1,28,minus_persistent_latent_memory,1,0.26527,0.27252,0.00000,0.52293,0.05836,0.44420,0.54436,0.45564,0.78145,0.00231,1
combined_hard_shift,pivot_alignment,1,28,minus_sign_specific_asymmetry,1,0.14371,0.06810,0.00000,0.30624,0.03162,0.75853,0.23908,0.76092,0.78145,0.00231,1
combined_hard_shift,pivot_alignment,1,28,minus_deadzone_saturation_state,1,0.22271,0.01654,0.00000,0.43176,0.04900,0.60817,0.21896,0.78104,0.78145,0.00231,1
combined_hard_shift,pivot_alignment,1,28,minus_online_residual_update,0,0.48942,0.62655,0.00000,0.76454,0.10767,0.43752,0.02000,0.02000,0.78145,0.00231,1
combined_hard_shift,pivot_alignment,1,28,scalar_only_latent_gain,1,0.31606,0.12814,0.00000,0.62405,0.06953,0.72781,0.40140,0.59860,0.78145,0.00231,1
combined_hard_shift,pivot_alignment,1,28,no_safety_aware_action_clipping,1,0.12283,0.07979,0.00000,0.74375,0.02702,0.77563,0.31037,0.68963,0.78145,0.00231,1
combined_hard_shift,pivot_alignment,1,29,full_latent_asymmetry_policy_state,1,0.58279,0.25149,0.00000,0.81184,0.12821,0.05219,0.59025,0.40975,0.62368,0.09226,2
combined_hard_shift,pivot_alignment,1,29,minus_persistent_latent_memory,0,0.59039,0.40002,0.00000,0.63141,0.12989,0.13745,0.16213,0.16213,0.62368,0.09226,2
combined_hard_shift,pivot_alignment,1,29,minus_sign_specific_asymmetry,0,0.68191,0.57800,0.00000,0.82621,0.15002,0.06602,0.02000,0.02000,0.62368,0.09226,2
combined_hard_shift,pivot_alignment,1,29,minus_deadzone_saturation_state,0,0.57407,0.21832,0.00000,0.70771,0.12629,0.08361,0.37881,0.37881,0.62368,0.09226,2
combined_hard_shift,pivot_alignment,1,29,minus_online_residual_update,0,0.64544,0.37338,0.00000,0.71233,0.14200,0.15438,0.16559,0.16559,0.62368,0.09226,2
combined_hard_shift,pivot_alignment,1,29,scalar_only_latent_gain,0,0.74020,0.63459,0.00000,0.89343,0.16284,0.16339,0.02000,0.02000,0.62368,0.09226,2
combined_hard_shift,pivot_alignment,1,29,no_safety_aware_action_clipping,0,0.70287,0.45305,0.03333,0.96854,0.15463,0.05386,0.02000,0.02000,0.62368,0.09226,2
combined_hard_shift,pivot_alignment,1,30,full_latent_asymmetry_policy_state,0,0.36144,0.28386,0.00000,0.93947,0.07952,0.47254,0.45687,0.45687,0.79469,0.09477,1
combined_hard_shift,pivot_alignment,1,30,minus_persistent_latent_memory,0,0.43889,0.50626,0.00000,0.59672,0.09656,0.06234,0.10247,0.10247,0.79469,0.09477,1
combined_hard_shift,pivot_alignment,1,30,minus_sign_specific_asymmetry,1,0.29033,0.08337,0.00000,0.60034,0.06387,0.14819,0.33634,0.66366,0.79469,0.09477,1
