split,task,seed,episode_id,method,task_success,tracking_error,final_error,safety_violation,actuator_energy,adaptation_regret,asymmetry_error,calibration_error,success_probability,true_gain_gap,deadzone_gap,latency
combined_hard_shift,corridor_tracking,0,9,minus_persistent_latent_memory,0,1.19839,1.30636,0.86667,1.19502,0.26365,0.36198,0.02000,0.02000,0.64223,0.00145,1
combined_hard_shift,corridor_tracking,0,9,minus_sign_specific_asymmetry,0,0.85303,0.74013,0.13333,1.21725,0.18767,0.40822,0.02000,0.02000,0.64223,0.00145,1
combined_hard_shift,corridor_tracking,0,9,minus_deadzone_saturation_state,0,0.65909,0.44778,0.06667,1.17320,0.14500,0.47014,0.02000,0.02000,0.64223,0.00145,1
combined_hard_shift,corridor_tracking,0,9,minus_online_residual_update,0,1.02208,0.91941,0.36667,1.25292,0.22486,0.33077,0.02000,0.02000,0.64223,0.00145,1
combined_hard_shift,corridor_tracking,0,9,scalar_only_latent_gain,0,1.06534,0.93672,0.53333,1.15472,0.23438,0.49659,0.02000,0.02000,0.64223,0.00145,1
combined_hard_shift,corridor_tracking,0,9,no_safety_aware_action_clipping,0,0.96819,0.77189,1.00000,1.72894,0.21300,0.31419,0.02000,0.02000,0.64223,0.00145,1
combined_hard_shift,corridor_tracking,0,10,full_latent_asymmetry_policy_state,0,0.62744,0.32236,0.00000,1.50570,0.13804,0.08993,0.26575,0.26575,0.69383,0.07955,1
combined_hard_shift,corridor_tracking,0,10,minus_persistent_latent_memory,0,0.90453,0.86170,0.00000,1.47750,0.19900,0.11460,0.02000,0.02000,0.69383,0.07955,1
combined_hard_shift,corridor_tracking,0,10,minus_sign_specific_asymmetry,0,0.65284,0.49852,0.00000,1.39696,0.14362,0.17038,0.02000,0.02000,0.69383,0.07955,1
combined_hard_shift,corridor_tracking,0,10,minus_deadzone_saturation_state,0,0.70921,0.41477,0.00000,1.39164,0.15603,0.16190,0.04921,0.04921,0.69383,0.07955,1
combined_hard_shift,corridor_tracking,0,10,minus_online_residual_update,0,0.62205,0.45655,0.00000,1.34604,0.13685,0.14207,0.03925,0.03925,0.69383,0.07955,1
combined_hard_shift,corridor_tracking,0,10,scalar_only_latent_gain,1,0.46309,0.30782,0.00000,0.96773,0.10188,0.39939,0.69578,0.30422,0.69383,0.07955,1
combined_hard_shift,corridor_tracking,0,10,no_safety_aware_action_clipping,0,0.54334,0.28429,0.26667,1.46262,0.11953,0.10983,0.05524,0.05524,0.69383,0.07955,1
combined_hard_shift,corridor_tracking,0,11,full_latent_asymmetry_policy_state,0,0.87590,0.88934,0.03333,1.42320,0.19270,0.31905,0.02000,0.02000,0.74709,0.03743,2
combined_hard_shift,corridor_tracking,0,11,minus_persistent_latent_memory,0,0.94973,0.88120,0.13333,1.45473,0.20894,0.33933,0.02000,0.02000,0.74709,0.03743,2
combined_hard_shift,corridor_tracking,0,11,minus_sign_specific_asymmetry,0,0.98096,0.67214,0.40000,1.52865,0.21581,0.33077,0.02000,0.02000,0.74709,0.03743,2
combined_hard_shift,corridor_tracking,0,11,minus_deadzone_saturation_state,0,0.74950,0.45991,0.13333,1.34956,0.16489,0.34207,0.02000,0.02000,0.74709,0.03743,2
combined_hard_shift,corridor_tracking,0,11,minus_online_residual_update,0,0.83734,0.51630,0.03333,1.43275,0.18421,0.34254,0.02000,0.02000,0.74709,0.03743,2
combined_hard_shift,corridor_tracking,0,11,scalar_only_latent_gain,0,0.72713,0.39662,0.06667,1.40716,0.15997,0.36949,0.02000,0.02000,0.74709,0.03743,2
combined_hard_shift,corridor_tracking,0,11,no_safety_aware_action_clipping,0,0.93405,0.78581,1.00000,2.06627,0.20549,0.40478,0.02000,0.02000,0.74709,0.03743,2
combined_hard_shift,corridor_tracking,0,12,full_latent_asymmetry_policy_state,0,0.76499,0.69617,0.00000,1.16846,0.16830,0.34811,0.02000,0.02000,0.57316,0.01302,2
combined_hard_shift,corridor_tracking,0,12,minus_persistent_latent_memory,0,0.57905,0.37285,0.00000,0.97179,0.12739,0.10128,0.17853,0.17853,0.57316,0.01302,2
combined_hard_shift,corridor_tracking,0,12,minus_sign_specific_asymmetry,0,0.63589,0.25577,0.00000,1.06828,0.13990,0.24809,0.28702,0.28702,0.57316,0.01302,2
combined_hard_shift,corridor_tracking,0,12,minus_deadzone_saturation_state,1,0.65224,0.21474,0.00000,0.83695,0.14349,0.09432,0.65755,0.34245,0.57316,0.01302,2
combined_hard_shift,corridor_tracking,0,12,minus_online_residual_update,0,0.76947,0.84326,0.00000,1.21223,0.16928,0.11132,0.02000,0.02000,0.57316,0.01302,2
combined_hard_shift,corridor_tracking,0,12,scalar_only_latent_gain,0,0.68178,0.46863,0.00000,0.90340,0.14999,0.34048,0.02647,0.02647,0.57316,0.01302,2
combined_hard_shift,corridor_tracking,0,12,no_safety_aware_action_clipping,0,0.45360,0.31335,0.03333,1.16405,0.09979,0.22508,0.22822,0.22822,0.57316,0.01302,2
combined_hard_shift,corridor_tracking,0,13,full_latent_asymmetry_policy_state,1,0.60851,0.26473,0.00000,0.74598,0.13387,0.24585,0.61272,0.38728,0.61516,0.06369,1
combined_hard_shift,corridor_tracking,0,13,minus_persistent_latent_memory,0,0.81220,0.60409,0.00000,1.14514,0.17868,0.33415,0.02000,0.02000,0.61516,0.06369,1
combined_hard_shift,corridor_tracking,0,13,minus_sign_specific_asymmetry,0,0.81501,0.65156,0.00000,1.07858,0.17930,0.24608,0.02000,0.02000,0.61516,0.06369,1
combined_hard_shift,corridor_tracking,0,13,minus_deadzone_saturation_state,0,0.62437,0.50976,0.00000,0.71654,0.13736,0.24308,0.02000,0.02000,0.61516,0.06369,1
combined_hard_shift,corridor_tracking,0,13,minus_online_residual_update,1,0.42348,0.38081,0.00000,0.55182,0.09316,0.32461,0.74033,0.25967,0.61516,0.06369,1
combined_hard_shift,corridor_tracking,0,13,scalar_only_latent_gain,0,0.56847,0.38013,0.00000,0.54094,0.12506,0.54646,0.20023,0.20023,0.61516,0.06369,1
combined_hard_shift,corridor_tracking,0,13,no_safety_aware_action_clipping,0,0.54701,0.04340,0.00000,0.70492,0.12034,0.26555,0.55674,0.55674,0.61516,0.06369,1
combined_hard_shift,corridor_tracking,0,14,full_latent_asymmetry_policy_state,0,0.20649,0.21316,0.00000,0.49264,0.04543,0.06422,0.63219,0.63219,0.50371,0.01406,2
combined_hard_shift,corridor_tracking,0,14,minus_persistent_latent_memory,1,0.25280,0.12652,0.00000,0.33125,0.05562,0.14138,0.35535,0.64465,0.50371,0.01406,2
combined_hard_shift,corridor_tracking,0,14,minus_sign_specific_asymmetry,1,0.25580,0.31358,0.00000,0.41223,0.05628,0.12560,0.58219,0.41781,0.50371,0.01406,2
combined_hard_shift,corridor_tracking,0,14,minus_deadzone_saturation_state,1,0.26370,0.16467,0.00000,0.44933,0.05801,0.12606,0.41203,0.58797,0.50371,0.01406,2
combined_hard_shift,corridor_tracking,0,14,minus_online_residual_update,0,0.42978,0.57199,0.00000,0.59032,0.09455,0.14126,0.02913,0.02913,0.50371,0.01406,2
combined_hard_shift,corridor_tracking,0,14,scalar_only_latent_gain,0,0.55730,0.58929,0.00000,0.60373,0.12261,0.18663,0.02000,0.02000,0.50371,0.01406,2
combined_hard_shift,corridor_tracking,0,14,no_safety_aware_action_clipping,1,0.29774,0.07152,0.00000,0.59243,0.06550,0.09544,0.36499,0.63501,0.50371,0.01406,2
combined_hard_shift,corridor_tracking,0,15,full_latent_asymmetry_policy_state,0,0.37412,0.14993,0.00000,1.05347,0.08231,0.55528,0.60275,0.60275,0.68782,0.09140,1
combined_hard_shift,corridor_tracking,0,15,minus_persistent_latent_memory,0,0.62521,0.38366,0.00000,1.23548,0.13755,0.39047,0.13056,0.13056,0.68782,0.09140,1
combined_hard_shift,corridor_tracking,0,15,minus_sign_specific_asymmetry,0,0.38183,0.23282,0.00000,0.92250,0.08400,0.69093,0.42956,0.42956,0.68782,0.09140,1
combined_hard_shift,corridor_tracking,0,15,minus_deadzone_saturation_state,0,0.74521,0.59309,0.00000,1.46685,0.16395,0.47835,0.02000,0.02000,0.68782,0.09140,1
combined_hard_shift,corridor_tracking,0,15,minus_online_residual_update,0,0.60595,0.50886,0.00000,1.31485,0.13331,0.36381,0.02000,0.02000,0.68782,0.09140,1
combined_hard_shift,corridor_tracking,0,15,scalar_only_latent_gain,0,0.54915,0.45772,0.00000,1.20831,0.12081,0.70494,0.07674,0.07674,0.68782,0.09140,1
combined_hard_shift,corridor_tracking,0,15,no_safety_aware_action_clipping,0,0.59629,0.42674,0.00000,1.57267,0.13118,0.47630,0.03164,0.03164,0.68782,0.09140,1
combined_hard_shift,corridor_tracking,0,16,full_latent_asymmetry_policy_state,0,0.41630,0.28882,0.00000,0.98232,0.09158,0.41731,0.42540,0.42540,0.68011,0.04889,2
combined_hard_shift,corridor_tracking,0,16,minus_persistent_latent_memory,0,0.54411,0.60745,0.00000,0.85811,0.11970,0.40880,0.02000,0.02000,0.68011,0.04889,2
combined_hard_shift,corridor_tracking,0,16,minus_sign_specific_asymmetry,0,0.53828,0.41271,0.00000,1.09847,0.11842,0.44179,0.14101,0.14101,0.68011,0.04889,2
combined_hard_shift,corridor_tracking,0,16,minus_deadzone_saturation_state,0,0.73132,0.63714,0.00000,1.24419,0.16089,0.32265,0.02000,0.02000,0.68011,0.04889,2
combined_hard_shift,corridor_tracking,0,16,minus_online_residual_update,0,0.61310,0.69497,0.00000,1.09756,0.13488,0.36066,0.02000,0.02000,0.68011,0.04889,2
combined_hard_shift,corridor_tracking,0,16,scalar_only_latent_gain,0,0.55370,0.48079,0.00000,0.92894,0.12181,0.56717,0.06438,0.06438,0.68011,0.04889,2
combined_hard_shift,corridor_tracking,0,16,no_safety_aware_action_clipping,0,0.64040,0.44012,0.20000,1.34430,0.14089,0.41039,0.02000,0.02000,0.68011,0.04889,2
combined_hard_shift,corridor_tracking,0,17,full_latent_asymmetry_policy_state,0,0.37908,0.04579,0.00000,1.02015,0.08340,0.12861,0.72555,0.72555,0.75519,0.02276,1
combined_hard_shift,corridor_tracking,0,17,minus_persistent_latent_memory,0,0.51416,0.32276,0.00000,0.87443,0.11311,0.12675,0.27073,0.27073,0.75519,0.02276,1
combined_hard_shift,corridor_tracking,0,17,minus_sign_specific_asymmetry,0,0.57291,0.43704,0.00000,1.25842,0.12604,0.10362,0.08817,0.08817,0.75519,0.02276,1
combined_hard_shift,corridor_tracking,0,17,minus_deadzone_saturation_state,0,0.64756,0.36218,0.00000,1.33329,0.14246,0.10751,0.14065,0.14065,0.75519,0.02276,1
combined_hard_shift,corridor_tracking,0,17,minus_online_residual_update,0,0.53647,0.48501,0.00000,1.09007,0.11802,0.13232,0.05697,0.05697,0.75519,0.02276,1
combined_hard_shift,corridor_tracking,0,17,scalar_only_latent_gain,0,0.59741,0.43177,0.00000,1.11114,0.13143,0.11004,0.09293,0.09293,0.75519,0.02276,1
combined_hard_shift,corridor_tracking,0,17,no_safety_aware_action_clipping,0,0.51347,0.27847,0.00000,1.13951,0.11296,0.07467,0.26738,0.26738,0.75519,0.02276,1
combined_hard_shift,corridor_tracking,0,18,full_latent_asymmetry_policy_state,1,0.50883,0.50194,0.00000,0.84448,0.11194,0.09059,0.85667,0.14333,0.69409,0.13347,1
combined_hard_shift,corridor_tracking,0,18,minus_persistent_latent_memory,0,0.50631,0.43760,0.00000,0.60914,0.11139,0.12603,0.15443,0.15443,0.69409,0.13347,1
combined_hard_shift,corridor_tracking,0,18,minus_sign_specific_asymmetry,0,0.76713,0.44245,0.00000,1.32869,0.16877,0.09987,0.02000,0.02000,0.69409,0.13347,1
combined_hard_shift,corridor_tracking,0,18,minus_deadzone_saturation_state,0,0.60767,0.50934,0.00000,0.81021,0.13369,0.15880,0.02000,0.02000,0.69409,0.13347,1
combined_hard_shift,corridor_tracking,0,18,minus_online_residual_update,0,0.60890,0.36059,0.00000,0.84615,0.13396,0.14631,0.18800,0.18800,0.69409,0.13347,1
combined_hard_shift,corridor_tracking,0,18,scalar_only_latent_gain,0,0.71793,0.52132,0.00000,0.86947,0.15794,0.10428,0.02000,0.02000,0.69409,0.13347,1
combined_hard_shift,corridor_tracking,0,18,no_safety_aware_action_clipping,0,0.67429,0.61680,0.00000,1.31261,0.14834,0.09552,0.02000,0.02000,0.69409,0.13347,1
combined_hard_shift,corridor_tracking,0,19,full_latent_asymmetry_policy_state,0,0.80358,0.59001,0.00000,1.08091,0.17679,0.22777,0.02000,0.02000,0.81850,0.04934,2
combined_hard_shift,corridor_tracking,0,19,minus_persistent_latent_memory,0,0.94273,0.89257,0.10000,1.33480,0.20740,0.33571,0.02000,0.02000,0.81850,0.04934,2
combined_hard_shift,corridor_tracking,0,19,minus_sign_specific_asymmetry,0,0.71663,0.39526,0.00000,1.29788,0.15766,0.26543,0.07474,0.07474,0.81850,0.04934,2
combined_hard_shift,corridor_tracking,0,19,minus_deadzone_saturation_state,0,0.73176,0.62876,0.00000,1.18964,0.16099,0.26223,0.02000,0.02000,0.81850,0.04934,2
combined_hard_shift,corridor_tracking,0,19,minus_online_residual_update,0,0.64062,0.35688,0.00000,1.07104,0.14094,0.34068,0.16556,0.16556,0.81850,0.04934,2
combined_hard_shift,corridor_tracking,0,19,scalar_only_latent_gain,0,0.68112,0.29672,0.00000,1.24305,0.14985,0.32638,0.20921,0.20921,0.81850,0.04934,2
combined_hard_shift,corridor_tracking,0,19,no_safety_aware_action_clipping,1,0.46702,0.08670,0.00000,0.76926,0.10274,0.24558,0.46460,0.53540,0.81850,0.04934,2
combined_hard_shift,corridor_tracking,0,20,full_latent_asymmetry_policy_state,0,0.78713,0.54893,0.00000,1.13229,0.17317,0.51353,0.02000,0.02000,0.66800,0.07142,2
combined_hard_shift,corridor_tracking,0,20,minus_persistent_latent_memory,0,0.51465,0.46016,0.00000,0.78776,0.11322,0.06037,0.11359,0.11359,0.66800,0.07142,2
combined_hard_shift,corridor_tracking,0,20,minus_sign_specific_asymmetry,1,0.57438,0.32744,0.00000,0.76652,0.12636,0.21008,0.75362,0.24638,0.66800,0.07142,2
combined_hard_shift,corridor_tracking,0,20,minus_deadzone_saturation_state,0,0.84890,0.90855,0.00000,0.85706,0.18676,0.18430,0.02000,0.02000,0.66800,0.07142,2
combined_hard_shift,corridor_tracking,0,20,minus_online_residual_update,0,0.80984,0.81783,0.00000,0.98581,0.17816,0.06433,0.02000,0.02000,0.66800,0.07142,2
combined_hard_shift,corridor_tracking,0,20,scalar_only_latent_gain,0,0.63617,0.40922,0.00000,0.67737,0.13996,0.13589,0.12929,0.12929,0.66800,0.07142,2
combined_hard_shift,corridor_tracking,0,20,no_safety_aware_action_clipping,0,0.63272,0.52103,0.00000,1.23023,0.13920,0.36103,0.02000,0.02000,0.66800,0.07142,2
combined_hard_shift,corridor_tracking,0,21,full_latent_asymmetry_policy_state,1,0.41086,0.16661,0.00000,0.99697,0.09039,0.15975,0.42898,0.57102,0.62801,0.00038,2
combined_hard_shift,corridor_tracking,0,21,minus_persistent_latent_memory,0,0.60712,0.43554,0.00000,0.88456,0.13357,0.10300,0.09799,0.09799,0.62801,0.00038,2
combined_hard_shift,corridor_tracking,0,21,minus_sign_specific_asymmetry,0,0.63060,0.39824,0.00000,1.09520,0.13873,0.37533,0.11951,0.11951,0.62801,0.00038,2
combined_hard_shift,corridor_tracking,0,21,minus_deadzone_saturation_state,0,0.73386,0.67273,0.00000,1.16810,0.16145,0.24353,0.02000,0.02000,0.62801,0.00038,2
combined_hard_shift,corridor_tracking,0,21,minus_online_residual_update,0,0.85213,0.57393,0.00000,1.11494,0.18747,0.10917,0.02000,0.02000,0.62801,0.00038,2
combined_hard_shift,corridor_tracking,0,21,scalar_only_latent_gain,0,0.48307,0.34232,0.00000,0.90545,0.10628,0.39236,0.25884,0.25884,0.62801,0.00038,2
combined_hard_shift,corridor_tracking,0,21,no_safety_aware_action_clipping,0,0.62483,0.46803,0.13333,1.23697,0.13746,0.39432,0.02000,0.02000,0.62801,0.00038,2
combined_hard_shift,corridor_tracking,0,22,full_latent_asymmetry_policy_state,0,1.04168,0.70101,0.60000,1.23540,0.22917,0.34676,0.02000,0.02000,0.60640,0.00973,2
combined_hard_shift,corridor_tracking,0,22,minus_persistent_latent_memory,0,0.74673,0.63366,0.00000,0.81661,0.16428,0.36142,0.02000,0.02000,0.60640,0.00973,2
