split,reference,metric,mean_diff,ci95_diff,lower95_diff,upper95_diff,seeds
hard_aggregate,latent_asymmetry_policy_state_v4,adaptation_regret,0.00373,0.00155,0.00218,0.00528,10
hard_aggregate,latent_asymmetry_policy_state_v4,constraint_margin,-0.01332,0.00552,-0.01884,-0.00780,10
hard_aggregate,latent_asymmetry_policy_state_v4,robust_utility,0.00707,0.01990,-0.01283,0.02697,10
hard_aggregate,nominal_policy,task_success,0.05608,0.01041,0.04567,0.06649,10
hard_aggregate,nominal_policy,tracking_error,-0.00025,0.00495,-0.00519,0.00470,10
hard_aggregate,nominal_policy,safety_violation,0.01642,0.00767,0.00875,0.02408,10
hard_aggregate,nominal_policy,asymmetry_error,-0.29370,0.00424,-0.29795,-0.28946,10
hard_aggregate,nominal_policy,actuator_energy,0.13933,0.00702,0.13232,0.14635,10
hard_aggregate,nominal_policy,adaptation_regret,-0.00007,0.00138,-0.00145,0.00132,10
hard_aggregate,nominal_policy,constraint_margin,0.00054,0.00495,-0.00441,0.00549,10
hard_aggregate,nominal_policy,robust_utility,0.10530,0.01355,0.09175,0.11885,10
hard_aggregate,online_system_id,task_success,0.03750,0.01545,0.02206,0.05295,10
hard_aggregate,online_system_id,tracking_error,0.00162,0.00393,-0.00230,0.00555,10
hard_aggregate,online_system_id,safety_violation,0.01357,0.00608,0.00750,0.01965,10
hard_aggregate,online_system_id,asymmetry_error,-0.02329,0.00159,-0.02488,-0.02170,10
hard_aggregate,online_system_id,actuator_energy,0.03783,0.00445,0.03338,0.04229,10
hard_aggregate,online_system_id,adaptation_regret,0.00045,0.00110,-0.00065,0.00155,10
hard_aggregate,online_system_id,constraint_margin,-0.00162,0.00393,-0.00555,0.00230,10
hard_aggregate,online_system_id,robust_utility,0.03308,0.01782,0.01526,0.05091,10
hard_aggregate,oracle_asymmetry_state,task_success,-0.03941,0.00960,-0.04901,-0.02981,10
hard_aggregate,oracle_asymmetry_state,tracking_error,0.00997,0.00455,0.00542,0.01453,10
hard_aggregate,oracle_asymmetry_state,safety_violation,-0.00160,0.00716,-0.00876,0.00556,10
hard_aggregate,oracle_asymmetry_state,asymmetry_error,0.00135,0.00149,-0.00014,0.00285,10
hard_aggregate,oracle_asymmetry_state,actuator_energy,-0.06393,0.00420,-0.06813,-0.05972,10
hard_aggregate,oracle_asymmetry_state,adaptation_regret,-0.06623,0.00161,-0.06784,-0.06462,10
hard_aggregate,oracle_asymmetry_state,constraint_margin,-0.00997,0.00455,-0.01453,-0.00542,10
hard_aggregate,oracle_asymmetry_state,robust_utility,-0.04108,0.01310,-0.05418,-0.02798,10
hard_aggregate,recurrent_hidden_state_policy_proxy,task_success,0.02726,0.01366,0.01360,0.04091,10
hard_aggregate,recurrent_hidden_state_policy_proxy,tracking_error,0.00777,0.00503,0.00275,0.01280,10
hard_aggregate,recurrent_hidden_state_policy_proxy,safety_violation,0.01427,0.00851,0.00575,0.02278,10
hard_aggregate,recurrent_hidden_state_policy_proxy,asymmetry_error,-0.01430,0.00166,-0.01596,-0.01264,10
hard_aggregate,recurrent_hidden_state_policy_proxy,actuator_energy,-0.00249,0.00459,-0.00708,0.00211,10
hard_aggregate,recurrent_hidden_state_policy_proxy,adaptation_regret,0.00218,0.00141,0.00077,0.00358,10
hard_aggregate,recurrent_hidden_state_policy_proxy,constraint_margin,-0.00777,0.00503,-0.01280,-0.00275,10
hard_aggregate,recurrent_hidden_state_policy_proxy,robust_utility,0.01990,0.01858,0.00132,0.03848,10
hard_aggregate,robust_l1_adaptive_control,task_success,0.05156,0.00855,0.04301,0.06011,10
hard_aggregate,robust_l1_adaptive_control,tracking_error,-0.03049,0.00530,-0.03580,-0.02519,10
hard_aggregate,robust_l1_adaptive_control,safety_violation,-0.03415,0.00850,-0.04264,-0.02565,10
hard_aggregate,robust_l1_adaptive_control,asymmetry_error,-0.01009,0.00211,-0.01220,-0.00798,10
hard_aggregate,robust_l1_adaptive_control,actuator_energy,0.13309,0.00343,0.12965,0.13652,10
hard_aggregate,robust_l1_adaptive_control,adaptation_regret,-0.00854,0.00149,-0.01003,-0.00705,10
hard_aggregate,robust_l1_adaptive_control,constraint_margin,0.03049,0.00530,0.02519,0.03580,10
hard_aggregate,robust_l1_adaptive_control,robust_utility,0.07572,0.01344,0.06228,0.08916,10
hard_aggregate,robust_tube_mpc,task_success,0.07066,0.00945,0.06121,0.08011,10
hard_aggregate,robust_tube_mpc,tracking_error,-0.04202,0.00413,-0.04615,-0.03788,10
hard_aggregate,robust_tube_mpc,safety_violation,-0.04655,0.00754,-0.05410,-0.03901,10
hard_aggregate,robust_tube_mpc,asymmetry_error,-0.09192,0.00294,-0.09486,-0.08898,10
hard_aggregate,robust_tube_mpc,actuator_energy,0.22269,0.00436,0.21833,0.22705,10
hard_aggregate,robust_tube_mpc,adaptation_regret,-0.01177,0.00116,-0.01292,-0.01061,10
hard_aggregate,robust_tube_mpc,constraint_margin,0.04202,0.00413,0.03788,0.04615,10
hard_aggregate,robust_tube_mpc,robust_utility,0.12450,0.01106,0.11345,0.13556,10
hard_aggregate,scalar_gain_calibration,task_success,0.05816,0.01349,0.04467,0.07165,10
hard_aggregate,scalar_gain_calibration,tracking_error,-0.00915,0.00387,-0.01302,-0.00527,10
hard_aggregate,scalar_gain_calibration,safety_violation,0.00598,0.00675,-0.00077,0.01273,10
hard_aggregate,scalar_gain_calibration,asymmetry_error,-0.03692,0.00313,-0.04005,-0.03378,10
hard_aggregate,scalar_gain_calibration,actuator_energy,0.12034,0.00416,0.11618,0.12450,10
hard_aggregate,scalar_gain_calibration,adaptation_regret,-0.00256,0.00108,-0.00364,-0.00148,10
hard_aggregate,scalar_gain_calibration,constraint_margin,0.00915,0.00387,0.00527,0.01302,10
hard_aggregate,scalar_gain_calibration,robust_utility,0.07027,0.01622,0.05405,0.08649,10
hard_aggregate,unscented_kalman_fault_observer,task_success,0.03177,0.01229,0.01948,0.04406,10
hard_aggregate,unscented_kalman_fault_observer,tracking_error,-0.00044,0.00325,-0.00369,0.00281,10
hard_aggregate,unscented_kalman_fault_observer,safety_violation,0.00363,0.00703,-0.00341,0.01066,10
hard_aggregate,unscented_kalman_fault_observer,asymmetry_error,-0.01692,0.00141,-0.01833,-0.01551,10
hard_aggregate,unscented_kalman_fault_observer,actuator_energy,0.01091,0.00265,0.00827,0.01356,10
hard_aggregate,unscented_kalman_fault_observer,adaptation_regret,-0.00012,0.00091,-0.00103,0.00079,10
hard_aggregate,unscented_kalman_fault_observer,constraint_margin,0.00044,0.00325,-0.00281,0.00369,10
hard_aggregate,unscented_kalman_fault_observer,robust_utility,0.03242,0.01440,0.01802,0.04683,10
