stress_axis,stress_level,method,seed,rows,task_success,tracking_error,safety_violation,asymmetry_error,actuator_energy,adaptation_regret,calibration_error,constraint_margin,recovery_time,control_smoothness,state_uncertainty,risk_score,robust_utility
intermittent_fault,0.4,latent_asymmetry_belief_policy_v5,5,120,0.05833,0.75102,0.38988,0.35143,1.10519,0.21029,0.12386,0.10398,0.88125,0.11616,0.12143,0.36364,-0.64540
intermittent_fault,0.4,latent_asymmetry_belief_policy_v5,6,120,0.10833,0.71513,0.31935,0.33344,1.08272,0.20024,0.16674,0.13987,0.88065,0.11665,0.11978,0.32141,-0.53672
intermittent_fault,0.4,latent_asymmetry_belief_policy_v5,7,120,0.12500,0.73187,0.33631,0.33174,1.09612,0.20492,0.16462,0.12313,0.91875,0.11678,0.12191,0.33063,-0.53918
intermittent_fault,0.4,latent_asymmetry_belief_policy_v5,8,120,0.13333,0.70919,0.32887,0.40099,1.10952,0.19857,0.18923,0.14581,0.85476,0.10910,0.11995,0.32770,-0.52652
intermittent_fault,0.4,latent_asymmetry_belief_policy_v5,9,120,0.11667,0.72855,0.35357,0.33794,1.09686,0.20399,0.14696,0.12645,0.88214,0.11216,0.11943,0.34271,-0.55498
intermittent_fault,0.4,online_system_id,0,120,0.05000,0.73339,0.33155,0.39955,1.03791,0.20535,0.11859,0.12161,0.91220,0.11694,0.16909,0.33618,-0.62154
intermittent_fault,0.4,online_system_id,1,120,0.10000,0.72144,0.33661,0.38572,1.01767,0.20200,0.14470,0.13356,0.90625,0.11912,0.16716,0.33782,-0.56583
intermittent_fault,0.4,online_system_id,2,120,0.05833,0.74728,0.35655,0.37566,1.04770,0.20924,0.12278,0.10772,0.92143,0.11962,0.16342,0.34972,-0.62977
intermittent_fault,0.4,online_system_id,3,120,0.06667,0.74873,0.35685,0.39488,1.05954,0.20964,0.12874,0.10627,0.90863,0.11789,0.16865,0.35321,-0.62580
intermittent_fault,0.4,online_system_id,4,120,0.09167,0.74099,0.34494,0.35794,1.04741,0.20748,0.13492,0.11401,0.91488,0.11962,0.15646,0.34219,-0.58363
intermittent_fault,0.4,online_system_id,5,120,0.06667,0.73041,0.34048,0.39017,1.04744,0.20451,0.13340,0.12459,0.90625,0.12259,0.16655,0.34054,-0.60768
intermittent_fault,0.4,online_system_id,6,120,0.07500,0.70443,0.31518,0.38329,0.99803,0.19724,0.14781,0.15057,0.87470,0.12129,0.17628,0.32802,-0.56915
intermittent_fault,0.4,online_system_id,7,120,0.12500,0.73493,0.31964,0.38717,1.04650,0.20578,0.14870,0.12007,0.90952,0.11988,0.16001,0.32711,-0.53801
intermittent_fault,0.4,online_system_id,8,120,0.09167,0.72455,0.34970,0.43557,1.08343,0.20287,0.14167,0.13045,0.87708,0.11843,0.15986,0.34638,-0.59378
intermittent_fault,0.4,online_system_id,9,120,0.09167,0.72186,0.32500,0.39157,1.04891,0.20212,0.14808,0.13314,0.87917,0.12041,0.17058,0.33295,-0.56966
intermittent_fault,0.4,oracle_asymmetry_state,0,120,0.14167,0.71442,0.34137,0.33392,1.17195,0.27148,0.18585,0.14058,0.87351,0.13505,0.07734,0.32734,-0.51930
intermittent_fault,0.4,oracle_asymmetry_state,1,120,0.15000,0.72175,0.34494,0.32182,1.17823,0.27426,0.16625,0.13325,0.89077,0.12904,0.07308,0.32834,-0.51494
intermittent_fault,0.4,oracle_asymmetry_state,2,120,0.18333,0.71550,0.33125,0.31855,1.18321,0.27189,0.18714,0.13950,0.87917,0.14082,0.07681,0.32086,-0.47089
intermittent_fault,0.4,oracle_asymmetry_state,3,120,0.21667,0.71886,0.34554,0.34809,1.18318,0.27317,0.21914,0.13614,0.86905,0.12886,0.07761,0.33275,-0.45124
intermittent_fault,0.4,oracle_asymmetry_state,4,120,0.15833,0.71757,0.34613,0.31487,1.15562,0.27268,0.17754,0.13743,0.85685,0.13846,0.07635,0.33111,-0.50110
intermittent_fault,0.4,oracle_asymmetry_state,5,120,0.15000,0.75457,0.41399,0.34843,1.18568,0.28674,0.15598,0.10043,0.86369,0.13276,0.07916,0.37279,-0.57052
intermittent_fault,0.4,oracle_asymmetry_state,6,120,0.12500,0.70866,0.30923,0.31129,1.21012,0.26929,0.17534,0.14634,0.87917,0.12374,0.07174,0.30736,-0.51457
intermittent_fault,0.4,oracle_asymmetry_state,7,120,0.20833,0.71664,0.34137,0.32606,1.16427,0.27232,0.20091,0.13836,0.86190,0.14028,0.08062,0.32975,-0.45113
intermittent_fault,0.4,oracle_asymmetry_state,8,120,0.19167,0.69220,0.30952,0.37924,1.17573,0.26304,0.21093,0.16280,0.84554,0.13430,0.08180,0.31009,-0.44906
intermittent_fault,0.4,oracle_asymmetry_state,9,120,0.15000,0.70408,0.34375,0.32740,1.16820,0.26755,0.20467,0.15092,0.85238,0.13269,0.07472,0.32869,-0.50581
intermittent_fault,0.4,robust_l1_adaptive_control,0,120,0.05000,0.78658,0.40000,0.37296,0.93858,0.22024,0.10474,0.06842,0.94256,0.09637,0.14065,0.37355,-0.66773
intermittent_fault,0.4,robust_l1_adaptive_control,1,120,0.06667,0.77710,0.42113,0.37536,0.93065,0.21759,0.10517,0.07790,0.91399,0.09843,0.13686,0.38579,-0.65764
intermittent_fault,0.4,robust_l1_adaptive_control,2,120,0.06667,0.78073,0.41250,0.35391,0.94373,0.21860,0.11318,0.07427,0.91994,0.09772,0.13551,0.38036,-0.65181
intermittent_fault,0.4,robust_l1_adaptive_control,3,120,0.08333,0.78858,0.37738,0.38499,0.96258,0.22080,0.10378,0.06642,0.94256,0.09467,0.13561,0.36182,-0.62544
intermittent_fault,0.4,robust_l1_adaptive_control,4,120,0.06667,0.77315,0.38750,0.35552,0.92998,0.21648,0.10227,0.08185,0.92857,0.09865,0.13735,0.36516,-0.63440
intermittent_fault,0.4,robust_l1_adaptive_control,5,120,0.09167,0.78946,0.42202,0.35757,0.96066,0.22105,0.11011,0.06554,0.94107,0.09439,0.14271,0.38790,-0.63926
intermittent_fault,0.4,robust_l1_adaptive_control,6,120,0.06667,0.76388,0.40476,0.37056,0.93284,0.21389,0.13023,0.09112,0.91667,0.09661,0.14205,0.37728,-0.64337
intermittent_fault,0.4,robust_l1_adaptive_control,7,120,0.12500,0.75065,0.36101,0.35260,0.93061,0.21018,0.14955,0.10435,0.90923,0.10164,0.13428,0.34891,-0.55078
intermittent_fault,0.4,robust_l1_adaptive_control,8,120,0.06667,0.74365,0.35565,0.42030,0.93986,0.20822,0.13324,0.11135,0.90119,0.09871,0.15059,0.34953,-0.61588
intermittent_fault,0.4,robust_l1_adaptive_control,9,120,0.10833,0.74837,0.37976,0.36700,0.94556,0.20954,0.13290,0.10663,0.91994,0.09876,0.13702,0.36069,-0.58186
intermittent_fault,0.4,unscented_kalman_fault_observer,0,120,0.06667,0.73702,0.31577,0.38702,1.07354,0.20636,0.11538,0.11798,0.93958,0.11929,0.13005,0.32096,-0.59639
intermittent_fault,0.4,unscented_kalman_fault_observer,1,120,0.07500,0.73339,0.36458,0.37460,1.07291,0.20535,0.13671,0.12161,0.90000,0.11762,0.12914,0.34995,-0.61058
intermittent_fault,0.4,unscented_kalman_fault_observer,2,120,0.05833,0.73414,0.35060,0.36406,1.07730,0.20556,0.13451,0.12086,0.89345,0.12464,0.13189,0.34068,-0.61790
intermittent_fault,0.4,unscented_kalman_fault_observer,3,120,0.13333,0.75144,0.37024,0.39243,1.10782,0.21040,0.15742,0.10356,0.90655,0.11426,0.12769,0.35399,-0.56795
intermittent_fault,0.4,unscented_kalman_fault_observer,4,120,0.10833,0.73512,0.34970,0.35521,1.05618,0.20583,0.14968,0.11988,0.89315,0.12503,0.13385,0.34211,-0.56476
intermittent_fault,0.4,unscented_kalman_fault_observer,5,120,0.11667,0.74125,0.36399,0.38146,1.09671,0.20755,0.14645,0.11375,0.91131,0.12157,0.12994,0.34938,-0.57514
intermittent_fault,0.4,unscented_kalman_fault_observer,6,120,0.12500,0.71611,0.31458,0.37301,1.08325,0.20051,0.16249,0.13889,0.89405,0.12058,0.13007,0.31946,-0.52565
intermittent_fault,0.4,unscented_kalman_fault_observer,7,120,0.07500,0.73706,0.35417,0.35820,1.09988,0.20638,0.12282,0.11794,0.89554,0.11700,0.11790,0.34166,-0.60422
intermittent_fault,0.4,unscented_kalman_fault_observer,8,120,0.10833,0.71807,0.29524,0.43854,1.10597,0.20106,0.14236,0.13693,0.89643,0.11405,0.12585,0.30762,-0.54391
intermittent_fault,0.4,unscented_kalman_fault_observer,9,120,0.10000,0.72637,0.34643,0.36747,1.08268,0.20338,0.14343,0.12863,0.89018,0.12127,0.12596,0.33889,-0.57132
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,0,120,0.05000,0.81281,0.47054,0.41164,0.83429,0.22759,0.09346,0.04219,0.91845,0.07988,0.20761,0.43387,-0.71984
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,1,120,0.06667,0.80043,0.45685,0.40371,0.81404,0.22412,0.09559,0.05457,0.94494,0.07905,0.21900,0.42597,-0.69039
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,2,120,0.04167,0.78912,0.40387,0.40523,0.81451,0.22095,0.09706,0.06588,0.93661,0.08068,0.21624,0.39488,-0.68015
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,3,120,0.10000,0.77419,0.40595,0.39788,0.82285,0.21677,0.13039,0.08081,0.90119,0.08052,0.20794,0.39473,-0.61436
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,4,120,0.09167,0.78915,0.44137,0.43394,0.83009,0.22096,0.11504,0.06585,0.89940,0.08180,0.21545,0.41706,-0.65546
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,5,120,0.09167,0.81186,0.43006,0.38151,0.85209,0.22732,0.09406,0.04314,0.94732,0.08161,0.20501,0.40944,-0.65249
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,6,120,0.06667,0.78916,0.43988,0.41694,0.81449,0.22097,0.10482,0.06584,0.90685,0.07845,0.20936,0.41513,-0.67559
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,7,120,0.02500,0.79152,0.43929,0.43452,0.81853,0.22163,0.09032,0.06348,0.92292,0.07896,0.22111,0.41535,-0.72280
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,8,120,0.05833,0.75920,0.35982,0.40387,0.82500,0.21258,0.10910,0.09580,0.93661,0.08385,0.21481,0.36653,-0.62768
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,9,120,0.07500,0.77016,0.38274,0.39361,0.84856,0.21565,0.11924,0.08484,0.90744,0.07884,0.22881,0.38478,-0.62786
intermittent_fault,0.6,domain_randomized_policy,0,120,0.08333,0.76783,0.39702,0.71030,0.85622,0.21499,0.11052,0.08717,0.91964,0.09687,0.50187,0.43387,-0.70083
intermittent_fault,0.6,domain_randomized_policy,1,120,0.05000,0.74110,0.38631,0.68766,0.80624,0.20751,0.10753,0.11390,0.90417,0.09567,0.49103,0.42469,-0.70891
intermittent_fault,0.6,domain_randomized_policy,2,120,0.05833,0.75100,0.35714,0.68699,0.81117,0.21028,0.11170,0.10400,0.91220,0.09612,0.49288,0.40864,-0.68814
intermittent_fault,0.6,domain_randomized_policy,3,120,0.06667,0.74705,0.36131,0.70594,0.81147,0.20917,0.10493,0.10795,0.93542,0.09674,0.47590,0.40766,-0.68389
intermittent_fault,0.6,domain_randomized_policy,4,120,0.01667,0.74440,0.35685,0.72092,0.83786,0.20843,0.10678,0.11060,0.89137,0.09350,0.51061,0.41219,-0.73499
intermittent_fault,0.6,domain_randomized_policy,5,120,0.05000,0.76221,0.38036,0.69473,0.84841,0.21342,0.09373,0.09279,0.91548,0.09867,0.46377,0.41871,-0.71606
intermittent_fault,0.6,domain_randomized_policy,6,120,0.04167,0.74250,0.35149,0.70620,0.84279,0.20790,0.10145,0.11250,0.90833,0.09678,0.49230,0.40488,-0.70379
intermittent_fault,0.6,domain_randomized_policy,7,120,0.08333,0.72288,0.35744,0.72115,0.78464,0.20241,0.12888,0.13212,0.87589,0.09781,0.50207,0.40902,-0.65509
intermittent_fault,0.6,domain_randomized_policy,8,120,0.07500,0.73039,0.31667,0.68276,0.80475,0.20451,0.11654,0.12461,0.90774,0.09693,0.50558,0.38597,-0.64014
intermittent_fault,0.6,domain_randomized_policy,9,120,0.09167,0.72835,0.36042,0.68382,0.82181,0.20394,0.12742,0.12665,0.89524,0.09914,0.48783,0.40973,-0.64748
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,0,120,0.15000,0.74783,0.38393,0.37260,1.10758,0.20939,0.16599,0.10717,0.90238,0.11579,0.12522,0.36595,-0.55428
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,1,120,0.12500,0.76294,0.41667,0.31874,1.09522,0.21362,0.13199,0.09206,0.88214,0.11584,0.11486,0.38520,-0.59206
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,2,120,0.16667,0.72681,0.33958,0.34706,1.08046,0.20351,0.18393,0.12819,0.87530,0.11801,0.12322,0.33973,-0.49629
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,3,120,0.08333,0.72637,0.34613,0.34292,1.07422,0.20338,0.16128,0.12863,0.90327,0.11170,0.12205,0.34269,-0.58368
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,4,120,0.15000,0.70956,0.32024,0.38849,1.11665,0.19868,0.17503,0.14544,0.87589,0.11657,0.12472,0.32668,-0.50520
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,5,120,0.08333,0.74029,0.35357,0.33046,1.11887,0.20728,0.15164,0.11471,0.91696,0.11225,0.11998,0.34749,-0.59524
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,6,120,0.12500,0.75788,0.39613,0.33800,1.09592,0.21221,0.15984,0.09712,0.88869,0.11328,0.12024,0.37415,-0.58229
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,7,120,0.10833,0.72358,0.33214,0.38118,1.08900,0.20260,0.14758,0.13142,0.89494,0.11279,0.12429,0.33394,-0.55655
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,8,120,0.14167,0.72057,0.32292,0.34149,1.09775,0.20176,0.17905,0.13443,0.90060,0.11264,0.12340,0.33026,-0.51140
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,9,120,0.12500,0.71192,0.33571,0.35281,1.09422,0.19934,0.16623,0.14308,0.87857,0.10970,0.12850,0.33661,-0.53299
intermittent_fault,0.6,online_system_id,0,120,0.06667,0.75146,0.36518,0.39814,1.06716,0.21041,0.11377,0.10354,0.91071,0.11808,0.17166,0.36164,-0.63312
intermittent_fault,0.6,online_system_id,1,120,0.07500,0.73572,0.36875,0.38344,1.03856,0.20600,0.13514,0.11928,0.89851,0.11789,0.16893,0.36275,-0.61559
intermittent_fault,0.6,online_system_id,2,120,0.09167,0.69904,0.30149,0.38784,1.00448,0.19573,0.14260,0.15596,0.87798,0.12262,0.17560,0.32324,-0.54399
intermittent_fault,0.6,online_system_id,3,120,0.08333,0.71533,0.30744,0.37254,1.03452,0.20029,0.16086,0.13967,0.89881,0.12016,0.16774,0.32667,-0.56222
intermittent_fault,0.6,online_system_id,4,120,0.10833,0.72128,0.33958,0.42501,1.06932,0.20196,0.14020,0.13372,0.88661,0.11629,0.17662,0.34658,-0.56916
intermittent_fault,0.6,online_system_id,5,120,0.05000,0.73394,0.32798,0.37339,1.07088,0.20550,0.09707,0.12106,0.93304,0.12235,0.16173,0.33728,-0.61878
intermittent_fault,0.6,online_system_id,6,120,0.06667,0.75363,0.38214,0.38873,1.05307,0.21102,0.10963,0.10137,0.90595,0.11814,0.16373,0.36992,-0.64018
intermittent_fault,0.6,online_system_id,7,120,0.09167,0.69938,0.31756,0.41486,1.01199,0.19583,0.13841,0.15562,0.88482,0.11982,0.18408,0.33344,-0.55945
intermittent_fault,0.6,online_system_id,8,120,0.09167,0.73257,0.35000,0.37891,1.03560,0.20512,0.15014,0.12243,0.90714,0.12009,0.17641,0.35343,-0.58707
intermittent_fault,0.6,online_system_id,9,120,0.05000,0.72897,0.34643,0.38407,1.09928,0.20411,0.11881,0.12603,0.90268,0.11472,0.16689,0.34920,-0.63026
intermittent_fault,0.6,oracle_asymmetry_state,0,120,0.20000,0.72983,0.38542,0.36943,1.18903,0.27733,0.18110,0.12517,0.87262,0.13369,0.08343,0.36014,-0.49954
intermittent_fault,0.6,oracle_asymmetry_state,1,120,0.17500,0.71656,0.35446,0.32949,1.17587,0.27229,0.20148,0.13844,0.85030,0.13571,0.08229,0.34187,-0.49294
intermittent_fault,0.6,oracle_asymmetry_state,2,120,0.19167,0.69162,0.32827,0.32917,1.15906,0.26281,0.20499,0.16338,0.85149,0.13665,0.08104,0.32474,-0.45068
intermittent_fault,0.6,oracle_asymmetry_state,3,120,0.11667,0.70417,0.32738,0.35080,1.16451,0.26759,0.19214,0.15083,0.86875,0.13626,0.08329,0.32557,-0.53479
intermittent_fault,0.6,oracle_asymmetry_state,4,120,0.16667,0.72059,0.35089,0.37647,1.20197,0.27382,0.18248,0.13441,0.84196,0.14036,0.07955,0.33976,-0.50954
intermittent_fault,0.6,oracle_asymmetry_state,5,120,0.10000,0.73951,0.37351,0.31991,1.20684,0.28101,0.17364,0.11549,0.88661,0.13045,0.07996,0.35324,-0.59019
intermittent_fault,0.6,oracle_asymmetry_state,6,120,0.11667,0.75199,0.37530,0.32162,1.17884,0.28576,0.17432,0.10301,0.87560,0.12835,0.07610,0.35415,-0.57611
intermittent_fault,0.6,oracle_asymmetry_state,7,120,0.13333,0.72273,0.36369,0.37341,1.16499,0.27464,0.17468,0.13227,0.87083,0.12889,0.07892,0.34664,-0.54930
intermittent_fault,0.6,oracle_asymmetry_state,8,120,0.20000,0.71873,0.32500,0.33349,1.20235,0.27312,0.22066,0.13627,0.88690,0.13204,0.07898,0.32490,-0.45632
intermittent_fault,0.6,oracle_asymmetry_state,9,120,0.18333,0.69698,0.32143,0.33964,1.18548,0.26485,0.21269,0.15802,0.85833,0.13003,0.08014,0.32138,-0.46110
intermittent_fault,0.6,robust_l1_adaptive_control,0,120,0.08333,0.80166,0.44940,0.38676,0.96799,0.22446,0.10121,0.05334,0.93065,0.09296,0.13855,0.40869,-0.67216
intermittent_fault,0.6,robust_l1_adaptive_control,1,120,0.10833,0.76847,0.40714,0.35673,0.91670,0.21517,0.13731,0.08653,0.90089,0.10055,0.14557,0.38364,-0.60057
intermittent_fault,0.6,robust_l1_adaptive_control,2,120,0.07500,0.74363,0.37768,0.36974,0.91435,0.20822,0.11800,0.11137,0.90625,0.09757,0.14968,0.36553,-0.61042
intermittent_fault,0.6,robust_l1_adaptive_control,3,120,0.06667,0.75410,0.37351,0.36485,0.93741,0.21115,0.11802,0.10090,0.91994,0.09498,0.14108,0.36289,-0.62130
intermittent_fault,0.6,robust_l1_adaptive_control,4,120,0.09167,0.74222,0.34673,0.41582,0.94631,0.20782,0.14187,0.11278,0.90149,0.09791,0.14728,0.34759,-0.58474
intermittent_fault,0.6,robust_l1_adaptive_control,5,120,0.09167,0.76405,0.39732,0.35328,0.96561,0.21394,0.12463,0.09095,0.93661,0.09650,0.13953,0.37663,-0.61497
intermittent_fault,0.6,robust_l1_adaptive_control,6,120,0.06667,0.77086,0.39107,0.36519,0.92708,0.21584,0.12450,0.08414,0.90119,0.09689,0.14977,0.37545,-0.63632
intermittent_fault,0.6,robust_l1_adaptive_control,7,120,0.09167,0.76209,0.40387,0.39679,0.93114,0.21338,0.13317,0.09291,0.90595,0.09871,0.14425,0.38091,-0.62080
intermittent_fault,0.6,robust_l1_adaptive_control,8,120,0.07500,0.75507,0.37411,0.37120,0.92343,0.21142,0.14313,0.09993,0.91845,0.10136,0.14585,0.36480,-0.61385
intermittent_fault,0.6,robust_l1_adaptive_control,9,120,0.07500,0.74319,0.36458,0.37229,0.94810,0.20809,0.11943,0.11181,0.90000,0.09609,0.14525,0.35754,-0.60504
intermittent_fault,0.6,unscented_kalman_fault_observer,0,120,0.05833,0.75599,0.40238,0.40384,1.10455,0.21168,0.11630,0.09901,0.91280,0.11614,0.14026,0.37939,-0.66617
intermittent_fault,0.6,unscented_kalman_fault_observer,1,120,0.10833,0.72837,0.38244,0.36461,1.07100,0.20394,0.15203,0.12663,0.87500,0.12083,0.13628,0.36526,-0.58311
intermittent_fault,0.6,unscented_kalman_fault_observer,2,120,0.10833,0.71572,0.29315,0.37517,1.06774,0.20040,0.16129,0.13928,0.89673,0.12215,0.13425,0.31165,-0.52934
intermittent_fault,0.6,unscented_kalman_fault_observer,3,120,0.03333,0.73517,0.33839,0.38621,1.07602,0.20585,0.10134,0.11983,0.90774,0.11974,0.13165,0.33979,-0.64047
intermittent_fault,0.6,unscented_kalman_fault_observer,4,120,0.10000,0.71234,0.33036,0.41522,1.10654,0.19946,0.16244,0.14266,0.86369,0.11921,0.13392,0.33528,-0.56554
intermittent_fault,0.6,unscented_kalman_fault_observer,5,120,0.07500,0.73707,0.35357,0.35786,1.11731,0.20638,0.13371,0.11793,0.89256,0.12020,0.13453,0.34900,-0.60638
intermittent_fault,0.6,unscented_kalman_fault_observer,6,120,0.13333,0.74628,0.38899,0.36446,1.06072,0.20896,0.15525,0.10872,0.87768,0.12418,0.13605,0.37105,-0.56766
intermittent_fault,0.6,unscented_kalman_fault_observer,7,120,0.08333,0.74278,0.37887,0.40941,1.09180,0.20798,0.12705,0.11222,0.89554,0.11770,0.13069,0.36313,-0.62085
intermittent_fault,0.6,unscented_kalman_fault_observer,8,120,0.06667,0.71263,0.28036,0.38605,1.08109,0.19954,0.13149,0.14237,0.93125,0.12363,0.13199,0.30392,-0.56718
intermittent_fault,0.6,unscented_kalman_fault_observer,9,120,0.09167,0.70163,0.30208,0.38689,1.10082,0.19646,0.14610,0.15337,0.87946,0.11891,0.13308,0.31735,-0.54951
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,0,120,0.09167,0.79317,0.43274,0.44572,0.84757,0.22209,0.10937,0.06183,0.91726,0.07927,0.22603,0.41804,-0.65710
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,1,120,0.04167,0.80152,0.46726,0.39197,0.82672,0.22443,0.09779,0.05348,0.92798,0.08213,0.21981,0.43708,-0.72001
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,2,120,0.07500,0.77558,0.41667,0.41069,0.79517,0.21716,0.10590,0.07942,0.92768,0.08329,0.21624,0.40533,-0.64816
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,3,120,0.05000,0.76707,0.38988,0.39069,0.82245,0.21478,0.09216,0.08793,0.90089,0.08524,0.21235,0.39028,-0.65162
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,4,120,0.07500,0.78199,0.41905,0.41077,0.82149,0.21896,0.11829,0.07301,0.91905,0.08246,0.22739,0.41116,-0.65434
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,5,120,0.10833,0.77839,0.40833,0.41476,0.81232,0.21795,0.12749,0.07661,0.90863,0.08401,0.21954,0.40278,-0.61215
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,6,120,0.05833,0.75675,0.37560,0.38387,0.82823,0.21189,0.11968,0.09825,0.92530,0.08279,0.21665,0.37987,-0.63247
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,7,120,0.07500,0.77508,0.41637,0.41952,0.78108,0.21702,0.09999,0.07992,0.90506,0.08297,0.22357,0.40751,-0.64732
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,8,120,0.02500,0.80742,0.41905,0.43687,0.83922,0.22608,0.07666,0.04758,0.92738,0.07940,0.22017,0.40855,-0.71901
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,9,120,0.06667,0.80838,0.44286,0.39826,0.85530,0.22635,0.10041,0.04662,0.95298,0.08173,0.20723,0.42163,-0.68711
intermittent_fault,0.8,domain_randomized_policy,0,120,0.10000,0.75784,0.36042,0.73925,0.86728,0.21219,0.12309,0.09716,0.91726,0.09699,0.49994,0.41651,-0.66456
intermittent_fault,0.8,domain_randomized_policy,1,120,0.09167,0.75183,0.36131,0.69925,0.84373,0.21051,0.10001,0.10317,0.92262,0.09555,0.45837,0.41052,-0.65996
intermittent_fault,0.8,domain_randomized_policy,2,120,0.06667,0.73135,0.32827,0.70262,0.79952,0.20478,0.11551,0.12365,0.91756,0.09644,0.49150,0.39467,-0.65777
intermittent_fault,0.8,domain_randomized_policy,3,120,0.11667,0.72423,0.34315,0.66778,0.80613,0.20278,0.13984,0.13077,0.85417,0.09662,0.50108,0.40587,-0.60576
intermittent_fault,0.8,domain_randomized_policy,4,120,0.06667,0.78078,0.39315,0.68026,0.84043,0.21862,0.09741,0.07422,0.91637,0.09512,0.48924,0.43611,-0.71264
intermittent_fault,0.8,domain_randomized_policy,5,120,0.06667,0.74380,0.34435,0.72793,0.83548,0.20826,0.09565,0.11120,0.92321,0.09472,0.49244,0.40424,-0.67892
intermittent_fault,0.8,domain_randomized_policy,6,120,0.04167,0.77109,0.36756,0.64483,0.85503,0.21591,0.08408,0.08391,0.92946,0.09516,0.45235,0.41393,-0.71264
intermittent_fault,0.8,domain_randomized_policy,7,120,0.11667,0.72338,0.33036,0.70954,0.79075,0.20255,0.12142,0.13162,0.91012,0.09565,0.48364,0.39532,-0.60544
intermittent_fault,0.8,domain_randomized_policy,8,120,0.06667,0.76950,0.38423,0.72978,0.85776,0.21546,0.09195,0.08550,0.93542,0.09749,0.49305,0.42825,-0.71416
intermittent_fault,0.8,domain_randomized_policy,9,120,0.05833,0.78690,0.39762,0.69760,0.87660,0.22033,0.09442,0.06810,0.95804,0.09884,0.48217,0.43691,-0.73337
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,0,120,0.09167,0.71678,0.33423,0.39174,1.10611,0.20070,0.15496,0.13822,0.86637,0.11359,0.13359,0.34178,-0.57406
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,1,120,0.12500,0.72286,0.34792,0.32256,1.10563,0.20240,0.15835,0.13214,0.88958,0.11537,0.12430,0.34826,-0.54040
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,2,120,0.13333,0.70140,0.31101,0.35411,1.06403,0.19639,0.17549,0.15360,0.87946,0.12355,0.13081,0.32618,-0.50457
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,3,120,0.16667,0.73133,0.37083,0.34392,1.07729,0.20477,0.16559,0.12367,0.87143,0.11976,0.13187,0.36521,-0.51574
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,4,120,0.14167,0.74807,0.36280,0.38801,1.11063,0.20946,0.14294,0.10693,0.90625,0.11747,0.13124,0.35958,-0.55387
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,5,120,0.10833,0.72242,0.34673,0.36822,1.09775,0.20228,0.16879,0.13258,0.88274,0.11746,0.12788,0.34795,-0.56277
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,6,120,0.11667,0.71602,0.33274,0.32496,1.09820,0.20049,0.17234,0.13898,0.89107,0.11208,0.12821,0.33984,-0.53766
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,7,120,0.19167,0.71037,0.32827,0.36267,1.06161,0.19890,0.18445,0.14463,0.87827,0.12279,0.12794,0.33783,-0.46035
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,8,120,0.15000,0.72647,0.35476,0.38808,1.10086,0.20341,0.15778,0.12853,0.88363,0.11425,0.12992,0.35267,-0.53086
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,9,120,0.11667,0.74416,0.37500,0.32700,1.11921,0.20836,0.14635,0.11084,0.90000,0.11580,0.12975,0.36493,-0.57497
intermittent_fault,0.8,online_system_id,0,120,0.05833,0.72911,0.32887,0.42403,1.07087,0.20415,0.12798,0.12589,0.90565,0.11397,0.18521,0.34605,-0.61756
